wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
7,3,0,14,78,1,3,12,2,0.910412962,437,0.983893926,3,0.581282043,0.515899183,1,1,42.909612303,2,0.9944,0
2,1,0,7,5,1,5,1,2,1.980031798,13,0.0,0,1.0,0.808513914,0,0,1.455568086,0,0.0217,0
13,1,0,11,26,66,5,2,9,0.510658126,151,0.830565755,1,0.0,0.078492357,0,0,13.718293208,2,1.1665,0
16,2,1,19,67,80,2,5,2,0.869524736,319,1.0,0,0.677834422,0.343934189,1,3,22.172456405,1,1.8062,1
12,2,0,9,13,12,1,4,12,0.408823707,94,1.0,0,0.052395074,0.276652502,1,4,7.906938099,4,1.0108,1
21,4,2,9,50,11,4,5,18,0.866271863,324,1.0,1,0.704046041,0.184379246,2,15,14.016139898,6,1.9557,0
15,1,0,6,38,55,0,3,10,0.851309459,295,0.779902296,2,0.0,0.366133847,0,0,20.99550312,6,1.8321,0
4,4,2,3,10,4,7,1,3,0.486912197,33,0.180113854,1,0.894085104,0.788822615,1,1,14.38640441,3,0.318,0
2,3,0,6,6,0,1,0,1,1.928798088,15,0.0,0,1.0,1.0,0,0,6.288965019,0,0.0,0
17,3,1,18,98,21,0,16,8,0.908879204,618,0.997776242,3,0.742466447,0.244248846,1,1,46.853328093,4,1.2648,4
11,2,0,4,26,46,1,4,10,0.667366083,139,1.0,1,0.80275697,0.400397125,1,1,7.606678791,3,0.6688,0
4,1,0,7,8,1,1,1,4,1.603380409,18,0.0,0,0.0,0.701944727,0,0,4.744463948,1,1.0016,0
6,1,0,12,20,1,1,4,5,1.207427739,186,0.940567191,1,0.015054019,0.588885375,0,0,45.272493862,12,4.4258,1
2,1,0,4,4,1,3,2,2,2.0,2,0.0,0,0.0,0.778422145,0,0,0.048314524,1,1.0,0
19,4,0,7,39,104,0,7,15,0.928805357,240,0.619986025,0,0.738187239,0.337901719,2,3,16.120073765,6,1.2902,0
18,4,0,3,32,62,0,9,17,0.797114336,160,1.0,2,0.656950961,0.266738239,1,1,8.267285534,2,1.3952,0
3,2,0,6,14,3,0,6,2,2.0,48,0.0,0,0.916224269,1.0,0,0,16.477327311,1,0.6889,0
15,5,0,8,17,60,1,4,5,0.432729185,299,1.0,0,0.803698616,0.396583599,2,5,19.335746979,7,1.152,0
11,3,0,29,41,54,0,5,14,0.889741366,478,0.735470258,1,0.812223048,0.258115866,0,1,32.635962829,1,1.8829,0
4,2,0,8,15,0,7,1,5,0.71449041,281,0.97800268,0,0.609745628,0.493284735,1,0,30.414830076,4,0.7913,0
1,1,0,3,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
10,1,1,8,10,45,6,1,9,0.648730336,11,1.0,0,0.0,0.713019378,0,0,6.800209181,1,1.4702,0
21,3,0,11,75,215,0,13,7,0.907342759,698,0.936911735,1,0.549297601,0.448861254,1,1,25.025567006,8,1.748,0
4,4,0,3,20,3,0,3,3,0.706033017,99,0.567669206,0,0.955556536,0.784444162,3,4,35.802788267,1,0.5415,0
13,5,0,5,40,37,6,6,11,0.562320858,173,0.969184414,0,0.848259294,0.287127967,2,5,6.702713707,6,2.3231,0
23,1,0,13,56,102,6,2,10,0.785026153,884,0.363482932,6,0.0,0.288789298,0,0,38.997303767,10,2.4972,0
20,4,0,8,40,129,5,7,17,0.891365442,100,0.457339035,1,0.693683931,0.345025875,2,3,15.030615158,4,0.9292,0
11,4,3,12,42,85,3,9,9,0.826550593,247,0.67293503,0,0.826635152,0.387673539,0,0,18.479627867,3,1.1593,0
7,1,0,3,25,7,2,0,7,0.452053087,367,0.025101418,0,0.0,0.398771085,0,0,47.058244671,6,2.091,0
18,3,2,8,32,47,2,7,13,0.881851281,220,1.0,1,0.748734213,0.375156288,0,1,8.952074278,5,1.0759,0
42,4,0,14,89,425,5,19,29,0.98577385,1232,1.0,0,0.490156737,0.191718586,0,0,29.168100173,51,2.6085,1
16,1,0,13,37,73,0,3,14,0.764578026,231,1.0,0,0.130526517,0.291328449,0,0,16.351686137,3,2.0215,0
17,4,0,3,33,57,3,7,8,0.899048361,184,0.371321524,6,0.786528032,0.494237497,2,1,13.950183874,5,1.3909,1
5,2,0,5,14,19,1,4,4,0.529839315,78,0.997918168,0,0.729062886,0.655688738,0,0,19.819477426,1,0.778,0
10,1,0,2,80,103,0,3,9,0.728794855,717,0.670393601,6,0.0,0.17617342,0,0,33.837950091,11,2.5177,0
5,2,0,8,22,2,1,7,1,1.003414057,79,0.451832618,11,0.566078547,0.448549534,1,2,13.464850765,2,0.8361,0
4,3,0,4,17,1,1,4,3,0.5,80,1.0,0,0.912849264,0.961932907,1,1,15.471715302,3,0.2852,0
3,2,0,5,18,3,0,10,2,1.9999992,108,0.0,0,0.914359046,0.647012716,0,0,36.233946857,2,0.7218,0
13,5,0,9,25,40,1,3,9,0.763081028,335,1.0,1,0.844462039,0.281001809,2,8,14.701283992,5,2.2231,0
3,2,0,9,26,0,1,5,3,1.038809548,95,1.0,0,0.855695044,0.623937616,2,1,23.218368178,4,1.2111,0
7,3,0,2,23,4,0,2,8,0.55498261,138,1.0,0,0.827617249,0.273582745,1,1,15.930583782,1,0.9313,0
5,3,0,5,16,2,1,6,4,0.923637932,97,0.387328649,0,0.830478597,0.426845851,0,0,34.147276402,6,2.0279,1
13,2,0,7,95,76,8,14,3,0.712886019,322,0.831877165,3,0.63867118,0.20030548,1,1,21.828797496,3,1.0,0
24,3,2,7,26,269,0,5,18,0.688257587,82,1.0,0,0.871155021,0.166119552,1,16,8.005741549,3,1.4049,0
0,1,0,1,0,0,1,0,0,2.0,26,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
27,3,0,17,131,116,3,22,23,0.953961324,1167,0.929157094,6,0.565410574,0.310405044,1,5,42.829612378,26,2.5259,0
4,4,0,3,15,1,6,3,1,2.0,53,0.0,0,0.948386297,0.559447573,1,1,36.100183872,4,1.702,0
8,5,0,5,23,0,1,3,4,0.398819892,46,1.0,0,0.836390843,0.473614802,2,3,16.26994809,4,1.1755,0
9,1,0,4,24,21,4,0,12,0.392873299,291,1.0,0,0.034140277,0.314512652,0,0,17.845559702,3,1.5111,0
14,1,0,9,39,18,1,5,11,0.671871807,222,0.983248716,0,0.0,0.298702728,0,0,15.796348018,7,1.4315,0
3,1,0,2,27,7,1,7,2,1.60694945,150,0.0,0,0.916156252,0.562097295,0,0,50.163689057,6,3.3596,0
9,1,1,68,17,15,58,0,12,1.986099919,81,0.280253857,0,0.474417261,0.559821541,3,4,4.080871671,0,0.8095,0
