wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
10,5,0,5,31,24,0,6,7,0.726331108,276,1.0,0,0.911200925,0.370730546,2,0,37.445431011,11,1.1435,0
3,5,0,3,6,17,4,0,2,0.0,41,0.978471457,0,0.970804401,0.671788944,0,0,7.912737253,1,0.2429,0
8,3,0,2,37,0,3,1,1,1.015760462,291,0.321450332,0,0.784605126,0.577522499,0,1,43.0236314,14,3.414,2
22,4,0,5,52,268,0,7,42,0.941161344,331,0.599083082,0,0.703833244,0.406231343,2,3,11.929468328,9,1.0991,0
4,2,0,4,26,4,1,5,11,0.567799616,196,1.0,0,0.551225483,0.45453542,0,0,17.01146622,1,0.7775,0
27,2,0,12,114,208,19,18,14,0.873477543,1450,0.998697336,0,0.551579862,0.217770314,1,8,56.822658059,20,3.2441,2
11,3,0,9,55,14,0,9,10,0.741189024,415,0.915187938,1,0.583842567,0.253331389,1,1,40.46214235,1,0.6996,3
3,1,0,10,19,4,1,10,1,1.052322659,74,0.0,0,0.082225577,0.441381529,0,0,32.608116302,1,0.6859,0
5,4,0,1,14,6,1,5,3,0.775754976,77,0.931920194,0,0.914721855,0.376553239,2,2,17.192643992,5,2.0737,0
9,3,0,5,26,7,3,2,6,1.121140701,80,0.633284523,0,0.960836729,0.55637061,0,0,20.099346603,5,1.6667,1
4,3,1,3,10,2,0,3,4,0.058271161,29,0.993945942,0,0.854972909,0.668445302,0,0,4.935413465,1,0.7057,0
59,1,0,19,152,399,17,11,47,0.967092376,542,0.713911738,4,0.024687875,0.174805851,0,0,19.539712898,12,1.681,0
12,1,3,8,40,43,4,9,6,0.822473723,340,0.94168741,0,0.418878013,0.2677636,0,0,20.905949376,4,1.5891,0
4,1,0,11,26,3,5,7,5,0.847659791,156,1.0,1,0.775451548,0.571990349,1,1,24.5872142,8,2.1008,0
33,2,0,12,100,542,4,10,21,0.929681089,1161,1.0,0,0.881602938,0.243859243,2,2,24.601117368,3,1.1565,0
13,3,3,9,42,56,4,7,7,0.823797985,214,1.0,1,0.717519281,0.346011327,0,3,17.0134586,7,1.8639,1
1,1,0,4,1,0,2,2,1,2.0,1,1.516e-06,0,0.0,1.0,0,0,0.0,1,1.0,0
3,1,1,1,10,2,6,1,3,0.0,59,1.0,0,0.0,0.666666667,0,0,5.103810113,4,0.6488,0
22,4,0,8,45,189,0,8,16,0.922741317,332,0.548046655,0,0.713058328,0.390081251,2,3,13.903402687,8,1.5407,0
11,3,0,11,29,15,0,5,8,0.645637239,223,1.0,1,0.721235185,0.844305117,1,1,19.306563693,3,1.2965,0
1,4,0,1,3,0,1,0,1,1.999463119,8,0.0,0,0.997028477,1.0,0,0,6.046637766,0,0.0072,0
1,1,0,0,2,0,4,0,1,2.0,1,0.0,0,0.0,1.0,0,0,1.913259969,0,1.0117,1
10,2,0,3,35,3,6,2,7,1.972282145,205,0.574583961,0,0.962384393,0.500929636,1,2,66.745549294,18,4.8263,0
6,4,0,9,31,25,0,9,3,0.593099473,110,0.993531238,1,0.944013593,0.471325754,2,5,49.391898771,1,0.8571,0
5,2,1,5,21,0,1,5,5,0.525885158,114,1.0,0,0.597079106,0.494550003,0,0,10.256460877,4,1.3134,0
10,5,0,15,34,16,7,9,7,0.697730036,211,0.959560248,2,0.886234293,0.345302033,1,4,40.27520394,7,2.2421,0
10,4,0,7,16,0,0,5,7,0.692545078,214,1.0,1,0.873127165,0.306625766,2,12,17.644121581,6,1.4773,0
3,2,0,6,14,4,1,6,7,0.852091661,126,1.0,1,0.787218114,0.699784676,0,0,17.58203086,4,0.992,0
