wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
31,2,0,18,89,281,2,14,28,0.796242466,761,0.973214115,5,0.605640057,0.232506401,0,0,14.940524866,5,1.5487,3
5,1,0,2,12,4,3,1,9,0.564965501,159,1.0,0,0.0,0.873282556,0,0,20.173322531,13,6.3292,0
3,4,0,9,14,2,5,2,1,1.567027229,68,0.0,1,0.724622717,0.629446194,1,0,18.537870895,8,1.594,0
4,1,59,1,9,0,1,4,4,2.0,1,0.0,1,0.0,0.418511839,0,0,3.001087689,1,1.025,0
10,1,0,6,18,9,1,1,7,0.761402176,99,1.0,0,0.0,0.506933886,0,0,7.751385391,1,0.8828,0
11,1,0,9,39,25,6,4,4,0.547955344,244,1.0,0,0.353953448,0.267930739,2,5,23.42671005,4,0.8125,0
6,3,0,2,15,0,0,6,3,0.217653466,70,0.920418867,0,0.943547419,0.51015988,0,0,19.656223443,1,0.6714,0
6,5,0,13,35,16,4,9,5,0.792770562,105,0.606143926,1,0.404905731,0.37951935,1,4,21.325643064,7,2.841,0
19,1,0,19,56,75,3,9,12,0.765051377,450,0.78844778,1,0.580902639,0.316631093,4,4,22.422274132,17,2.2164,3
2,3,0,4,12,1,1,1,2,2.0,9,0.0,0,0.886427598,0.75,1,1,8.069947689,3,0.4868,0
1,3,2,5,6,0,3,1,3,0.092567777,45,0.845465625,0,0.638111666,0.600655405,0,0,4.053902098,1,0.9789,0
6,1,0,5,5,3,5,2,4,1.981690176,2,0.0,0,0.771176575,0.465680864,0,0,8.138457359,1,1.6522,0
3,5,0,3,3,5,4,1,2,2.0,76,0.0,0,0.064632459,0.451397516,0,4,9.963111655,1,0.5568,0
7,3,0,10,28,1,6,15,10,0.683640349,290,0.97119531,0,0.88190054,0.224373353,1,5,31.747524988,5,1.8141,0
2,2,0,3,15,8,4,1,4,2.0,30,0.003692394,0,0.322972446,0.992535462,0,0,0.061452473,1,0.7497,1
12,3,0,4,27,7,4,1,14,0.741496337,409,0.734141494,0,0.553230437,0.246846498,1,9,16.510043578,2,0.7302,0
8,2,0,11,18,143,0,5,6,0.921854051,200,0.267680588,0,0.452424419,0.190769307,1,4,21.228580372,6,1.9547,1
5,1,0,8,9,4,2,1,4,2.0,107,0.235153438,0,0.0,0.984325535,0,0,3.726287715,1,0.7872,0
4,2,0,3,3,1,1,5,6,1.035147304,41,1.0,0,0.915422366,0.483975948,0,0,22.790712664,1,0.782,1
7,1,0,9,13,2,5,0,10,0.535036948,118,1.0,0,0.0,0.598527318,0,0,12.038069854,4,1.9979,0
15,3,0,12,43,2,1,5,13,0.660491043,256,1.0,0,0.553714789,0.125649516,2,0,32.598040248,9,1.4641,0
8,3,0,5,43,4,2,9,7,0.547324811,133,1.0,2,0.949007367,0.358831653,2,1,13.919706392,1,0.7468,0
5,3,0,5,17,10,1,2,7,1.0,173,1.0,0,0.0,0.490007196,0,0,9.965660023,2,0.8317,0
4,1,0,2,4,6,1,0,5,1.907538675,42,0.0,0,0.070551044,0.720016809,0,0,3.294960784,1,1.0,0
