wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
1,1,0,3,1,0,2,1,1,1.999992754,1,0.000916413,0,0.0,1.0,0,0,0.0,1,1.0,1
6,3,0,6,30,12,1,8,1,0.637238829,122,1.0,2,0.823582784,0.436411817,1,1,25.088218021,6,1.7308,1
55,1,0,23,110,1677,1,13,47,0.558078201,732,0.994141949,1,0.01753546,0.121578877,0,1,12.771603419,2,1.3246,0
9,1,0,10,49,11,6,20,6,0.754617344,169,1.0,2,0.649195255,0.422816089,2,3,13.244000411,5,0.975,0
2,1,0,4,4,1,1,3,2,2.0,10,0.0,0,0.0,1.0,0,0,3.550641203,1,0.5065,1
3,3,0,4,15,10,1,4,2,1.49658175,27,0.0,0,0.958374461,0.469180747,1,2,6.15939163,1,0.3215,2
1,1,0,5,1,0,2,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.522602412,1,1.0,10
11,1,0,5,18,60,2,3,12,0.637059558,134,0.999638498,0,0.0,0.362198665,0,0,5.690052399,1,0.7309,0
3,3,0,6,16,2,1,3,1,1.13169415,21,1.0,0,0.838684009,0.539582815,1,1,6.177149226,2,1.0,0
3,1,0,3,6,3,1,2,3,2.0,14,0.0,0,0.0,1.0,0,0,3.690049419,1,0.6663,0
4,3,0,2,4,1,1,2,2,0.944980204,14,1.0,0,0.886130937,0.999471285,0,0,9.103270997,1,0.3431,0
3,3,0,6,7,3,2,6,2,0.061235264,23,0.0,1,0.900282086,0.5,0,0,6.446010086,1,0.4778,2
1,1,0,3,1,0,2,1,1,1.999999228,1,0.0,0,0.0,0.980500502,0,0,0.0,1,1.0,1
1,1,0,4,2,1,4,2,2,2.0,1,0.021771032,0,0.0,1.0,0,0,0.0,1,1.0,0
4,1,0,3,11,0,1,5,2,0.00779745,53,1.0,1,0.0,0.70210338,0,0,27.426288447,1,0.5005,0
4,0,0,16,19,64,1,9,9,0.454129173,76,0.666915353,2,0.0,0.419506361,0,0,7.665436587,6,1.4467,0
8,1,0,12,20,12,1,11,6,0.856613649,124,1.0,3,0.0,0.369560894,0,0,11.255824459,3,1.0579,0
9,1,0,11,11,35,5,5,5,1.99526982,1,0.079357767,4,0.0,0.444444444,0,0,0.966036782,1,0.913,8
3,2,0,1,5,3,0,1,3,2.0,12,0.009123131,0,0.923076923,0.666666667,1,2,3.0,1,0.341,0
2,1,0,5,2,1,2,1,2,1.99948409,5,0.0,0,0.0,0.75,0,0,4.032403562,1,0.5,0
0,1,0,0,0,0,0,0,0,2.0,10,0.065888204,0,2.214e-06,0.0,0,0,0.0,0,0.0,0
11,1,0,9,16,9,3,7,10,0.772693883,69,1.0,3,0.0,0.314522114,0,0,12.514647749,3,1.2032,0
8,1,0,1,9,2,1,1,1,1.871112593,213,0.017102789,0,0.864274668,0.45282352,0,1,71.632075746,1,0.5762,0
23,1,0,11,41,195,5,1,22,0.856063557,195,0.999090651,0,0.0,0.276399642,0,0,8.288252471,7,1.1449,0
10,3,0,8,19,4,2,7,9,0.665616857,81,0.987864867,1,0.78365171,0.374722991,1,1,6.780808919,2,0.7987,0
21,5,0,11,47,45,1,18,10,0.788054602,295,0.956597545,0,0.811038801,0.227016942,1,1,13.444825114,3,1.008,0
1,1,0,5,1,0,4,1,0,2.0,1,0.0,0,0.0,1.0,0,0,0.073517537,1,1.0,0
3,2,0,1,5,1,0,1,3,2.0,12,0.0,0,0.923076923,0.666666667,1,2,3.0,1,0.3481,0
16,1,1,5,25,81,3,6,13,0.782740467,124,1.0,5,0.123517744,0.259696832,0,0,8.361792059,6,1.14,0
6,2,4,9,15,7,5,4,5,0.598220634,41,1.0,2,0.707506927,0.369170606,0,0,6.373305346,2,1.0039,0
7,2,0,11,32,34,6,17,12,0.711782614,156,1.0,0,0.914469993,0.390233824,0,0,10.479262033,1,0.7189,2
2,1,0,5,6,0,2,5,2,0.0,37,1.0,2,0.0,0.625129333,0,0,14.319931757,1,0.4653,0
7,3,0,9,59,2,1,6,2,0.48972935,350,1.0,0,0.883369251,0.449768634,2,3,18.071623408,4,1.3071,4
18,2,0,27,32,66,6,29,13,0.701902614,189,1.0,5,0.486433183,0.293024261,1,0,16.842079671,5,1.4101,7
1,1,0,4,1,0,3,1,1,1.99999823,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
15,3,0,9,42,26,1,11,9,0.526289629,214,1.0,1,0.735032242,0.343777991,1,1,20.000799996,8,1.6607,0
8,2,0,15,15,0,3,5,7,0.595974597,51,1.0,0,0.61674486,0.415678949,0,0,8.696883523,2,1.0395,0
5,2,1,5,24,5,2,6,3,0.61294077,86,1.0,0,0.715240361,0.346181957,1,2,12.887522473,1,0.8926,1
3,1,0,5,7,4,4,0,3,0.0,10,1.0,0,0.018949433,0.664070011,0,0,9.691852599,1,0.5,0
19,1,0,11,44,164,9,3,13,1.989274773,782,0.061894916,0,0.0,0.329345245,0,0,28.5022885,5,1.5898,3
2,1,0,2,2,1,2,0,2,2.0,2,9.9647e-05,0,0.0,1.0,0,0,0.021699859,1,1.0,0
5,4,0,2,23,4,1,2,9,0.267697755,55,0.999644033,0,0.803116991,0.757516784,2,2,4.232509132,10,0.8053,0
11,1,0,22,21,68,1,16,11,2.0,55,0.996885853,2,0.854280414,0.143032463,0,0,7.123481258,1,0.8227,1
2,1,0,5,8,9,0,3,6,1.619994939,22,0.000422092,0,0.0,0.443631193,0,0,15.581146575,4,0.8088,0
20,1,1,10,47,0,0,5,24,0.082113314,236,0.990107028,0,0.0,0.23621331,0,0,8.054842972,3,1.3253,0
3,2,0,3,7,3,0,3,1,2.0,106,0.167664009,0,0.652913827,0.977251272,1,1,26.305595497,1,0.6825,0
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.078514626,0,0,0.123093777,0,0.0,0
10,1,3,15,31,1,2,8,4,0.910426858,149,0.512231216,2,0.0,0.403862857,0,0,20.599484924,1,0.6102,1
1,2,0,2,3,0,4,3,1,2.0,14,1.0,0,0.988732931,1.0,0,0,5.592941625,0,0.0,0
19,2,0,10,14,193,4,8,15,0.861618401,120,1.0,1,0.714661103,0.265597958,1,3,4.796446605,1,0.7739,0
15,2,0,14,25,175,4,6,6,0.84137479,104,1.0,1,0.662165509,0.26862988,2,3,4.500815186,1,0.8809,0
16,2,0,6,33,54,1,4,15,0.604581044,193,1.0,0,0.813041023,0.374388206,1,4,10.616830001,2,0.9231,3
2,1,0,4,4,1,1,3,2,2.0,9,0.0,0,0.0,1.0,0,0,3.562672265,1,0.5,2
3,1,0,7,7,6,7,0,3,0.440147232,14,1.0,0,0.0,0.403966918,0,0,4.522101077,1,0.7543,1
25,2,3,14,43,216,6,6,19,0.838138434,194,0.982161614,2,0.639899596,0.202364269,1,3,6.94136209,1,0.9479,0
2,1,0,4,2,1,4,0,2,2.0,2,0.0,0,0.004952259,1.0,0,0,4.1995e-05,1,1.0,1
16,1,0,14,32,64,2,6,13,0.80648282,183,1.0,2,0.0,0.204145012,0,0,6.945473913,2,0.9268,0
0,1,0,1,0,0,0,0,0,1.701384456,2,0.010338502,0,0.0,0.0,0,0,0.0,0,0.0,0
12,2,4,7,11,29,2,7,6,0.776094092,45,0.999177727,2,0.376201245,0.274143531,0,0,6.647349086,2,1.0886,0
2,1,0,4,8,41,0,4,1,0.0,40,1.0,1,0.002487421,0.69628598,0,0,16.377687282,1,0.5,0
11,1,0,11,41,31,1,11,1,0.692017409,193,1.0,0,0.510535093,0.382028187,1,4,16.938876462,9,1.6199,0
15,2,1,19,48,67,2,16,8,0.896719778,538,0.999081159,3,0.409074734,0.17963393,1,1,16.865819055,9,1.5105,9
2,0,0,5,8,1,1,3,2,2.0,39,0.0,0,0.0,0.767738366,0,0,18.483825429,1,0.4968,0
8,0,0,4,23,20,1,6,9,0.122158901,94,0.966527023,1,0.0,0.41554629,0,0,8.12163678,1,0.854,0
5,3,0,14,28,3,1,14,2,0.553561925,131,1.0,2,0.880468597,0.451844354,1,1,24.126355969,5,1.4191,0
3,2,0,2,5,3,0,1,3,2.0,12,0.0,0,0.923076923,0.666666667,1,2,3.0,1,0.3333,0
12,2,0,10,26,45,1,11,10,0.599383214,114,1.0,3,0.581531172,0.270594436,1,1,8.752611836,2,0.867,0
3,6,0,4,22,13,1,2,2,0.229774618,42,1.0,0,0.95418876,0.606000375,2,3,14.577699951,3,1.5911,0
14,1,1,15,35,141,2,5,12,0.62299761,119,1.0,2,0.0,0.220121986,0,0,7.448778035,4,1.0789,0
7,1,0,7,31,26,1,7,7,0.462254335,436,0.98180925,0,0.067053079,0.434863544,0,0,37.385989466,8,3.6639,0
4,1,0,4,8,3,2,3,3,0.0,35,0.983531365,1,0.0,0.565011524,0,0,5.608411261,1,0.7467,0
27,1,0,5,51,0,1,1,23,0.502027094,238,0.957629439,0,0.003104575,0.335393631,0,6,7.949190438,2,1.0795,0
3,1,0,2,8,3,1,3,3,0.236948475,33,1.0,0,0.0,0.666666667,0,0,8.035638053,1,0.6667,0
11,1,0,16,47,44,1,11,2,0.688177425,198,1.0,0,0.704455424,0.402274708,1,4,17.040711637,3,1.7025,0
6,2,0,5,9,43,1,2,8,0.637836081,35,0.974727239,0,0.14096828,0.360976721,0,0,4.947127254,2,1.1239,3
3,4,4,3,6,0,1,1,3,1.36929354,18,1.0,0,0.037363166,0.726392633,0,0,4.420932491,0,0.0,0
48,1,0,23,102,923,8,22,38,0.662327367,522,0.819555135,3,0.294729542,0.107145931,0,0,21.20296053,5,1.2904,2
9,1,2,2,34,9,3,5,4,0.133714421,188,0.200883169,0,0.0,0.310006977,0,0,23.994369142,4,2.2483,0
2,1,0,6,1,1,1,0,2,2.0,1,0.0,0,0.0,1.0,0,0,5.185480404,5,1.0,1
4,1,6,12,7,3,6,5,3,2.0,55,0.0,0,0.002811624,0.474800602,0,0,14.779562674,5,2.3544,2
19,2,0,9,21,156,4,4,11,0.753956884,109,1.0,1,0.68528488,0.273630493,1,0,4.319266909,1,0.8873,0
3,2,0,1,7,4,0,1,3,2.0,12,0.0,0,0.958333333,0.666666667,1,2,6.160989861,1,0.3333,0
15,1,0,17,46,24,1,6,8,0.360811543,301,1.0,2,0.0,0.180913401,0,0,16.056087421,8,1.4523,0
7,4,0,7,16,8,0,8,6,1.911345165,39,0.0,1,0.911012502,0.388365044,2,4,4.283595396,1,0.781,3
7,2,1,10,13,3,0,8,3,0.0,60,1.0,2,0.812106469,0.372732517,1,5,15.235179525,1,0.8756,2
4,3,0,3,10,10,0,3,10,0.103762876,36,0.994139363,0,0.885940252,0.544381494,0,0,6.172335115,1,1.0474,1
15,5,0,10,47,31,1,12,10,0.820536254,274,1.0,1,0.737776241,0.234502846,1,0,16.872513481,3,0.9611,0
5,1,0,14,21,3,7,4,4,1.997605732,68,0.0,0,0.0,0.43026392,0,0,12.006344652,3,2.0117,0
7,2,0,13,40,19,1,13,2,0.795227521,155,0.531290687,0,0.851458361,0.32608095,0,0,29.367932508,5,0.7337,0
4,3,0,13,18,14,2,15,5,2.0,30,0.0,0,0.986844993,0.667790527,0,0,8.147534516,2,0.8333,0
10,1,2,8,33,34,3,7,9,0.55476671,73,0.54527368,1,0.0,0.262855632,0,0,10.783891925,3,1.0204,2
3,2,0,4,8,3,1,3,1,2.0,307,0.0,0,0.740984269,0.998113436,1,1,108.22871232,1,0.6767,0
13,3,2,8,25,36,0,8,9,0.792538296,174,1.0,1,0.869728783,0.277221484,1,1,8.450475075,5,0.7872,5
6,3,0,4,18,3,3,7,2,2.0,35,0.0,0,0.716674699,0.632119751,0,0,10.158041349,2,0.8486,1
12,1,0,29,64,118,2,32,6,0.79592952,358,0.955980349,2,0.0,0.229882365,0,0,16.387849063,6,0.9181,0
0,1,0,0,0,0,0,0,0,1.998307201,0,0.0,0,0.0,0.0,0,0,1.520137888,0,0.0144,0
4,1,0,4,2,10,4,0,5,2.0,5,0.0,0,2.974e-06,0.990760559,0,0,0.0,1,1.0,2
15,3,0,14,49,30,0,12,7,0.834449437,216,1.0,1,0.712438043,0.248150309,2,3,13.100205639,2,0.8754,3
3,1,0,3,14,4,1,1,3,0.810040002,13,1.0,1,0.896235156,0.988547794,0,0,3.323215078,1,0.186,2
2,5,0,4,9,2,1,3,3,0.451499731,32,1.0,1,0.915871333,0.558249119,0,0,11.125234728,1,0.6528,0
5,1,0,4,8,1,2,3,6,0.601341084,48,0.451839708,0,0.010167577,0.327754961,0,0,5.287173568,1,0.8091,1
6,1,0,5,7,3,1,0,5,0.581954977,33,1.0,0,0.0,0.496960006,0,0,2.77474136,1,0.6202,1
27,1,0,9,49,218,1,10,23,0.843625309,235,1.0,1,0.048141403,0.092743192,0,0,0.331541323,1,1.023,5
12,0,0,16,32,116,4,15,4,0.753610324,107,0.97613369,1,0.0,0.249509026,0,0,6.42792813,2,1.0776,0
24,1,1,19,36,405,1,8,25,0.929737721,165,1.0,7,0.026335474,0.085927215,0,0,8.092225194,2,1.0428,1
8,2,0,10,47,56,1,13,4,0.629799595,316,0.991433535,0,0.553415325,0.292380201,0,0,20.551002002,3,1.4927,0
0,4,2,6,6,0,1,1,0,0.81613884,0,1.0,0,0.800402142,0.837651554,0,0,0.376121369,0,0.0272,0
14,3,0,9,33,37,0,7,12,0.511088317,141,1.0,2,0.567033841,0.334538343,2,2,7.209685281,2,1.305,0
1,1,0,3,1,0,3,0,1,2.0,1,0.0,0,0.0,0.999993265,0,0,0.0,1,1.0001,0
18,2,0,13,24,203,4,8,15,0.828470544,120,1.0,2,0.673340524,0.225297329,1,3,5.159944301,1,0.8958,0
1,1,0,0,1,0,0,0,1,2.0,1,0.00021399,0,6.0531e-05,1.0,0,0,0.070717974,1,1.0,0
8,3,0,4,16,0,1,7,4,0.23758494,85,1.0,0,0.983628666,0.396854595,1,2,9.151383212,1,0.6024,3
37,2,0,21,50,297,9,4,27,0.84935035,360,0.959801836,2,0.776972908,0.166685894,1,2,6.798478739,2,1.0119,8
3,3,0,4,7,3,4,4,1,2.0,73,0.0,0,0.967666654,0.530932094,1,3,8.913493529,1,0.4926,0
7,3,0,10,35,11,2,8,4,0.518409277,151,0.562326995,1,0.738210095,0.314373308,1,1,31.54489457,1,0.8367,9
2,3,0,4,4,2,0,2,1,1.93844894,17,0.0,0,0.952387552,0.693567925,1,1,6.874441111,1,0.5349,0
42,1,0,22,68,514,4,3,29,0.730549981,810,0.775940005,0,0.0,0.240235542,0,0,21.727871004,7,1.8135,0
19,2,0,10,15,151,5,8,15,0.769515539,20,1.0,5,0.700796678,0.196098546,1,3,0.0,1,0.9412,0
7,1,0,4,14,7,3,3,9,0.223556221,60,1.0,1,0.0,0.38830109,0,0,5.324309329,1,0.75,0
5,1,6,4,13,2,3,4,3,2.0,45,0.23703576,0,0.0,0.536356258,0,0,10.425897588,2,1.0319,1
5,2,0,25,18,6,8,11,4,0.794067655,89,0.990400163,0,0.644591106,0.456079729,1,1,3.71683738,1,0.7337,0
16,5,0,11,47,26,0,12,4,0.695689627,273,1.0,1,0.71789099,0.222999685,1,1,14.059689221,3,1.0836,0
7,2,0,8,25,30,1,10,9,0.376258104,85,1.0,0,0.415253293,0.356925331,0,0,10.907086617,1,0.3945,3
6,4,0,11,28,10,3,9,3,0.400640743,83,1.0,1,0.941078714,0.319910946,0,0,20.019651804,1,0.8614,0
23,2,0,5,41,294,4,14,19,0.835710936,113,0.990048342,1,0.589955329,0.246565394,1,3,7.208546814,1,1.1497,2
3,4,1,9,16,3,3,8,1,2.0,53,0.053874563,0,0.954148574,0.63774816,2,0,15.038126016,1,0.6437,0
16,1,0,22,46,122,12,4,19,0.855230134,151,1.0,0,0.034042162,0.3732252,0,0,17.680030912,2,1.1754,0
1,1,0,0,1,0,0,0,1,2.0,1,0.000235932,0,2.7659e-05,1.0,0,0,0.0,1,1.0,0
4,3,0,6,3,4,1,5,3,0.723606738,24,0.977438112,1,0.792353301,0.990857716,0,0,3.788809547,1,0.4624,0
