wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
6,1,0,4,2,15,7,0,6,2.0,6,0.0,0,0.0,0.75,0,0,0.0,1,1.0002,0
4,1,0,10,3,11,8,1,4,2.0,2,0.0,0,0.076642485,0.629199816,0,0,0.0,1,1.0,0
11,1,0,17,83,102,11,2,11,0.57047166,573,0.996626129,1,0.001450164,0.207648008,1,0,38.907341505,12,2.0286,0
16,1,0,7,24,17,13,4,13,0.769440403,131,0.981001129,3,0.0,0.27226686,0,0,9.478453543,1,0.9496,0
17,2,0,7,81,89,2,0,9,1.033647015,512,1.0,1,0.224773285,0.34872002,1,3,32.191127529,10,1.6987,0
13,1,0,3,26,80,1,4,9,0.624420652,234,0.948000747,1,0.0,0.262514854,0,0,10.102216881,1,0.8888,0
4,1,0,3,23,0,2,1,5,0.551713138,96,0.149555788,0,0.0,0.41890027,0,0,19.660630027,5,1.6381,0
14,3,5,30,33,315,21,6,10,0.58505886,259,0.827725102,1,0.844731083,0.259220592,1,2,29.612500906,3,1.293,1
6,1,0,3,51,28,2,3,4,0.644059626,93,1.0,0,0.0,0.657672257,0,0,7.507261417,4,1.1677,0
17,3,0,11,38,94,0,10,11,0.888654529,133,0.966387216,1,0.735851281,0.18747559,2,2,13.434379515,1,1.1371,0
3,3,0,9,6,0,1,7,1,0.828524651,42,0.587135706,2,0.981149944,0.442480587,0,0,18.493629483,1,0.4593,0
5,2,1,4,8,10,3,0,5,2.0,29,0.0,0,0.762862068,0.382183613,1,2,4.552609605,1,0.5778,0
6,1,0,7,8,0,1,4,5,0.244021695,198,1.0,0,0.0,0.548745291,0,0,26.21685054,1,0.7018,0
46,1,3,19,117,571,7,10,37,0.8372263,1097,1.0,2,0.002470165,0.101125003,0,0,9.099272214,4,1.8558,0
2,1,0,4,3,1,4,1,2,2.0,5,0.006881516,0,0.0,0.658693505,0,0,0.0,1,1.0,0
10,2,0,10,25,25,0,11,8,0.825162749,254,0.977074074,0,0.012202882,0.617906485,0,0,13.018816371,8,1.1165,0
13,2,0,9,54,28,89,4,12,0.798987269,256,1.0,0,0.585914453,0.358784302,5,0,18.488448856,4,1.9372,0
42,4,0,17,29,517,0,13,29,0.904071063,502,1.0,0,0.614101621,0.457525452,0,2,11.995461501,1,1.0016,0
23,1,0,20,80,155,14,1,20,0.750036431,928,0.151998841,1,0.0,0.281794698,0,0,31.676718092,22,2.0541,0
1,1,0,4,1,0,5,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,1,0,5,6,3,1,4,3,0.751143844,32,1.0,1,0.018772572,0.5,0,0,3.534587147,2,0.8141,0
6,1,0,28,84,17,6,23,9,2.0,950,0.0,0,0.0,0.278740829,0,0,105.273149237,25,3.3288,0
18,1,0,12,58,66,8,12,15,0.864053968,332,0.991272258,0,0.011662752,0.361660471,0,0,12.584351891,3,1.056,0
5,4,0,4,6,4,4,1,3,0.991506768,15,0.984474483,1,0.0,0.787360903,0,0,2.383630639,1,0.4011,0
7,1,0,10,111,20,1,9,8,1.895270496,892,0.0,0,0.0,0.286207428,0,0,44.123249035,25,3.3424,0
20,3,0,7,32,196,0,7,22,0.763115214,134,1.0,0,0.733583957,0.183413044,0,2,17.13347898,1,1.0399,0
9,1,1,5,11,3,1,4,8,0.792381428,50,1.0,1,0.0,0.30108944,0,0,4.274156638,3,1.1003,0
9,1,0,3,19,2,1,2,11,0.407977198,216,1.0,1,0.0,0.731614366,0,0,7.763653994,2,1.0243,0
8,4,0,8,27,0,77,8,6,0.302807237,141,1.0,0,0.907800403,0.636661582,1,1,20.43390109,1,0.8236,0
21,1,0,102,61,279,99,10,20,0.702460028,24,0.68717688,0,0.303836499,0.175996033,0,1,23.16568039,9,2.0746,0
6,1,0,8,60,4,2,0,17,1.687889561,902,0.917173003,0,0.024763562,0.293982805,0,0,161.927549226,11,2.6747,1
11,1,1,3,16,1,11,1,4,0.686629714,140,0.330711748,1,0.0,0.271550917,0,0,14.912329176,4,1.5187,0
13,1,0,17,59,36,2,3,12,0.801557187,276,1.0,0,0.0,0.22383219,0,0,28.74588869,6,1.6538,0
21,3,0,14,78,140,2,11,14,1.938580986,442,1.0,0,0.69189383,0.208527617,2,3,41.688803098,3,1.1547,0
20,1,0,9,27,49,0,4,15,1.051448371,215,1.0,2,0.413024851,0.299822356,0,0,6.819585279,1,0.5143,0
4,2,0,10,25,2,2,10,2,1.222299029,24,1.0,1,0.444422982,0.504049876,0,0,16.883746163,1,0.464,0
6,1,0,10,25,7,1,9,4,0.575613929,223,1.0,0,0.004150657,0.428884968,0,0,40.893791991,5,2.0627,0
4,2,0,8,38,0,1,2,5,0.0,179,1.0,0,0.897319398,0.667172789,0,0,58.947264528,1,0.7754,0
5,1,0,6,9,2,3,5,5,0.628363275,83,0.969224188,1,0.0,0.52945128,0,0,17.823468809,2,1.1696,0
14,1,0,5,18,37,13,7,16,0.772183086,51,0.742335154,2,0.0,0.154961471,0,0,8.937845068,1,1.1508,0
35,4,0,7,88,506,5,16,18,0.897480612,637,0.92876574,0,0.793590252,0.17199736,2,2,19.779322203,0,1.0191,0
1,1,0,4,1,1,2,2,1,2.0,2,0.0,0,0.0,0.995925956,0,0,0.0,1,0.9859,0
4,2,0,2,4,8,1,4,2,0.724862083,25,0.907895714,1,0.504809478,0.494101553,0,0,2.496899587,2,0.5048,0
6,1,0,2,6,7,1,0,6,0.391399802,36,0.999822821,0,0.045962778,0.666666667,0,0,5.580771219,2,1.0198,0
2,2,0,3,3,1,1,2,2,2.0,4,0.0,0,0.008335568,0.659097686,0,0,4.0,1,0.5552,0
2,1,0,9,10,3,3,4,2,2.0,4,0.0,0,0.0,0.540202753,0,0,28.676742048,1,0.4592,0
9,2,0,15,33,41,3,10,7,0.487058687,216,1.0,0,0.295620977,0.230785692,0,1,12.564175749,7,1.7354,0
3,1,2,6,11,42,1,3,9,1.977534035,161,0.031897305,0,0.045892149,0.482181554,1,1,67.958658492,9,3.6049,0
42,4,0,14,102,732,2,8,35,0.896744492,670,1.0,0,0.587322905,0.388945329,3,5,15.136181164,1,0.9808,0
15,3,0,10,35,84,6,15,15,0.745863148,315,0.959179383,0,0.030958469,0.238149964,1,1,11.934451035,6,1.0563,0
6,2,0,9,21,1,2,7,6,0.359569373,119,1.0,1,0.0,0.619339416,0,0,13.024514064,4,0.7737,0
3,2,0,4,8,4,2,0,3,2.0,65,0.0,0,0.989959077,0.991065974,2,1,3.919816931,1,0.687,0
2,1,0,6,1,0,4,2,1,2.0,1,0.0,0,0.0,0.957268705,0,0,0.0,1,1.0,0
11,1,0,10,50,44,4,9,5,0.582651802,333,1.0,1,0.000305474,0.382778308,0,0,32.955535001,8,1.8623,0
6,1,0,10,62,22,2,0,7,1.861603297,949,0.0,0,0.0,0.298406582,0,0,130.407163965,11,5.219,1
