wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
12,4,0,34,47,43,6,13,5,0.52339555,240,0.147491558,9,0.639536545,0.294833686,1,1,17.748512765,4,0.7932,0
9,1,2,6,32,48,2,14,2,0.968099649,194,0.998418317,3,0.013896084,0.235553113,0,0,20.665587846,3,1.68,0
3,1,0,4,3,3,3,1,3,2.0,3,0.0,0,0.0,0.848732716,0,0,1.2833e-05,1,1.0,0
3,5,9,9,18,2,40,2,2,0.88938244,142,0.972251994,0,0.976072257,0.495838346,0,0,4.135151368,0,0.0477,4
7,3,0,8,16,0,3,7,2,0.296042022,20,0.996044995,0,0.835214365,0.504756888,1,1,8.188722553,1,0.7507,0
29,1,0,4,37,285,0,1,22,0.823691811,292,1.0,0,0.0,0.300333164,0,0,8.81150281,6,1.3527,0
1,1,0,28,1,0,27,0,1,2.0,2,0.000528792,0,0.0,0.983091674,0,0,0.000347606,1,1.0,1
3,1,0,4,9,3,1,3,3,2.0,21,0.0,0,0.0,0.839180816,0,0,6.0,1,0.6667,0
4,1,0,3,8,2,0,3,3,0.388376901,12,0.002674482,0,0.0,0.696330012,0,0,6.957420417,1,0.6661,0
3,3,0,7,8,3,1,6,1,2.0,41,0.0,0,0.827845247,0.533333333,0,0,15.127491699,1,0.7825,1
3,5,0,3,3,1,2,10,3,0.403657929,43,1.0,2,0.894736842,0.552736465,0,0,9.124271159,1,0.4844,0
32,1,1,11,35,1,2,5,15,0.853959398,257,0.640108009,2,0.017872059,0.260138747,0,0,9.971085596,2,1.5512,3
23,3,0,19,54,131,3,20,15,0.648823253,288,0.974386448,6,0.78439615,0.189575169,1,4,13.456612015,2,1.4305,1
3,1,0,3,5,1,1,2,1,0.449942347,13,1.0,1,0.779528489,0.995926101,0,0,5.476305445,1,0.3333,0
6,6,0,4,17,12,2,5,4,0.845698233,84,1.0,0,0.786697921,0.407547047,0,0,12.038606175,3,1.0063,0
