wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
6,3,0,10,23,13,0,10,3,0.87746531,86,0.333333333,0,0.695214897,0.4,1,2,12.757315922,3,1.1976,0
6,1,0,7,40,33,2,9,5,0.925249819,168,0.251583194,0,0.0,0.172892025,0,0,43.355410074,10,2.4879,4
49,1,0,11,148,321,3,17,46,0.951612687,42,0.97523622,0,0.0,0.224713431,0,0,1.829400901,7,1.2638,1
9,2,0,12,30,7,1,12,2,1.004452852,179,0.642708275,1,0.005867113,0.350244768,0,0,34.317528157,14,1.5045,0
11,3,0,15,63,106,5,15,13,0.746204381,448,0.870889341,2,0.481918922,0.236661033,3,0,19.28860981,4,1.95,0
10,1,0,12,44,33,7,25,6,0.672610608,272,0.482376559,0,0.032614889,0.220448302,0,0,23.709741734,4,1.2014,0
5,3,0,13,20,11,2,9,3,1.040030611,75,0.674488886,0,0.878675887,0.497004383,2,2,18.07399464,6,1.82,0
5,3,7,11,23,13,8,12,1,0.817416367,112,0.682144265,0,0.670441853,0.266019436,0,2,11.43369317,3,0.9747,0
17,1,0,3,27,86,3,1,18,0.833185704,172,1.0,0,0.0,0.361132903,0,0,8.053225999,1,0.8463,0
9,1,0,17,38,27,2,12,3,0.941419593,207,0.659304634,1,0.0,0.234494602,0,0,20.527665241,5,1.3969,0
15,2,0,10,43,8,2,8,9,0.88575075,484,0.667802284,0,0.36894088,0.341135135,0,0,31.14155716,5,2.666,1
9,1,0,16,35,28,1,17,3,0.87790646,166,0.661831546,2,0.0,0.192580511,0,0,16.382004769,6,1.2159,0
8,1,0,15,13,28,14,3,8,0.889417942,28,0.0,0,0.0,0.432811513,0,0,3.172682571,5,0.7833,0
8,1,0,7,34,29,2,15,6,0.81547237,210,0.69244383,1,0.02002811,0.183998257,0,0,8.449633313,2,1.0989,0
9,1,0,13,41,27,1,13,3,0.834777617,149,0.736761889,1,0.0,0.225790965,0,0,21.222770506,6,2.4622,0
2,3,0,8,4,0,5,3,2,1.856002036,21,0.0,0,0.975668825,0.695298379,0,0,3.490044133,1,0.9729,0
7,1,0,19,28,8,0,10,2,0.897448862,258,0.656631491,0,0.0,0.500166366,0,0,29.296008115,2,0.9954,0
6,1,0,15,42,1,1,32,4,0.756442088,346,0.679806343,0,0.0,0.305773867,0,0,51.811344059,16,4.4839,1
6,1,0,23,59,17,0,19,1,0.749955994,259,0.788980564,0,0.0,0.269579503,0,0,29.16697727,8,1.8439,0
5,1,11,13,15,0,14,1,4,0.575797588,73,0.074974404,0,0.0,0.524833495,0,0,9.122689596,5,1.7616,0
10,1,0,13,47,34,8,17,4,0.667562801,247,0.176087188,1,0.0,0.229071182,0,0,24.883373079,4,1.397,0
7,1,0,8,36,30,3,6,2,0.627874952,205,0.465177236,0,0.0,0.196233365,0,0,35.217468835,6,1.7806,1
7,1,0,6,33,10,1,7,3,0.664236453,173,0.515577158,0,0.008159326,0.279400997,0,0,25.735381898,4,1.7317,0
5,1,0,55,6,24,6,1,2,2.0,88,0.0,0,0.111606938,0.5,0,0,15.223630332,1,1.4455,0
8,2,0,13,28,29,0,13,3,0.789228186,130,0.666666667,1,0.153199088,0.43075223,0,0,17.827144031,4,1.0989,0
55,1,0,47,138,448,7,16,53,0.955227781,150,0.621463704,0,3.459e-06,0.122459183,0,0,12.4267731,11,1.3976,2
1,1,0,13,3,12,12,2,0,1.943443024,6,0.224841527,0,0.0,0.664417927,0,0,1.470577675,1,0.9399,0
5,2,0,9,58,7,0,14,3,0.839009223,298,0.937612228,0,0.258180999,0.422082021,0,0,64.191772475,15,3.8072,0
5,1,0,10,43,5,1,9,3,0.718055591,265,0.600803976,0,0.0,0.188749876,0,0,29.509364836,6,1.7344,0
3,1,0,20,31,3,4,10,3,0.849186613,194,0.755358246,0,0.0,0.304432077,0,0,46.527190492,10,0.48,0
4,2,0,14,27,4,0,15,3,0.795805474,265,0.661862853,0,0.284227051,0.416666667,0,0,29.595748224,2,1.4606,0
10,1,1,40,39,24,11,17,3,0.840508816,220,0.774259795,0,0.0,0.245343958,0,0,32.897960331,20,1.8423,4
48,1,0,56,32,1075,50,8,48,1.962268603,412,0.763372862,0,0.0,0.1542472,0,0,0.913725988,23,1.2358,0
5,2,0,5,7,2,1,3,9,0.827154108,32,0.714957096,1,0.366150312,0.695232521,0,0,6.859649425,1,0.395,0
2,1,0,7,4,1,4,9,3,2.0,141,0.0,0,0.0,0.700009484,0,0,15.33370153,1,1.5395,0
5,1,11,21,25,0,12,12,3,0.706999353,186,0.874700381,0,0.0,0.365991047,0,0,22.075038981,8,1.7191,0
7,1,0,14,28,21,1,19,1,0.761366486,180,0.475408641,0,0.0,0.279534344,0,0,22.445658992,8,1.8643,0
4,1,0,8,4,6,6,1,4,2.0,5,0.044406009,0,0.0,0.667169427,0,0,0.0,1,1.062,0
6,2,0,11,21,12,0,13,3,0.868938432,125,0.333333333,0,0.6,0.4,1,2,31.220010204,9,2.2798,0
45,1,0,56,45,1100,50,9,47,1.996928539,34,0.043129639,0,0.0,0.275497454,0,0,0.453311225,3,0.8864,0
10,1,0,39,110,38,1,38,3,0.851325431,600,0.536659,0,0.0,0.150836674,0,0,59.713132781,7,2.2791,4
11,3,0,10,39,17,3,16,9,0.760677855,262,0.657605016,0,0.837453648,0.503836855,2,2,21.896015385,8,1.9099,0
2,2,0,8,9,12,2,4,5,1.997293085,12,0.0,0,0.856762192,0.730212761,0,0,2.516876177,1,0.5699,0
14,1,0,9,21,35,1,5,10,0.886243519,147,0.944567722,2,0.0,0.266520845,0,0,23.707707976,7,1.3112,0
6,2,0,12,38,13,0,13,3,0.999270455,149,0.572783248,0,0.61259702,0.4,1,2,41.39881965,11,1.9733,0
5,1,11,15,20,5,3,7,1,2.0,123,0.031357515,0,0.0,0.678022609,0,0,15.124014944,5,2.2981,0
5,1,0,55,6,21,43,2,7,2.0,76,0.0,0,0.0,0.417787619,0,0,8.660964988,1,1.5029,0
5,3,0,7,17,8,2,9,4,0.833494996,97,0.666666667,0,0.749660191,0.408637033,2,3,26.374603573,5,1.5849,0
9,1,0,14,72,25,1,13,3,0.75,550,0.666666667,1,0.0,0.233800906,0,0,94.961126523,25,5.2738,0
6,1,0,16,27,10,4,9,3,0.811052127,334,0.663459823,0,0.025244348,0.182049814,0,0,60.801965413,19,4.1356,1
7,2,0,13,29,12,0,13,3,0.825796102,118,0.682142683,0,0.192211758,0.416666667,0,0,15.588372474,6,2.0534,0
9,1,0,25,76,49,1,26,4,0.642979166,442,0.554057878,1,0.000464172,0.233299155,0,0,27.461197292,6,2.7565,0
4,1,0,8,7,5,2,7,3,0.647871017,40,0.687873329,0,0.0,0.489633523,0,0,23.501784786,2,0.749,0
12,1,0,14,3,1,1,3,0,1.075087855,2,0.0,0,0.0,1.0,0,0,1.359542546,0,0.0,0
5,1,0,16,60,7,1,14,4,0.735955184,354,0.785608028,1,0.0,0.267666269,0,0,100.990906165,34,7.0924,0
4,3,0,6,8,4,0,5,3,0.666666667,42,0.913643724,0,0.451367387,0.646035983,0,0,7.140056523,1,0.3375,0
6,1,0,8,16,0,2,5,5,0.25,143,0.985555318,0,5.3822e-05,0.599884757,0,0,26.716207904,4,3.0204,0
6,1,0,11,12,11,7,11,2,0.674602205,47,0.12509909,0,0.051971243,0.314180694,0,0,36.486633497,7,2.3677,0
6,1,0,20,41,30,1,17,3,1.051316185,225,0.765751891,0,0.0,0.297734282,0,0,24.230296181,14,1.0699,0
13,1,0,25,80,66,1,26,4,0.647618587,448,0.482853695,0,0.001214226,0.26420168,0,0,32.620370076,19,2.9889,0
15,3,0,13,59,208,1,12,21,0.925073891,353,0.65433297,2,0.236004765,0.205386912,1,1,33.119698227,13,1.6948,0
9,1,1,13,40,6,0,6,5,0.852603307,221,0.454987504,0,0.000578686,0.42342079,0,0,31.84273071,13,4.3691,0
6,3,0,10,21,13,0,10,3,0.865970789,87,0.333333333,0,0.699962671,0.4,1,2,12.849171555,3,1.2239,0
9,1,0,7,14,5,1,9,3,0.756827026,77,0.74292199,1,0.007274853,0.512763616,0,0,7.837926131,1,0.6498,0
6,2,0,9,23,17,0,10,3,0.850061557,93,0.333333333,0,0.697139758,0.4,1,2,8.861358998,3,1.3337,0
6,2,0,12,34,13,0,11,3,0.858708756,182,0.333333333,1,0.6,0.4,1,2,27.044894649,11,2.4624,0
9,1,0,17,38,29,1,8,7,0.849161601,219,0.860663389,2,0.005423043,0.188069183,0,0,22.927239788,6,1.3634,1
4,1,0,10,8,6,6,0,7,2.0,5,0.343893292,0,0.0,0.677161455,0,0,3.773551733,2,0.7761,0
6,2,0,12,33,13,0,12,3,0.866666667,159,0.333333333,0,0.6,0.398763237,1,2,25.668637961,10,2.4298,0
15,2,0,11,44,40,2,7,11,0.900904366,483,0.738830272,0,0.308605753,0.28141657,0,0,30.197726307,11,2.5896,1
2,1,0,10,6,1,8,3,2,2.0,3,0.0,0,0.101736099,0.926367154,0,0,0.513981695,1,1.0,0
8,1,0,8,23,11,3,4,5,0.151967961,159,0.977131325,0,0.0,0.518889247,0,0,14.443556486,6,1.9093,0
9,1,0,9,14,34,1,2,14,0.585852815,169,0.980880563,2,0.0,0.324487064,0,0,9.385715445,1,1.895,0
2,1,1,18,39,4,1,18,2,0.836156299,189,0.620191648,0,0.002740616,0.448098956,0,0,50.124685895,2,0.4549,0
1,1,0,10,1,3,10,1,1,2.0,2,0.008671199,0,0.358772522,1.0,0,0,0.0,1,0.6815,0
5,3,0,12,24,4,2,10,9,0.853992318,270,0.791748844,0,0.369203084,0.278916973,2,2,22.606774648,6,2.9366,0
6,2,0,9,23,13,0,10,3,0.866666667,87,0.366761118,0,0.623274757,0.4,1,2,12.040854691,2,1.2234,0
6,1,0,13,23,12,0,10,3,0.866666667,84,0.333333333,0,0.605304775,0.396901774,1,2,12.389178166,3,1.1384,0
