wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
8,1,0,20,64,69,5,18,10,0.764835836,566,0.778096416,1,0.0,0.262934071,0,0,36.420297877,6,2.1813,0
18,1,1,8,29,25,3,6,9,1.029178133,94,1.0,1,0.0,0.269655178,0,0,15.834824725,4,1.6757,1
3,2,0,1,5,3,0,1,3,1.991323546,12,0.0,0,0.956521739,0.666666667,1,2,3.0,1,0.3333,0
1,1,0,4,1,0,3,1,1,2.0,1,0.058722168,0,0.0,1.0,0,0,0.0,1,1.0,0
9,3,0,7,15,35,1,8,9,0.253055344,49,1.0,0,0.807489657,0.55568108,2,3,2.483648347,1,0.5482,0
1,1,0,7,1,0,4,2,1,2.0,1,0.0,0,0.0,1.0,0,0,6.3028e-05,1,1.0,0
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
13,1,0,4,18,54,7,4,5,0.695157628,69,0.805177769,1,0.770614803,0.421063261,0,0,3.945307437,1,0.675,0
2,2,0,3,7,1,1,1,1,2.0,36,0.054154377,0,0.984983879,0.994162254,0,0,3.037103256,0,0.0001,0
24,3,0,19,58,251,3,9,15,0.637980169,217,0.988976839,2,0.756217596,0.255537662,0,1,10.459499192,2,0.9184,0
13,2,0,17,27,167,6,9,8,0.714805225,110,0.960664775,0,0.651006659,0.216034912,0,0,4.517713354,1,0.7937,0
7,1,0,5,16,13,1,2,7,0.430580921,61,1.0,0,0.0,0.462488797,0,0,10.037219814,2,0.9451,0
33,1,0,51,51,219,29,10,20,1.873674552,370,0.0,0,0.0,0.333392312,0,0,12.258440734,6,1.3343,0
1,1,0,2,1,0,1,0,1,1.999996211,1,0.0,0,1.513e-06,1.0,0,0,0.0,1,1.0,0
3,5,0,1,13,0,2,1,3,0.830206549,33,0.996264836,2,0.958842843,0.515776258,0,0,5.80152311,2,0.7539,0
26,3,1,15,57,458,3,16,26,0.913490821,256,1.0,2,0.301290465,0.220058084,0,0,6.921109255,2,1.0027,0
5,2,0,8,8,9,0,8,2,2.0,52,0.0,0,0.663106176,0.478006295,1,1,21.705850047,6,3.0716,0
3,1,0,5,11,1,1,6,2,0.5,40,1.0,0,0.0,0.524130872,0,0,17.555107874,1,0.337,0
2,1,0,8,6,5,2,6,4,1.995285173,17,0.00446576,0,0.0,0.646198476,0,0,3.162685003,1,0.7851,0
2,1,0,2,6,0,1,1,2,1.999991365,21,0.0,0,0.0,0.75,0,0,1.924874533,1,0.5054,0
6,1,0,3,9,12,0,1,5,0.63786135,55,1.0,0,0.0,0.382025553,0,0,7.090279088,2,0.9931,0
1,2,0,4,2,0,0,1,1,2.0,11,1.0,0,0.998095103,0.955133971,0,0,2.678863512,0,0.0021,0
21,3,0,26,52,36,7,25,5,0.79231359,235,0.981777539,1,0.927623013,0.2707502,2,0,40.26413862,6,0.9343,0
3,0,0,5,13,18,2,5,3,0.400644214,25,1.0,2,0.973335447,0.47558295,1,2,15.175411094,1,0.7276,0
10,2,0,17,19,22,2,9,6,0.737680433,75,0.719613347,0,0.711243408,0.306956117,1,1,7.606628642,2,0.9923,0
4,3,0,10,18,33,1,10,5,0.453829262,96,1.0,1,0.91075794,0.352914088,1,2,6.653192928,1,0.6667,0
2,1,0,17,7,2,3,1,1,0.966409756,40,0.135396726,9,0.857756782,0.444444444,1,1,20.308429624,1,0.5,0
4,1,0,4,6,1,7,5,5,0.034058698,43,1.0,1,0.0,0.5,0,0,7.166926123,1,0.7938,0
9,1,0,9,37,15,1,9,5,0.506428877,210,1.0,0,0.0,0.225976032,0,0,33.222114148,1,1.3555,0
6,0,0,20,55,9,2,22,5,0.478576064,485,1.0,0,0.0,0.41868862,0,0,62.487255102,2,1.1744,0
14,3,0,8,49,88,2,5,8,0.630597341,209,0.800960108,3,0.735552887,0.251262976,4,3,13.567936043,2,1.0619,0
0,1,0,2,0,0,44,1,0,2.0,0,0.0,0,0.0046871,0.008409311,0,0,0.0,0,0.0004,0
3,4,0,8,15,1,0,8,1,2.0,50,0.000289331,0,0.952836889,0.679102793,2,2,11.426222718,1,0.6664,0
7,3,0,10,17,34,1,10,6,0.829360582,75,0.99055994,1,0.841326374,0.399575915,1,1,8.96853494,2,0.82,0
4,1,0,4,9,3,2,7,3,1.889392036,22,0.0,0,0.0,0.273245138,0,0,4.041159832,1,1.0055,0
1,1,1,5,7,3,4,5,1,1.500028223,17,0.86079989,0,0.976840345,0.849851999,0,0,6.382613102,0,0.0143,0
13,1,0,14,13,10,7,5,4,2.0,42,2.2495e-05,0,0.000847997,0.34801235,0,0,13.120782745,1,0.9173,1
4,1,0,19,1,6,21,3,4,2.0,6,0.005756709,0,0.0,0.358034505,0,0,0.068889098,1,1.0,1
1,1,0,5,1,0,4,1,1,2.0,1,0.000287684,0,3.72e-07,1.0,0,0,0.0,1,1.0,0
2,3,0,3,5,1,0,4,1,2.0,9,0.0,0,0.909154067,0.666666667,1,1,4.558183931,1,0.5024,0
12,4,0,5,32,12,3,11,8,0.796164337,179,0.973681833,1,0.83150023,0.211097729,1,2,10.45416992,3,1.0006,0
15,1,0,11,41,64,3,5,14,0.594373945,179,0.936487615,3,0.0,0.255620382,0,0,23.598921684,4,1.2746,0
6,0,0,4,8,10,1,3,6,0.620148785,47,1.0,1,0.029697705,0.527303106,0,0,4.001319541,1,0.7961,0
