wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
15,1,0,11,34,78,5,19,15,0.559384681,217,1.0,2,0.254211308,0.21198544,0,0,13.920941748,2,1.0481,0
3,4,0,4,8,1,194,4,1,0.0,24,1.0,0,0.962131174,0.60808374,1,1,13.791243671,1,0.6463,0
23,4,0,14,69,149,9,17,13,0.866531883,313,0.979968335,4,0.850640509,0.152438972,1,2,12.341758935,5,2.5808,13
2,3,0,4,4,1,0,4,1,2.0,13,0.0,0,0.968472314,0.662415391,1,1,4.214023235,1,0.5,0
31,1,0,41,52,419,4,16,31,1.793709976,328,0.987677247,0,0.0,0.157717144,0,0,0.52608536,4,1.1393,0
3,3,0,7,24,66,4,5,1,0.497579493,80,0.929222941,0,0.0,0.212209298,0,1,22.327016334,8,1.8679,1
18,3,0,16,54,48,1,20,12,0.785649181,423,0.998753863,1,0.348793668,0.213787395,2,2,19.40941165,4,1.0255,0
8,3,0,12,33,9,1,11,2,0.686575231,223,0.998708328,1,0.717855383,0.290517625,0,1,36.232531334,2,0.7063,0
4,5,0,28,7,46,0,12,4,0.558829056,22,1.0,1,0.890781552,0.3798864,1,1,4.429009816,10,0.7703,1
4,1,0,4,10,4,1,4,3,0.259212066,23,0.999640015,0,0.000249828,0.5,0,0,7.555879732,1,0.744,0
3,2,0,1,5,3,0,1,3,1.823371523,13,0.00012045,0,0.956521739,0.666666667,1,2,3.0,1,0.334,0
4,1,0,6,16,2,1,4,2,0.6352106,118,1.0,0,0.0,0.403300928,0,0,53.075048683,6,2.2699,0
11,1,0,8,60,43,2,14,1,0.606685045,273,0.983942812,1,0.503488465,0.297300695,1,1,20.983001867,3,0.9094,0
8,5,6,11,13,3,3,2,4,0.250649693,78,1.0,0,0.744398052,0.295375335,0,0,6.270562509,2,1.1653,0
20,1,0,12,84,168,10,1,13,0.82967167,606,0.995189008,2,0.120929541,0.211312951,0,0,32.022122667,3,1.4896,7
15,1,1,5,23,137,1,0,11,0.908055164,103,1.0,0,0.0,0.489520972,0,0,7.786423882,3,1.3706,1
15,2,0,7,19,14,1,7,13,0.950894359,86,0.998682233,1,0.148240193,0.139700751,0,0,4.763969793,1,0.918,0
0,1,0,2,0,0,0,0,0,1.999995234,0,0.0,0,0.0,0.047038817,0,0,0.0,0,0.0,0
13,3,0,11,19,33,3,5,7,0.675873258,64,1.0,1,0.959694289,0.266824346,1,2,10.41459425,3,1.0126,0
8,3,0,13,36,86,2,10,4,0.203439866,136,1.0,0,0.987713979,0.477582704,0,0,15.13159466,4,1.5523,0
4,2,0,11,13,4,1,11,3,0.441098393,64,1.0,0,0.610932891,0.435122509,1,2,13.408024687,1,0.772,0
4,4,3,2,2,1,9,0,3,0.016849871,19,0.932736563,0,1.0,0.74800154,0,0,3.855989578,0,0.0021,0
2,1,3,8,16,3,1,3,0,2.0,48,0.0,0,0.850304381,0.488348312,0,0,27.001381663,3,1.4831,0
3,4,0,8,5,3,1,8,2,2.0,49,0.0,0,0.979842982,0.774107664,1,2,11.024039698,1,0.6592,0
4,2,1,30,16,6,28,6,5,0.343821536,39,1.0,1,0.593257573,0.472333732,1,1,7.383254738,2,0.5886,1
4,1,0,4,5,4,2,1,7,0.676445193,39,0.996758683,1,0.0,0.336653124,0,0,5.292039502,1,0.7431,0
6,1,2,4,50,48,2,4,1,0.86204845,260,1.0,0,0.228216418,0.321538205,0,0,29.025212681,5,2.5755,0
11,1,0,5,18,8,1,5,12,0.02214685,77,1.0,1,0.007021456,0.42105681,0,0,8.978737558,1,0.9069,0
6,1,0,4,13,24,1,2,7,0.576442643,88,0.973892899,0,0.330707999,0.198058407,0,0,7.046277547,2,0.9888,0
10,2,3,12,29,26,5,7,7,0.729188528,98,0.989438261,1,0.224566451,0.27366603,0,0,7.970931888,2,1.1919,2
4,1,0,8,7,30,1,7,5,2.0,54,0.0,0,0.002057618,0.519947459,0,0,9.39369803,1,0.6568,0
3,0,0,8,29,13,1,9,0,0.913599392,75,1.0,0,0.03850581,0.8261608,0,0,16.118016347,6,0.7575,0
7,3,0,11,13,9,1,12,6,0.674476267,77,0.973631852,3,0.0,0.273964155,0,0,9.795008652,1,0.8156,0
3,5,0,3,12,0,3,1,4,0.0,48,1.0,0,0.849080559,0.746022115,0,0,13.383762505,1,0.3418,0
134,1,0,105,287,6568,11,66,103,0.741541601,1187,0.837090521,0,0.019019405,0.111478112,0,0,10.916301315,1,1.584,5
8,2,0,5,22,10,1,5,7,0.790110853,161,0.037773758,0,0.372474028,0.261407643,1,1,3.139803407,3,0.8036,0
2,4,1,9,12,10,3,4,1,2.0,31,0.0,0,0.947057499,0.787763759,1,1,7.518760969,1,0.4821,0
0,1,0,0,0,1,1,0,0,1.999999158,0,0.00010446,0,7.762e-06,0.0,0,0,0.0,0,0.0,0
6,3,0,6,15,1,1,7,4,0.588276303,37,1.0,1,0.768211571,0.334655468,2,6,10.132556679,1,0.8234,2
8,1,0,5,39,16,1,5,7,0.707465201,236,0.970837084,1,0.017741437,0.25853781,0,0,15.369330508,4,1.236,0
11,2,0,10,16,53,1,10,9,0.788979914,54,1.0,0,0.686238054,0.28954234,0,0,5.323280996,1,0.7566,0
13,1,0,19,52,44,5,13,9,0.693722574,272,0.995407109,1,0.472651222,0.379427679,1,2,21.880432255,6,1.7635,0
4,1,0,5,6,3,0,0,3,0.358286995,21,1.0,0,0.078774201,0.532336524,0,0,4.0,1,0.7958,0
