wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
11,1,0,13,22,46,1,15,11,0.784244259,95,1.0,4,0.0,0.268697592,0,0,9.287469517,1,0.9562,0
3,2,0,0,5,3,0,1,3,2.0,12,0.0,0,0.954016039,0.704929207,1,2,1.709542128,1,0.3333,0
4,1,0,5,4,1,1,3,4,2.0,3,0.000499136,0,0.0,0.75634079,0,0,0.0,1,1.0054,0
8,1,0,0,12,1,0,0,9,0.750492124,30,1.0,0,0.0,0.280999103,0,0,3.678595972,1,0.84,0
4,2,0,9,27,6,1,9,4,2.0,194,0.014762684,0,0.876773474,0.88692961,1,3,46.040711685,3,0.9881,0
4,5,0,3,9,2,2,0,2,0.333333333,25,0.998728617,1,0.894736842,0.6648333,0,0,10.154458017,1,0.5,17
3,2,0,4,5,3,2,3,3,2.0,12,0.0,0,0.988416637,0.666666667,1,2,3.252802164,1,0.333,0
4,2,0,3,7,4,2,1,2,0.961249229,114,0.23184605,9,0.857142857,0.444444444,1,1,24.703440451,1,0.4928,0
5,3,0,7,36,4,3,17,2,0.666666667,317,0.040235842,0,0.838761861,0.315073835,1,1,53.331177563,8,5.2918,0
7,2,0,6,5,19,3,7,6,0.753717415,34,1.0,3,0.858662205,0.424543998,1,20,3.986237092,1,0.8246,0
12,3,0,6,17,58,1,6,11,0.599167526,91,0.995104363,0,0.951723613,0.367761773,1,3,7.520931842,3,0.8716,0
7,1,0,7,12,6,0,7,3,2.0,19,0.0,0,0.0,0.451046029,0,0,5.292203609,1,0.7953,0
5,3,0,9,18,8,1,7,4,1.997192235,67,0.154291628,0,0.956689433,0.47132836,0,0,19.282294229,1,0.2194,1
14,1,1,4,22,61,5,1,14,0.666068681,148,1.0,3,0.157974825,0.543086204,0,0,10.601480959,6,1.4347,0
7,2,0,2,10,21,1,6,7,0.235409858,54,1.0,0,0.463654089,0.519825289,0,0,10.076055946,2,1.1415,0
4,3,0,17,39,4,0,15,3,0.545637809,59,1.0,0,0.890439589,0.505720567,0,0,29.223585074,1,0.482,0
9,3,0,13,33,0,1,11,3,0.675552607,270,0.389929982,2,0.784498437,0.500677997,1,2,34.943192793,2,0.8776,6
4,1,0,4,8,8,0,0,4,0.31398713,44,1.0,0,0.0,0.544632177,0,0,5.745384292,1,0.7572,0
1,1,0,234,20,16,268,5,14,1.887489206,29,0.0,0,0.009226664,0.847968045,0,0,0.0,1,1.0,0
5,4,0,6,16,4,1,10,4,0.197576772,64,1.0,1,0.912511823,0.329003591,1,1,8.788440153,1,0.703,0
15,2,0,13,29,14,8,6,13,0.557515611,105,1.0,0,0.670856759,0.287340825,0,0,5.764692464,2,0.9531,0
2,2,0,6,15,0,1,3,3,0.0,23,0.999378221,0,0.977665907,0.377460013,1,0,6.211194051,2,0.779,0
2,3,0,4,4,1,1,3,1,1.996210795,11,0.0,0,0.972222222,0.666666667,1,1,4.221129396,1,0.5,0
3,1,0,9,20,15,1,2,2,2.0,63,0.0,0,0.0,0.522270358,0,0,26.750224985,5,1.5,0
5,1,0,0,6,3,0,0,5,0.576798979,32,0.522599688,0,0.0,0.472606855,0,0,4.481504642,1,0.8,0
10,1,0,7,15,21,3,9,7,0.832922502,69,1.0,1,0.0,0.246627679,0,0,5.661616599,1,0.7579,4
7,1,1,30,41,29,2,30,2,0.744384413,179,1.0,0,0.01709193,0.320340284,0,0,25.172064542,1,0.7922,0
7,1,0,9,24,9,1,4,8,0.905676441,171,1.0,2,0.035997241,0.324897492,0,0,24.800968818,16,2.9585,0
1,1,0,8,1,0,7,2,1,2.0,32,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
6,3,0,4,11,9,1,4,6,0.288259103,54,1.0,0,0.769075184,0.419884491,0,0,12.0485213,2,1.0094,0
5,1,0,6,9,0,1,6,4,0.48806281,50,0.719895157,0,0.0,0.544747112,0,0,11.548549929,1,0.6441,0
2,2,0,3,4,1,0,3,2,2.0,12,0.0,0,1.0,0.815820485,0,0,4.5,0,0.0,0
13,1,1,6,46,93,1,13,4,0.078947815,244,1.0,1,0.0,0.263377134,0,0,19.843127371,4,0.8737,0
3,3,0,5,9,3,2,4,3,1.777536678,31,0.008127083,0,0.860257941,0.801647449,1,1,3.043613728,1,0.5057,0
1,1,0,15,1,0,14,0,1,2.0,0,0.000484195,0,0.0,1.0,0,0,0.0,1,1.0,0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,2.105e-06,1.0,0,0,0.0,1,1.0,0
6,1,0,3,16,14,0,3,2,2.0,46,0.0,0,0.0,0.316093666,0,0,9.387862444,1,0.7843,0
4,1,6,8,12,6,6,3,4,1.97030595,17,0.156560155,0,0.0,0.719292564,0,0,7.75208132,2,1.0,0
3,2,0,1,5,3,0,1,3,2.0,12,0.0,0,0.956521739,0.666666667,1,2,2.875166002,1,0.3446,0
10,5,0,7,18,32,6,6,10,0.74758297,114,1.0,1,0.924392098,0.363805287,1,3,7.185295775,4,1.0944,0
4,2,0,4,11,0,1,2,2,0.444345406,52,0.993387322,0,0.842393792,0.545909764,0,1,9.590675123,1,0.261,2
5,3,0,7,23,2,1,7,5,0.203971498,57,0.997325685,0,0.845763132,0.421471913,0,0,10.684759722,1,0.4203,0
3,1,0,6,9,3,2,4,2,1.753118748,30,0.0,0,0.0,0.326466697,0,0,8.897141152,1,0.6746,0
3,3,0,4,8,3,0,4,1,2.0,32,0.0,0,0.784438327,0.773043759,1,1,3.456360893,1,0.4956,0
19,1,0,2,32,112,0,8,21,0.87693393,164,1.0,0,0.509956415,0.245599621,0,0,4.474021323,2,0.9737,0
7,4,0,8,10,26,2,7,2,0.049349203,41,0.576139962,1,0.910166422,0.387950597,1,4,6.637353473,1,0.6321,0
4,5,0,4,9,1,0,4,3,0.333333333,37,1.0,0,0.932637901,0.40457506,1,1,8.659283251,1,0.75,0
5,1,0,6,4,6,7,2,5,2.0,9,0.0,0,0.0,0.527331861,0,0,0.0,1,1.0,3
14,2,0,8,34,56,0,5,14,0.827983116,200,1.0,0,0.173004492,0.233743707,0,2,10.815406468,5,1.216,0
4,1,0,6,13,3,2,4,3,2.0,75,0.0,0,0.0,0.496670514,0,0,18.267847185,4,2.7455,4
4,0,0,10,16,7,2,9,4,0.640470114,50,1.0,2,0.0,0.817591504,0,0,15.916510464,2,0.499,0
10,2,0,7,12,3,1,7,8,0.703870019,63,1.0,0,0.648789532,0.515769015,1,4,5.88440285,2,1.1091,1
10,2,0,8,11,36,3,7,11,0.718472089,68,1.0,3,0.78478446,0.299191218,1,20,5.909701209,1,0.9027,0
4,3,3,6,28,9,1,7,5,2.0,143,0.0,0,0.768515337,0.360527613,0,0,30.540687576,3,1.5144,5
13,2,0,16,36,22,2,18,11,0.877733726,123,1.0,4,0.731036612,0.299046148,0,0,7.889689968,2,0.8687,0
27,1,0,451,27,302,449,4,25,1.905483333,27,0.0,0,0.001982022,0.128865133,0,0,0.0,1,0.972,28
1,1,0,2,1,0,1,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.000167808,1,1.1016,0
2,5,0,5,10,0,0,5,4,0.342664073,25,1.0,1,0.98649844,0.666666667,0,0,7.6308613,1,0.5,0
35,2,0,52,73,564,11,42,33,1.990806128,288,0.06506715,1,0.029302478,0.107978433,0,1,8.029763346,11,1.1197,4
29,2,0,28,82,646,5,25,27,0.872862955,445,0.935125652,1,0.488334532,0.257120208,1,2,10.376945537,2,0.9833,0
67,2,0,27,119,2018,14,22,53,0.796625566,683,0.96146713,4,0.059963929,0.260668735,0,0,17.869644852,1,1.0638,4
