wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
14,1,0,23,25,14,16,4,6,0.75196155,99,0.99987252,0,0.813795447,0.207327464,1,0,25.042893521,2,1.9813,0
12,1,0,5,49,20,2,3,19,0.657662559,318,0.74175021,0,0.0,0.315035108,0,0,12.14919301,0,1.7811,1
7,3,0,9,40,3,2,5,3,0.660008831,499,0.987325728,1,0.128716294,0.37575442,1,0,60.288581466,1,0.7327,0
15,1,0,14,43,1,1,10,18,0.646635455,453,0.990566126,1,0.895775677,0.210888399,2,0,48.958181393,1,2.1364,0
5,1,0,25,1,3,33,0,3,0.676712622,51,1.0,0,0.0017893,0.518504079,0,0,3.637801531,0,0.8129,0
47,4,2,18,129,905,18,23,15,0.832388712,1097,0.976762,1,0.07909473,0.147995468,0,3,11.169200101,1,2.1539,8
41,3,5,8,92,518,7,15,36,0.087478589,303,0.831322034,0,0.414572703,0.159688126,0,4,14.875115978,6,1.1799,0
7,1,1,4,10,128,8,0,6,0.5735414,145,1.0,0,0.0,0.507498615,0,0,26.80343148,3,0.9069,0
4,2,0,6,17,1,0,1,4,2.0,87,0.0,0,0.870076131,0.772012674,0,0,35.769822515,1,0.5279,0
22,4,0,14,97,69,1,8,15,0.865351796,1413,0.997340545,0,0.803671668,0.202653538,2,0,47.108561685,2,1.445,0
7,2,0,7,51,8,4,7,5,0.601682904,316,0.400281202,4,0.907439153,0.666545663,4,0,99.070515689,10,2.2881,0
19,5,0,18,50,16,1,16,2,1.004302993,369,0.533071562,2,0.872626008,0.205079275,0,1,25.235356465,2,1.4442,0
34,1,0,22,65,307,3,0,25,0.973274663,230,0.931416272,0,0.005911505,0.162941527,1,0,12.402380164,3,0.5406,0
19,4,0,5,41,106,1,8,17,0.772859864,360,0.989632663,2,0.472931518,0.15119158,0,1,22.762139915,14,1.3171,2
1,3,0,4,3,0,1,3,2,2.0,5,0.0,0,0.0,0.914162927,0,0,0.014442987,4,1.0111,0
6,5,0,7,23,5,1,7,6,0.911225632,180,1.0,0,0.771498628,0.502144873,4,0,9.163770353,3,1.3123,1
23,3,2,4,77,142,7,7,16,0.796115829,865,0.939133413,0,0.040733177,0.345418463,2,0,29.546042177,8,3.2515,2
41,2,0,15,146,734,21,15,33,0.887273981,884,0.91470008,2,0.724974106,0.16966965,1,0,26.825989761,40,1.3329,0
30,3,2,18,97,325,1,18,22,0.861767432,1004,0.978527369,2,0.879964241,0.190414986,3,0,18.385828491,17,1.1069,3
7,6,0,6,26,28,0,8,6,0.665460757,179,1.0,1,0.821815632,0.354029618,2,0,14.815843026,1,1.7687,0
20,4,5,15,77,79,0,17,18,0.855181174,676,0.99848492,0,0.740466829,0.177123309,2,3,22.592055062,9,1.9362,3
4,1,0,6,3,0,1,3,1,0.152658447,26,0.984381161,0,0.000319147,0.825005176,2,0,2.467318586,1,0.3792,0
18,1,0,8,38,131,1,12,6,0.754190526,92,0.693486318,3,0.012797502,0.416458748,2,0,22.014490711,25,2.9317,0
2,2,0,8,3,22,3,1,2,2.0,9,0.0,0,0.01608266,0.692592406,0,0,18.955767527,1,0.9889,0
5,1,0,5,7,2,2,5,5,0.670511965,88,1.0,0,0.914269838,0.799896141,0,0,1.633652548,1,0.5877,0
9,1,0,5,27,7,4,3,7,0.54711793,339,0.92054454,0,0.0,0.452157871,0,0,27.290524024,13,2.3926,0
2,1,0,6,12,2,1,5,8,1.91565361,116,0.0,0,0.952679314,0.580590449,1,1,16.576532179,8,2.3114,0
9,6,0,9,17,35,5,5,11,0.858457588,212,0.949378843,0,0.807134617,0.470812586,1,0,6.08073336,5,1.4431,0
10,3,0,6,36,20,1,5,8,0.767738958,214,0.901333997,0,0.81418129,0.328528816,1,4,9.426864164,8,2.2565,0
47,3,0,56,109,505,20,25,45,0.839888009,1513,0.998174385,2,0.060761894,0.119817285,3,0,17.688379268,12,1.6287,3
2,1,0,4,20,8,1,1,3,1.831248398,64,0.0,0,0.046933824,0.66326682,0,2,5.896822847,1,1.9566,0
13,1,0,16,29,14,1,11,6,0.725038878,335,0.416205591,0,0.552540073,0.199739053,2,4,48.808057185,5,1.8745,0
13,5,0,14,35,10,3,11,16,0.702913577,335,0.60965403,2,0.78570645,0.224770241,0,1,31.201245491,43,1.967,0
13,5,0,14,33,24,1,8,14,0.515347017,202,0.966776651,1,0.814379053,0.499543058,2,2,24.42556738,1,1.7974,0
25,3,2,23,49,29,5,27,32,0.896851404,844,0.783879088,2,0.641606728,0.159070526,2,4,21.213197933,10,2.1702,0
21,2,2,37,145,81,1,8,18,0.938530171,1228,0.966309228,3,0.674117712,0.149259941,0,0,42.139158472,7,0.9563,2
34,3,0,1,87,317,6,11,32,0.851172047,404,0.810194801,0,0.661814327,0.166827785,3,0,32.249755845,8,1.0915,0
2,1,0,6,13,0,211,5,4,0.664816443,103,0.861989032,0,0.924660843,0.628130222,1,1,10.207702951,1,0.336,0
7,3,0,8,41,5,1,10,5,0.878779296,325,0.99920809,1,0.681163719,0.463245971,2,2,53.52855092,1,0.9793,1
12,2,0,239,31,31,20,2,11,0.85848441,160,1.0,1,0.756499466,0.239803408,0,2,28.175459799,3,1.5763,0
3,1,0,0,4,0,1,2,2,1.484254379,134,0.407762107,0,0.0,0.621270506,0,1,2.882885604,0,0.0102,0
