wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2,2,0,15,31,3,1,2,5,1.896453388,56,0.0,0,0.760532879,0.940106508,1,3,37.914438861,2,0.97,0
5,1,0,2,23,7,3,2,2,1.294020256,85,1.0,1,0.0,0.582920095,0,0,27.248464436,1,1.0589,0
5,1,0,11,18,28,9,6,2,0.808984832,8,0.001775168,0,0.0,0.221389433,0,0,8.286759292,5,0.9523,2
1,1,0,3,5,0,1,1,1,2.0,8,0.0,0,0.985189663,1.0,0,0,4.345565783,1,0.0,0
3,1,0,21,2,16,18,2,2,1.831168344,6,0.0,0,0.0,0.560783475,0,0,15.923480334,1,0.9972,0
53,1,0,16,113,459,1,3,57,0.925764949,618,1.0,0,0.671123265,0.253892417,0,0,16.402675942,4,1.208,0
8,1,0,7,4,42,10,0,6,0.754737191,10,1.0,0,0.0,0.776411108,0,0,5.086389439,2,1.0208,0
6,1,0,2,3,3,0,1,1,0.817339036,68,1.0,0,0.0,0.603967961,0,0,4.647007665,2,0.5797,0
7,1,0,4,42,9,0,1,4,0.668414166,263,0.904997483,0,0.0,0.350653692,0,0,66.620982985,1,0.7288,0
4,1,0,5,6,1,3,2,2,0.715852447,34,1.0,1,0.0,0.358514082,0,0,8.275380324,1,0.6602,0
6,2,0,1,7,4,2,3,6,0.650703629,65,1.0,0,0.794655429,0.663549172,1,8,22.602871567,4,1.0852,0
21,1,0,4,27,117,2,5,21,0.805071897,165,0.958360047,0,0.000186488,0.312820156,0,0,3.120311223,2,1.0557,0
7,1,0,3,14,20,2,2,11,0.698955351,54,1.0,0,0.0,0.601529169,0,0,3.286814036,1,1.1071,0
3,2,0,10,5,4,1,3,6,0.684064483,28,0.017530893,1,0.761782568,0.796307541,1,1,2.74628458,1,0.7493,0
15,1,0,10,43,4,6,5,13,0.564615206,297,0.988689278,0,0.021213167,0.314602103,1,1,17.657182719,3,1.749,0
23,2,0,27,79,300,24,10,32,0.765894767,338,0.984987948,1,0.14309861,0.192095443,0,0,9.061882604,4,0.9069,0
1,1,0,3,1,0,2,2,1,2.0,7,0.0,0,0.0,0.986460691,0,0,0.0,1,1.0,0
6,1,0,2,22,4,4,3,7,0.646962119,106,1.0,1,0.0,0.5353071,0,0,16.866660304,2,0.9459,0
8,2,0,7,40,24,1,0,10,0.351187865,195,1.0,8,0.876401449,0.225072455,1,2,13.404508108,2,0.9207,0
3,1,0,3,7,1,1,3,5,0.337226306,61,0.991288853,0,0.004136704,0.490294946,0,0,6.350942023,1,0.6256,0
13,1,0,28,26,45,18,5,10,0.774915132,138,0.921297093,1,0.424267349,0.367560516,1,1,6.347404851,6,1.9159,0
5,1,2,6,3,1,2,1,1,0.590736206,8,0.739784765,0,0.0,0.497823446,0,0,5.782610056,1,0.4337,0
11,1,0,6,39,65,3,0,10,0.515884423,151,0.451020622,0,0.021325765,0.214977648,0,1,13.344946278,3,1.8015,0
8,1,0,6,25,55,5,5,8,0.764664214,81,0.793984892,1,0.0,0.559765085,0,0,11.056690409,1,1.1268,0
4,2,1,9,4,0,13,2,5,0.372891981,43,0.954682471,0,0.807678481,0.40613055,0,0,0.982039095,1,0.7745,0
5,3,0,5,13,0,0,3,3,0.439237371,97,0.849463036,0,0.891590927,0.322096376,0,0,15.818652138,4,0.9992,0
32,1,0,32,141,513,4,32,24,0.902668469,662,0.637262026,1,0.246261805,0.272752562,0,0,11.219049792,5,2.6106,0
3,1,0,10,25,73,3,3,3,2.0,181,0.0,3,0.0,0.506984732,1,0,54.599328236,9,3.0735,0
2,2,0,9,11,29,1,3,6,0.970132295,3,0.295735776,1,0.935804985,0.636740282,0,0,4.506194218,1,0.7252,0
5,2,0,7,36,8,1,4,5,0.91864387,353,1.0,0,0.048457805,0.578370075,1,1,39.744194324,1,1.5098,1
28,2,0,18,71,229,0,9,16,0.891531931,557,0.999209288,0,0.749357667,0.120927567,1,3,37.123107926,7,1.08,0
8,1,0,23,75,15,5,15,3,0.926173827,969,0.0,0,0.042865863,0.49000362,2,0,123.550382851,2,1.1987,0
19,1,0,6,27,262,5,1,25,1.081081268,184,1.0,1,0.0,0.256673097,0,0,6.953649897,3,0.8202,0
11,1,0,2,7,1,2,2,7,0.677722136,12,1.0,1,0.0,0.580549761,0,0,15.88230279,1,1.0633,0
60,1,0,62,245,2701,6,37,75,0.935222068,2280,0.980123107,3,0.001380391,0.071359211,0,1,42.834205917,9,1.9301,0
