wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
15,3,0,11,44,62,3,10,14,0.827814913,262,0.639777268,2,0.229819667,0.254049616,1,1,17.953995305,10,1.9151,1
6,3,0,12,40,13,0,12,3,0.866666667,142,0.333333333,0,0.69003386,0.4,1,2,22.890616398,5,1.2289,0
4,1,0,11,38,8,2,9,3,0.796210794,296,0.486211305,0,0.0,0.321999971,2,0,31.717779282,0,1.6577,1
6,3,0,12,33,13,0,12,3,0.866666667,162,0.333333333,0,0.54782263,0.399882416,1,2,21.916600741,7,2.4682,0
5,3,0,11,24,13,2,9,6,0.936933831,325,0.761960831,0,0.74871038,0.397824132,2,3,36.401892409,1,1.7809,0
6,2,0,11,28,7,1,7,10,0.860170451,467,0.666013654,0,0.313381679,0.209817884,0,0,41.408516424,5,1.6156,1
4,1,0,8,4,8,5,3,5,2.0,2,0.001008428,0,0.0,0.705319753,0,0,0.0,2,1.0,0
11,2,0,6,33,21,2,2,9,0.792331455,232,0.903851911,1,0.284236113,0.284400822,0,0,20.541063362,11,1.8767,0
7,1,0,55,8,12,54,2,6,2.0,12,0.0,0,0.0,0.669445619,0,0,0.0,1,1.0,0
9,2,0,7,41,29,1,10,3,0.833333333,251,0.666666667,0,0.007820509,0.236629245,0,0,14.980427179,5,1.6162,0
5,1,0,11,30,5,1,10,2,0.701734537,127,0.549918279,0,0.01832676,0.297377183,0,0,22.811974655,6,1.5137,0
6,2,0,9,13,2,0,6,4,0.744556129,65,0.670470025,1,0.495076266,0.395371736,1,1,9.794660252,1,1.0051,0
4,3,0,5,25,4,0,5,3,0.670742781,35,0.983797087,0,0.644513821,0.664523548,0,0,5.978922183,1,0.4141,0
5,3,0,11,31,6,0,12,3,0.823160324,436,0.673016581,0,0.496781596,0.416666667,1,1,39.994503628,10,2.4865,0
