wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
4,2,0,6,18,2,2,6,3,0.688248046,144,0.94165071,0,0.665378349,0.666666667,0,0,23.273389081,4,1.1061,0
5,1,1,1,40,11,4,1,5,0.513237519,218,0.786234968,0,0.034594443,0.63173736,0,0,38.293247903,4,2.3481,0
10,2,7,12,32,2,2,9,10,0.239406616,283,1.0,0,0.587741376,0.259786204,0,0,26.556004435,4,1.5733,0
14,1,17,16,33,19,16,7,14,0.858230119,202,1.0,0,0.22760859,0.339509862,2,0,14.133919288,10,1.4453,0
6,1,0,13,28,13,2,9,7,0.449775885,154,1.0,1,0.0,0.357872139,0,0,20.876043849,5,0.744,1
3,3,0,7,12,3,0,7,3,2.0,33,0.0,0,0.772013665,0.555555556,0,0,15.521924941,0,1.3333,0
6,1,0,18,42,18,1,19,3,0.709728197,106,1.0,0,0.004193484,0.238089402,0,0,23.534342495,7,1.8594,1
3,2,0,8,22,3,0,10,3,2.0,89,0.025611031,0,0.747160961,0.555555556,0,0,48.931813914,9,3.6683,0
5,1,0,8,23,1,2,10,4,0.294663024,126,0.332937163,0,0.0,0.287875096,0,0,32.043095625,6,1.844,0
6,1,0,8,4,15,8,5,4,1.952048093,1,0.0,0,0.057472991,0.55948306,0,0,0.0,1,1.2694,0
11,1,0,16,50,2,2,7,8,0.780155489,388,0.598388286,0,0.673481728,0.230986185,0,0,50.127600645,29,3.0658,0
8,1,0,9,45,6,4,9,5,0.697981553,404,0.875101738,0,0.0,0.396548322,0,0,35.999614046,3,0.8656,0
7,2,0,12,40,3,1,9,3,0.784287367,382,1.0,0,0.520177107,0.67726745,0,0,65.776530958,19,5.3215,0
8,2,0,12,30,4,0,11,2,0.908356473,186,1.0,0,0.86407363,0.464914304,3,0,38.289135679,6,1.7639,0
3,1,0,10,4,7,7,2,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,0.9773,0
6,2,0,11,20,1,0,8,3,0.866622168,146,1.0,0,0.563656632,0.667061245,0,0,27.82566881,10,3.0411,0
3,3,0,6,1,1,5,1,3,0.666666667,13,1.0,0,0.863732789,0.652429918,0,0,11.935968956,0,0.4988,0
6,1,0,14,32,14,2,4,2,1.896028529,140,0.0,0,0.0,0.488348526,0,0,25.67246292,3,0.8754,0
4,3,0,5,7,4,0,5,3,0.532307771,29,1.0,0,0.548105582,0.666666667,0,0,6.013448981,1,0.191,0
23,2,0,26,34,128,1,14,22,0.859132034,261,0.817558674,0,0.169473682,0.201863107,0,0,9.942812026,1,1.6153,2
4,1,0,11,23,16,1,13,4,0.447192454,198,1.0,0,0.0,0.445382411,0,4,26.672951408,6,1.5763,0
12,3,0,10,43,19,2,7,14,0.809375494,356,0.731678963,1,0.062967762,0.202187711,0,0,34.86832454,28,5.2809,0
1,1,0,4,1,2,0,1,3,1.933408487,3,0.0,0,0.004236751,0.686148338,0,0,0.79049137,1,1.3366,0
10,1,0,15,33,1,2,4,5,0.019487251,167,1.0,0,0.0,0.586665279,0,0,50.968383796,9,2.7992,0
