wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
12,0,0,6,14,22,1,13,6,0.924788251,104,0.368199197,5,0.032435054,0.337939257,0,0,7.553273454,2,1.0205,0
6,2,0,5,11,8,1,0,5,0.587630421,46,1.0,0,0.058054428,0.292131901,0,0,7.114764611,1,0.737,0
16,3,0,8,47,40,1,9,10,0.678078057,248,1.0,0,0.672261682,0.252371274,2,0,11.484340077,1,0.8314,0
3,1,0,1,3,3,4,1,2,2.0,7,0.00209325,0,9.1716e-05,0.570567961,0,0,6.750762224,1,0.6698,0
7,2,0,8,11,0,3,7,6,0.663975993,71,1.0,0,0.441742809,0.299375676,1,1,7.45682637,2,0.9955,0
6,2,0,4,12,9,4,6,4,0.008470088,67,1.0,0,0.712846147,0.539297393,2,1,4.916032372,1,0.5743,0
5,2,0,6,8,4,9,6,2,1.934795279,108,0.14401063,0,0.890088578,0.545410767,1,1,20.345824964,1,0.749,0
5,3,0,11,42,9,2,10,1,0.511104246,212,0.125069163,1,0.71454853,0.678093678,1,1,17.88740994,1,0.8108,0
2,1,0,4,3,0,1,2,2,0.796776516,3,0.0,1,0.0,0.748701074,0,0,8.731900955,2,0.5044,0
14,1,0,4,18,27,2,9,11,0.462238508,103,1.0,0,0.0,0.341459913,0,0,10.817096297,1,1.0435,0
9,0,0,7,20,8,4,9,8,0.789559734,53,0.953821864,2,0.393598765,0.433598274,0,0,8.747683248,5,0.868,0
5,3,0,8,13,3,0,7,3,0.757331769,125,1.0,2,0.776454346,0.39795139,0,0,23.025220822,2,0.7401,2
3,3,0,4,9,1,1,4,3,0.438742696,64,0.993563601,1,0.881422262,0.525724567,0,0,13.427971444,1,0.6624,0
1,1,0,6,1,3,4,1,1,2.0,6,0.0,0,0.0,1.0,0,0,0.001688841,1,1.0,0
3,1,0,0,1,1,1,2,0,2.0,1,0.0,0,0.0,0.023292849,0,2,0.316991787,0,0.0,0
5,2,1,4,8,2,2,1,3,1.567982371,32,1.0,0,0.773781256,0.661067041,0,0,5.794489655,2,1.2472,0
15,2,0,13,22,80,7,12,20,0.823777264,137,0.998818449,0,0.524701854,0.246340549,1,0,7.506101065,1,0.9185,0
17,1,0,7,16,62,1,5,10,0.642049667,74,1.0,2,0.0,0.25924611,0,0,4.281756158,1,0.9337,0
5,2,0,7,14,30,2,5,3,0.028672735,72,1.0,2,0.586324139,0.455431463,1,1,9.207982203,1,0.8515,0
88,2,0,18,70,544,5,24,41,0.860559969,304,0.998153971,0,0.295327754,0.089621696,1,1,14.678070655,26,0.9899,0
3,6,0,1,13,15,5,0,5,0.129550523,68,1.0,0,0.0,0.670647543,0,0,14.56798146,2,1.0475,0
4,3,0,7,8,2,1,6,2,0.524296168,35,1.0,0,0.783129989,0.497759063,1,1,5.772859293,1,1.0221,0
21,2,0,13,30,146,2,9,20,0.848726293,188,1.0,1,0.599009173,0.165334825,1,3,5.003481347,1,0.9472,0
2,1,0,7,2,1,6,1,2,2.0,2,0.0,0,0.0,0.745080304,0,0,0.0,1,1.0,0
2,1,0,1,3,1,1,1,3,2.0,2,0.026225879,0,0.0,0.676125766,0,0,2.48617923,1,0.9597,0
23,2,0,20,74,92,8,4,18,0.754974475,173,1.0,4,0.672674942,0.149043758,1,1,9.406959668,2,2.6196,0
4,5,0,5,14,0,334,1,2,0.748109515,17,1.0,1,0.65863633,0.547103273,0,0,30.371639095,5,0.6881,0
35,2,0,37,98,1070,2,30,40,0.930395765,558,0.843227689,3,0.368198766,0.123960997,0,0,16.389830891,2,0.983,0
1,5,0,2,2,0,2,1,1,2.0,16,0.986181433,0,1.0,0.78478211,0,0,5.073177351,0,0.0,0
5,1,2,8,14,16,0,1,5,0.165406809,50,1.0,0,0.006676754,0.660902851,0,0,10.9993689,2,1.0,0
9,1,0,17,52,226,2,18,15,1.881619081,125,0.833233226,2,0.01638124,0.125944351,0,0,6.690896612,1,1.0228,1
4,3,0,3,13,31,1,5,7,0.661561722,94,1.0,0,0.707222307,0.55187627,1,1,5.984044692,1,0.7959,0
0,1,0,31,3,0,33,1,0,1.999987871,3,0.0,0,0.0,0.549783933,0,0,0.05607877,1,1.0,0
1,4,2,4,2,0,0,4,1,1.897215715,5,0.882625992,0,0.989259116,0.997006095,0,0,5.885561499,0,0.0,0
16,1,0,8,17,23,52,4,3,1.758209017,135,0.0,0,0.0,0.188680297,0,0,7.754613062,6,0.95,0
12,2,0,12,28,2,2,11,10,0.910889884,140,0.666231822,0,0.598376249,0.23605143,1,1,8.738396067,1,0.9086,0
3,1,0,2,3,2,3,1,5,1.933917697,11,0.0,0,0.0,0.668280425,0,0,13.271074592,1,0.4847,0
34,1,0,5,101,758,15,2,38,1.231754098,555,0.128524532,0,0.270101822,0.096900576,0,1,5.269433757,2,1.0749,0
5,4,0,5,8,2,2,1,3,0.331099022,42,0.697154599,0,0.831558843,0.425865094,1,1,7.68345782,4,1.7361,0
1,1,0,3,1,0,6,0,1,2.0,1,0.0,0,0.0,0.979810499,0,0,0.0,1,1.0,0
