wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
6,1,1,17,8,0,12,5,5,0.665731848,39,1.0,1,0.0,0.442143034,0,0,4.887589371,1,0.3982,0
6,4,1,4,12,3,2,3,5,0.125438036,43,1.0,0,0.774995134,0.730143884,1,1,10.803615452,2,1.0182,0
24,2,0,14,49,316,0,11,17,0.901033241,291,0.993026212,0,0.41658149,0.178114555,1,5,8.25950712,1,0.8365,2
24,1,0,23,40,275,2,26,23,0.591461677,249,0.924711327,0,0.0,0.183917498,0,0,2.899102704,1,0.9498,0
1,5,0,2,6,0,1,1,1,2.0,14,0.960240203,0,1.0,0.998208886,0,0,11.577021584,0,0.0,0
0,1,0,2,0,0,1,1,0,1.999998245,0,0.0,0,0.0,0.0,0,0,0.054902638,0,0.0,0
6,1,0,35,69,30,2,18,4,0.60969657,242,1.0,3,0.869538055,0.400254941,0,0,17.939166611,1,0.7753,0
1,1,0,40,1,0,27,0,1,2.0,1,0.0,0,1.91e-06,0.951996684,0,0,0.0,1,1.0,0
6,1,1,5,11,0,1,3,3,0.0,47,1.0,0,0.042884435,0.494733334,0,0,15.10067276,1,0.8526,0
4,1,0,1,5,0,3,1,4,1.970148029,89,0.007688488,0,0.0,0.570372374,0,0,10.712545483,4,1.5788,0
3,2,0,1,5,3,0,1,3,1.990660313,12,0.0,0,0.956521739,0.666666667,1,2,2.552972324,1,0.3333,0
3,1,0,3,5,1,1,3,2,1.861970037,20,0.0,0,0.0,0.97507856,0,0,3.530466453,1,0.6667,0
23,1,0,22,41,246,11,23,23,0.92611432,112,1.0,3,0.002765387,0.178180131,0,0,4.513191451,1,0.9636,0
6,5,0,8,17,6,3,7,6,2.0,69,0.301251463,0,0.002171052,0.490964012,0,0,12.437776038,2,1.1068,0
0,1,0,2,0,0,1,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
5,2,0,6,29,12,5,10,2,0.568002041,137,0.994706915,3,0.592517504,0.389894966,1,1,10.459140735,1,0.8107,0
5,4,0,8,13,1,4,3,6,2.0,28,0.0,0,0.97126399,0.60894521,1,1,4.611371741,1,0.8022,0
1,1,0,6,1,1,5,3,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
14,1,0,10,26,13,0,9,9,0.773561882,55,0.990562445,0,0.0,0.328980916,0,0,8.132798185,2,1.0876,0
2,1,0,6,5,0,1,6,2,0.0,14,0.999525014,0,0.0,0.632190398,0,0,14.536934279,1,0.4771,0
2,5,0,10,8,1,1,2,2,1.99693946,21,0.521889998,0,0.957589315,0.585942106,1,1,12.055760644,1,0.3476,0
14,5,1,10,35,2,2,11,3,0.643296534,317,1.0,0,0.932075447,0.238620327,0,0,11.02454013,9,1.2952,2
9,1,7,2,13,10,6,4,7,0.404017367,63,1.0,2,0.0,0.457011324,0,0,5.403139322,1,0.5793,0
5,1,0,3,5,10,3,0,5,2.0,25,0.0,0,0.010109663,0.483795475,0,0,0.161975473,1,0.9969,0
6,3,0,6,11,18,5,0,5,0.283636593,30,1.0,1,0.834024226,0.408328853,1,0,4.456285452,1,0.8565,0
5,3,0,7,13,7,1,5,4,0.426428727,45,1.0,1,0.77071268,0.461156631,1,1,8.618678859,1,0.8208,0
3,3,0,6,6,1,1,6,2,0.393089144,23,1.0,0,0.912403676,0.663923676,0,0,8.592996049,1,0.321,0
3,5,0,2,6,0,1,1,3,1.964296242,16,0.0,0,0.900206382,0.825966659,0,0,10.736256541,0,0.0,0
17,1,0,13,34,115,4,7,13,0.07081878,211,1.0,0,0.0,0.206039264,0,0,6.87312139,3,1.1859,5
3,4,0,8,6,1,1,7,5,2.0,21,0.0,0,0.98301779,0.593707689,1,4,4.551815578,1,0.8368,0
15,1,0,9,48,150,2,5,15,0.81051385,281,0.954594867,0,0.0,0.493797332,0,0,12.607029678,3,1.1021,0
3,2,0,1,5,3,0,1,3,2.0,10,0.032049164,0,0.959668712,0.666666667,1,2,3.0,1,0.3333,0
1,1,0,3,1,0,3,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
32,1,0,16,55,424,5,19,40,0.954824064,187,1.0,1,0.4804254,0.112297791,0,0,5.947252882,1,0.9683,0
3,3,0,8,9,3,4,3,2,2.0,33,0.0,0,0.927293926,0.666666667,0,0,9.728783767,1,0.6975,0
5,1,2,2,10,5,1,1,7,0.765130092,30,1.0,2,0.32064545,0.412996054,0,0,5.048877023,1,0.7411,0
5,2,0,6,8,4,2,1,1,0.991164145,44,0.0,8,0.847815417,0.396972318,1,1,22.634039048,1,0.5994,0
2,1,0,2,2,1,2,1,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
15,1,0,1,18,99,1,1,15,0.348054151,115,0.8377504,0,0.106684289,0.288318769,0,0,5.728870909,1,0.9956,0
2,1,0,3,4,1,1,3,2,2.0,9,0.0,0,0.0,0.975984319,0,0,3.717996094,1,0.511,0
4,1,0,3,12,9,7,7,4,0.35707303,61,1.0,0,0.0,0.492208759,0,0,8.205808846,2,0.874,0
1,3,0,1,2,0,1,1,1,2.0,7,0.0,0,1.0,1.0,0,0,3.06736875,0,0.0,0
