wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
8,3,0,9,36,8,5,7,7,0.62971977,176,0.970526908,9,0.795853117,0.377119503,1,1,15.299793382,5,1.9456,0
6,1,2,15,7,58,21,0,4,0.667560466,12,1.0,0,0.0,0.622071863,0,0,10.776537767,1,0.7804,0
21,4,2,19,60,25,2,18,8,0.817348966,342,1.0,4,0.832067595,0.27783987,3,4,43.713143726,14,2.0337,0
16,3,0,24,37,1,1,11,18,0.417541085,134,0.94876081,0,0.649073023,0.104092424,1,1,4.15400872,1,0.9246,0
8,1,0,10,41,43,2,4,8,0.650429107,130,0.878501562,3,0.0,0.278800335,0,0,20.384769132,10,3.8687,1
6,1,1,5,9,7,5,0,3,0.508862342,47,1.0,0,0.0,0.663392815,0,0,11.187908627,1,1.7618,0
1,1,0,9,1,0,8,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
8,3,0,7,36,1,0,7,7,0.6679646,237,1.0,0,0.877290145,0.347331614,2,2,31.433859657,1,0.8415,0
7,6,0,9,27,6,0,9,6,0.802806779,153,0.998342885,2,0.968431612,0.410569514,2,9,16.770065927,2,1.1171,1
8,5,0,6,22,0,1,4,5,0.55267526,141,1.0,0,0.830146005,0.323032091,2,5,21.225283227,3,1.108,0
10,3,0,9,41,18,4,5,10,0.674352224,275,1.0,2,0.737437735,0.351229505,1,1,24.789162467,3,1.9618,0
9,3,5,9,34,5,2,12,7,0.690277812,235,1.0,1,0.835991626,0.317010574,1,9,15.120048769,6,1.3705,0
6,1,0,3,17,4,2,1,6,0.511974592,110,1.0,0,0.0,0.508394258,0,0,14.707020096,1,1.4024,0
16,1,0,1,41,16,1,0,15,0.814977428,469,1.0,0,0.05107656,0.169752212,0,0,56.706176729,11,3.7688,0
4,1,0,18,23,7,20,2,1,0.322670337,182,1.0,0,3.758e-06,0.692572828,0,0,8.161674199,1,1.313,0
8,3,0,4,8,1,0,3,5,0.773419645,111,1.0,0,0.851071266,0.548348381,0,0,18.003189705,4,1.6918,0
6,1,0,4,13,3,2,0,0,0.570665906,46,0.991881653,0,0.0,0.703243766,0,0,27.44094392,1,0.8588,0
5,2,0,11,23,6,1,9,2,1.209366508,204,0.062812049,0,0.865328767,0.481614786,0,0,47.364979286,10,2.9489,0
3,1,0,4,2,1,1,1,3,1.354654907,25,0.0,0,0.0,0.745731263,0,0,0.344223433,2,1.0,0
33,3,1,47,98,307,32,16,19,0.653400225,671,0.743136229,1,0.477416428,0.21829182,0,5,15.739064213,16,1.7427,0
3,1,0,0,1,4,1,0,3,1.529022781,2,0.0,0,0.0,0.665270529,0,0,0.648605447,1,0.9758,0
3,3,0,6,33,2,1,6,3,0.083661262,153,1.0,0,0.943308248,0.693826628,0,0,47.111793198,1,0.6627,0
8,1,0,2,22,25,2,1,4,0.653053247,196,1.0,0,0.001495607,0.155638905,0,0,9.24011542,2,0.923,0
6,2,0,3,16,8,0,4,4,0.744457871,90,0.497062336,0,0.915695464,0.526124563,0,0,21.002861646,3,0.6417,1
5,1,0,1,7,17,1,0,8,0.578500753,34,1.0,0,0.069122563,0.71400792,0,0,5.907472156,1,0.6155,0
6,1,0,4,12,2,1,2,5,0.69950077,41,1.0,0,0.017680485,0.565169022,0,0,13.781882501,1,0.8837,0
2,2,0,6,12,1,1,4,2,2.0,31,0.0,0,0.958333333,0.759588999,0,0,21.566346855,2,0.5858,0
2,2,0,9,26,1,0,8,0,1.928320067,22,0.0,0,0.951927227,1.0,1,1,237.560727564,1,0.5,0
29,1,0,13,78,384,3,10,24,0.894948725,707,0.895689952,3,0.606148149,0.254364943,0,1,21.339649589,6,1.429,0
5,4,0,7,37,6,0,2,7,0.851039101,237,0.903421201,8,0.910244857,0.482068966,4,4,45.900494489,4,0.6357,0
30,1,0,25,64,364,13,19,22,0.772011912,1192,0.862653393,6,0.015130385,0.310950918,0,0,21.370590965,15,1.4369,0
4,1,0,3,11,0,2,2,4,0.558438103,58,1.0,0,0.0,0.577706996,0,0,7.97829826,1,0.8433,0
31,1,1,9,93,207,2,14,20,0.900411678,913,1.0,0,0.791883917,0.131801714,0,3,24.113348964,3,1.387,1
7,5,0,5,20,0,2,4,4,0.538595432,161,1.0,0,0.858272031,0.473908859,2,5,38.858768642,4,2.8958,0
1,3,0,6,14,1,1,5,2,2.0,42,0.004904601,0,0.963414842,1.0,0,0,23.535261149,1,0.4903,0
7,5,0,5,22,7,1,5,5,0.539317286,186,1.0,0,0.850965753,0.463064051,2,5,17.177398027,4,1.1463,0
9,1,0,14,39,8,4,10,8,0.768367406,335,0.186606605,1,0.0,0.393905508,0,0,37.352113239,1,0.8579,0
81,3,0,36,216,2463,7,36,81,0.941023254,2259,0.977132978,10,0.298065986,0.072173843,3,3,25.240797582,14,1.6573,0
12,1,0,16,14,15,1,2,5,1.269380979,185,0.483067939,0,0.0,0.265695771,0,0,14.677970388,2,1.0822,0
17,1,0,12,111,154,4,12,3,0.810449642,1730,0.869226976,0,0.06552236,0.314038356,0,0,67.037318994,12,1.6533,1
6,3,2,3,31,1,0,3,5,0.554637212,1217,1.0,0,0.835036115,0.532265457,1,1,208.960971088,2,0.8574,0
31,3,0,42,52,282,31,5,15,0.519398347,445,0.576646053,0,0.486083591,0.128542371,2,5,34.280631885,13,2.0006,0
17,1,0,1,23,15,3,1,5,0.502303917,179,1.0,0,0.0,0.559254269,0,0,10.993164679,1,1.2816,0
29,2,0,5,77,354,0,4,13,0.820238293,521,0.909854053,2,0.57748324,0.317893912,0,0,18.8853671,12,1.4548,0
5,1,0,3,5,7,4,4,6,1.72530519,28,0.0,0,0.0,0.506831639,0,1,0.571933739,1,0.8325,0
7,5,0,6,18,7,1,5,5,0.551747942,186,1.0,0,0.833696637,0.361470864,2,5,16.844801295,5,1.2095,0
5,1,10,97,8,5,102,1,5,0.039758979,33,1.0,1,0.032578995,0.443823281,0,0,5.642034483,2,0.9709,0
8,4,0,7,40,65,0,6,7,0.448501931,408,0.95824764,2,0.889758052,0.459546093,0,3,32.661341653,4,2.1966,0
10,3,0,5,17,0,0,5,5,0.325790615,141,1.0,0,0.828240009,0.258182747,1,1,11.992832178,1,1.0285,0
11,5,0,9,18,2,2,5,5,0.562567893,176,1.0,0,0.90849481,0.451649718,2,4,19.659181335,4,0.8867,0
5,1,0,1,24,15,14,0,5,1.03692892,123,0.091689279,0,0.0,0.336159075,0,0,18.006429642,2,1.0036,0
8,2,0,2,21,15,2,2,8,0.758280585,155,1.0,1,0.791804011,0.307483394,1,1,19.519219972,1,0.7628,0
5,3,0,6,8,4,0,6,5,0.698936666,109,0.79853046,0,0.869428644,0.553242916,1,0,10.325218,5,0.8594,0
3,2,0,9,16,8,1,8,1,1.104231781,146,0.033685106,0,0.919394463,0.5,0,0,45.861454254,11,0.7651,0
6,1,0,3,21,1,2,1,5,0.821180291,110,1.0,0,0.385645279,0.511399094,0,0,10.051556373,2,0.8703,0
4,1,0,3,2,6,4,1,4,2.0,23,0.020537903,0,0.001187754,0.922060895,0,0,2.891154828,2,0.8034,0
1,6,0,4,3,1,1,1,1,2.0,7,0.0,0,0.975358479,1.0,0,3,8.316389761,0,0.003,0
12,1,0,15,24,21,27,4,7,0.813780701,601,0.893942962,1,0.0,0.299193628,0,0,21.231699779,1,1.0458,0
8,2,0,4,21,6,1,0,4,0.758408953,140,0.89330095,0,0.782174645,0.262019256,0,0,37.201774907,1,1.0,1
2,6,0,5,5,1,0,4,1,2.0,8,0.0,0,0.981401443,0.673795728,0,0,4.197771966,1,0.534,0
5,1,0,69,10,4,71,0,2,0.320920686,47,0.827225743,1,0.00478003,0.530849308,0,0,11.409770861,3,0.717,0
6,1,0,3,17,3,3,0,4,0.663796471,98,1.0,0,0.0,0.741672998,1,0,8.26420168,1,0.8442,0
6,1,0,3,11,2,0,0,3,0.617070992,91,1.0,0,0.0,0.524716682,0,0,18.885434707,3,0.8494,0
21,5,2,15,82,138,2,13,8,0.822215765,780,0.985895358,5,0.89638169,0.18427051,3,7,34.447503874,9,1.3821,0
3,2,0,11,23,10,1,6,2,1.027612133,155,0.0,0,0.762804426,0.509982616,0,0,23.005035105,1,0.7916,0
4,4,0,5,23,2,0,5,1,1.547890764,212,1.0,0,0.977592785,0.978295078,2,3,56.042617436,11,4.0371,0
6,1,0,5,13,21,2,2,7,0.0,88,1.0,0,0.74224448,0.411013212,1,1,11.542159681,4,0.8404,0
42,2,0,5,40,483,20,13,1,0.742921346,4245,0.782222552,1,0.783617023,0.254057159,1,1,46.337343213,32,3.1608,0
5,2,0,5,19,2,1,2,3,0.359631847,116,0.34271721,0,0.942430587,0.488732407,0,0,19.600483314,1,0.6382,1
10,6,0,3,25,36,4,2,8,2.0,52,0.0,0,0.919989717,0.414288897,3,8,14.765260793,1,1.7033,0
29,1,0,17,66,401,2,12,28,0.804907167,454,0.96836413,2,0.0,0.315229017,0,0,17.920681272,11,1.3877,0
9,1,0,3,17,2,3,1,3,0.233474259,183,1.0,0,0.0,0.523041459,0,0,9.143430578,2,1.0237,0
11,6,0,14,29,4,1,9,9,0.629067989,164,0.057930743,0,0.910193162,0.291103478,2,9,11.500588012,3,1.2915,1
4,2,0,13,26,6,1,8,2,1.984048952,142,0.059974164,0,0.935372202,0.752098724,1,1,121.031632387,1,0.5,0
11,1,0,16,24,24,13,2,5,0.967546608,391,0.739445779,0,0.0,0.315474553,0,0,35.023155047,5,1.1594,0
30,3,1,13,115,219,2,14,22,0.86566146,1020,0.959501375,2,0.650710634,0.181133009,0,2,24.280601792,13,2.1684,0
4,3,0,5,9,2,0,5,4,0.380481363,93,1.0,0,0.921219921,0.552971124,0,0,19.747701589,1,0.8377,0
1,1,0,13,0,0,18,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.811375033,1,1.0,0
18,1,0,13,28,36,6,7,5,0.858838742,285,0.216859471,0,0.073176604,0.251796099,0,0,39.56676799,9,1.8381,0
15,3,2,10,60,146,1,10,14,0.864288286,513,0.921294154,0,0.691660483,0.282564321,0,6,28.816636835,1,1.8552,0
0,3,0,1,8,0,1,0,1,1.999963831,8,0.0,0,0.980331929,1.0,0,0,10.429939334,0,0.0493,0
