wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
46,1,0,15,121,123,10,14,41,0.924535122,589,1.0,9,0.0,0.121483903,0,0,12.782959134,5,1.5988,0
3,1,0,20,3,2,18,5,1,2.0,53,0.0,0,0.0,0.59143017,0,0,16.475400052,1,0.9985,0
21,1,5,10,13,5,10,4,6,0.813864229,30,0.712361502,1,0.0,0.161936475,0,0,5.136592522,1,1.3758,0
3,1,0,3,6,1,1,3,3,0.225800157,41,1.0,2,0.019057496,0.467207243,0,0,4.000046749,2,1.0306,0
20,1,5,17,18,243,16,3,16,0.690915811,256,0.723043887,1,0.000973567,0.334252147,0,0,7.810169099,4,0.8407,0
7,1,0,1,6,14,2,0,3,0.587927573,18,1.0,0,0.011648518,0.525215754,0,0,5.619545826,3,0.6573,0
2,2,0,4,6,1,2,1,2,0.680386706,23,0.931424328,1,0.001438871,0.645473579,0,0,3.66338476,1,0.5,0
24,1,0,48,65,99,3,15,30,0.838025282,460,1.0,3,0.000886836,0.15172718,0,0,28.215361939,6,1.5988,0
14,1,0,7,44,34,3,4,6,0.145040354,346,0.552646827,0,0.03171865,0.325928111,0,0,5.052565026,1,1.3121,0
20,3,0,6,29,1,2,5,18,0.885742571,233,0.519802919,1,0.644507092,0.3608543,1,0,9.56813028,1,0.8925,0
3,6,0,3,7,21,0,0,3,2.0,17,0.619252705,0,0.99606224,1.0,1,1,4.707594031,1,0.676,0
6,2,0,3,5,10,1,1,6,0.405909102,25,1.0,1,0.730615013,0.70207283,1,8,6.355830762,2,1.0282,0
9,2,0,5,32,52,0,8,9,0.739349611,161,1.0,0,0.905734888,0.536459807,0,0,17.749654636,6,1.1307,0
2,1,0,8,2,1,5,2,1,2.0,2,0.0,0,2.515e-05,0.980627771,0,0,0.0,1,1.0,0
5,4,0,17,69,2,2,3,3,0.614576523,683,1.0,0,0.714323539,0.336096118,1,1,61.462969424,1,0.9056,0
1,1,0,5,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,1.15002545,1,1.0,0
28,4,0,37,66,313,29,0,27,0.883402129,714,0.95789665,3,0.133747868,0.195153999,1,2,21.428951137,1,2.0011,0
30,1,0,62,69,423,80,18,33,1.016221357,488,0.045465397,0,0.00488761,0.126792791,0,0,2.079733165,1,1.5887,0
2,3,0,6,7,1,2,4,2,1.974889135,18,0.0,0,0.901864888,0.624558477,0,0,8.062590462,1,0.5,0
8,1,0,9,7,10,3,0,5,0.330225816,101,1.0,1,0.0,0.534057376,0,0,18.355875185,1,0.5772,0
5,1,0,7,15,26,4,6,11,0.682353131,68,1.0,1,0.0,0.312852529,0,0,10.588894437,2,1.2029,0
3,2,0,2,7,2,12,1,1,1.044306939,25,0.0,1,0.802514963,0.686740553,1,1,11.183494532,1,0.3766,0
3,1,0,4,35,1,1,4,1,1.001231387,354,0.010583775,0,0.0,0.386695867,0,0,66.003177654,10,4.2583,0
13,1,0,17,70,78,0,0,6,2.0,400,0.969966497,0,0.966441319,0.174162659,1,1,33.165493566,6,1.1704,0
4,5,0,5,15,1,3,2,5,2.0,49,0.0,0,0.872249145,0.423923801,0,0,8.272740591,0,0.0,0
5,1,0,2,7,3,1,3,5,0.324293094,27,1.0,2,0.0,0.427041135,0,0,7.313137465,2,0.9592,0
18,1,0,13,35,198,5,8,2,0.979746905,292,0.467786066,5,0.008817812,0.188863446,0,0,23.796711016,5,1.8147,2
2,1,0,34,2,1,35,1,2,1.980898482,3,0.0,0,0.0,0.714446004,0,0,0.000146054,1,1.0,0
6,1,0,39,6,17,12,6,9,2.0,10,0.0,0,0.0,0.261384911,0,0,0.0,1,1.1478,0
11,1,0,46,10,52,35,1,12,2.0,9,0.0,0,0.0,0.438372108,0,0,0.037242577,1,1.0,1
24,1,0,7,34,139,1,1,17,0.641120957,182,1.0,1,0.000508871,0.241167796,0,0,4.945101692,1,0.9802,0
21,2,0,20,113,10,10,15,26,0.697413822,286,0.917001041,2,0.400937973,0.235122919,1,3,15.215906189,3,1.4608,0
16,1,0,14,36,32,2,8,3,0.796190221,170,1.0,2,0.0,0.221633042,0,0,11.790031908,4,1.1485,0
10,1,0,4,10,18,0,1,7,0.536160183,161,1.0,0,0.0,0.373877329,0,0,20.117138343,1,1.0549,0
4,3,0,3,11,9,1,2,4,1.909018617,48,0.006016873,0,0.898736016,0.666666667,0,0,10.181582197,2,0.4512,0
5,1,1,2,8,4,2,3,2,1.937232723,3,0.0,0,0.154223982,0.746909008,0,0,3.068373747,3,0.9966,0
29,1,0,18,75,110,0,1,20,0.972770575,682,0.994694808,0,0.015787266,0.382321313,0,0,24.815757256,12,2.594,1
3,1,0,5,2,0,2,2,2,2.0,2,0.0,0,5.52e-07,1.0,0,0,6.296823313,1,1.0007,0
5,1,0,13,28,1,13,3,7,0.153948223,73,0.988805308,0,0.002775168,0.416560635,0,0,14.248854223,1,0.9575,0
29,1,0,11,89,85,15,21,41,0.91359431,737,0.971373888,0,0.132123641,0.1522487,0,0,39.846130782,6,1.2116,1
10,1,0,2,13,21,2,0,11,0.764756216,99,0.997415458,0,0.0,0.72191635,0,0,6.480405571,1,0.9026,0
8,2,1,13,33,24,2,6,8,0.040816753,285,1.0,0,0.43581374,0.546709526,0,0,29.842081899,4,1.9483,0
2,1,0,24,2,1,27,0,3,2.0,5,0.0,0,2.504e-06,0.75,0,0,0.0,1,1.0,0
2,1,0,11,2,2,3,3,3,1.74611952,5,0.0,0,0.0,0.653999634,0,0,2.603137212,1,1.007,0
5,1,0,12,32,2,3,6,8,0.623704397,57,1.0,1,0.0,0.201949973,0,0,14.551373391,1,0.6395,0
7,1,0,6,20,14,3,0,5,0.622073148,77,1.0,1,0.0,0.476259007,0,0,10.2722418,5,1.1948,0
11,1,0,44,11,54,36,8,11,2.0,11,0.0,0,1.3666e-05,0.404811959,0,0,0.036669613,1,1.0,1
5,1,0,4,84,1,1,29,3,0.184570717,357,0.961574059,1,0.0,0.661806299,0,0,35.081735169,1,0.7889,0
3,1,0,5,2,0,3,1,1,2.0,1,0.0,0,0.0,0.987556759,0,0,0.0,1,1.0,0
10,4,0,7,38,45,8,0,19,0.319700604,242,1.0,0,0.02142422,0.419063743,1,1,4.356126171,2,1.0,0
4,3,0,7,10,4,2,0,1,0.650238629,26,0.990137614,4,0.654566947,0.613821041,1,1,7.087970011,1,0.9317,0
