wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
8,3,0,7,25,11,0,6,10,0.571755947,146,0.978242665,0,0.847253981,0.570014971,0,1,13.959800158,1,1.7457,6
8,4,0,9,39,1,1,5,3,0.767425558,156,1.0,0,0.770656755,0.337017772,2,3,14.343899546,1,0.8795,0
20,2,0,15,76,114,10,14,4,0.569342718,276,1.0,1,0.668052139,0.187142382,0,4,20.592046995,4,0.8417,0
1,1,0,6,1,1,2,1,1,1.884113679,2,0.009676806,0,0.0,0.940156499,0,0,25.229179886,1,2.0631,1
2,3,0,7,18,6,7,9,1,1.930110413,193,0.917872272,1,0.907215529,0.636030593,2,0,30.617514286,12,3.4586,0
8,4,0,3,7,43,21,1,7,0.681241993,40,0.959356385,0,0.258301469,0.736974056,1,0,9.732458916,4,1.6809,0
7,1,0,3,17,4918,1,1,3,0.377720338,318,0.991897384,0,0.013460028,0.834836704,0,0,34.438275818,4,2.3446,0
5,1,0,9,2,70,11,1,6,1.9980401,12,0.0,0,0.095612099,0.268306893,0,2,1.460438075,1,1.0415,3
29,1,1,14,133,250,30,20,21,0.740025951,1911,0.918723186,3,0.013520558,0.179639596,0,0,37.08395364,51,2.011,0
4,6,0,6,14,2,1,5,1,0.628961402,43,1.0,0,0.992847147,0.594992216,0,0,18.672016738,0,1.0265,0
2,3,0,6,29,1,1,4,1,1.999994613,280,0.0,0,0.918870996,0.955443443,0,0,11.312708419,1,0.9537,0
0,2,3,4,5,0,2,3,2,0.000439262,55,1.0,0,0.959170708,0.646021736,0,0,9.589785834,1,0.9717,0
10,3,0,13,41,1,1,8,4,0.677249157,196,0.987409555,0,0.970437181,0.269041483,1,3,16.528283992,4,1.7636,0
5,1,0,4,4,1,7,4,1,2.0,3,0.0,0,0.0,0.994763742,0,0,1.307638185,1,1.0134,0
41,3,0,17,88,523,4,4,33,0.847094065,742,0.966069616,2,0.633461241,0.207783134,0,0,31.364812331,5,1.4703,0
13,2,0,13,21,27,1,2,13,0.692061409,170,0.854334764,2,0.228059729,0.58347527,0,0,6.008467406,42,0.8113,0
19,1,0,7,46,31,3,5,5,0.732172166,165,1.0,2,0.064053858,0.258757992,0,0,11.28326833,1,1.8989,0
4,3,0,15,19,0,4,5,2,1.942238939,484,0.175005846,2,0.656039024,0.975741344,1,3,82.185194878,19,5.7269,0
19,1,0,10,46,245,1,6,6,0.645777922,542,0.995984982,3,0.876024529,0.347792104,0,0,14.974867785,15,1.7879,0
5,2,0,6,5,5,3,1,8,2.0,6,0.000482478,0,0.0,0.529518549,0,0,11.386743921,1,0.9268,0
2,4,0,1,16,4,4,4,1,0.962193885,69,0.05600422,0,0.793704476,0.28836975,1,1,48.742707899,12,2.9937,0
3,1,8,16,7,0,1,5,3,1.254756623,1,0.0,0,0.69543819,0.458311224,0,5,5.805964777,1,0.7476,0
2,2,0,5,5,1,0,4,4,0.770716031,80,0.998232452,0,0.862878973,0.463957713,0,0,8.610362792,0,0.6378,0
8,2,0,4,15,26,1,7,8,0.736330783,174,0.95674013,0,0.784593477,0.525902204,1,5,15.210386027,1,0.6073,0
6,1,0,15,13,13,0,24,3,0.747331742,225,0.0,0,0.862477897,0.968119223,0,0,35.73665283,6,2.9791,0
8,5,0,7,15,1,1,3,5,0.379292018,173,1.0,1,0.902198639,0.437882799,0,2,36.040637439,1,0.8303,0
11,3,0,8,26,29,1,6,5,0.843237695,153,1.0,1,0.959756958,0.373125806,0,5,27.507348615,9,1.5589,0
2,2,0,7,11,30,4,3,4,0.999710823,46,0.773972721,0,0.914904085,0.745950577,1,1,18.738956536,1,0.4908,0
9,3,2,8,58,7,2,8,10,0.91229463,270,0.976284968,0,0.887772616,0.319703461,0,1,21.088009092,4,1.4319,2
4,4,0,4,6,1,4,3,1,2.0,18,0.0,0,0.958672863,0.743644401,1,1,23.981367026,1,0.7832,0
3,5,0,6,12,1,0,0,1,2.0,50,0.06596429,0,0.806368491,0.55693833,1,1,3.925199203,3,1.5734,0
7,4,0,5,6,1,4,1,5,1.495575741,1,0.0,0,0.0,0.749062856,0,0,20.236218643,1,0.5068,0
6,1,0,1,1,12,2,0,6,2.0,41,0.0,0,0.0,0.479073276,1,0,14.344880827,7,0.9709,0
10,3,0,6,26,1,1,11,8,0.522220723,158,1.0,0,0.917011181,0.589604619,0,1,11.010317192,5,1.4054,0
24,3,0,24,75,53,4,10,15,0.751141819,754,0.981237571,2,0.067775359,0.199765274,0,0,26.580013032,32,4.0578,1
1,3,0,0,2,2,3,0,2,2.0,2,0.001176788,0,0.956448301,1.0,0,0,3.591389339,0,0.0982,0
