wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
4,1,0,0,1,1,1,0,0,2.0,8,0.0,0,0.0,0.008980411,0,0,0.0,1,0.1473,0
3,3,0,3,9,9,6,1,4,0.435797821,84,0.979449682,1,0.9213127,0.646473544,1,1,20.604274873,1,0.7239,1
5,1,5,2,11,2,12,1,3,1.472414286,21,0.013718515,0,0.0,0.969269493,0,0,7.536850981,1,1.1431,0
4,3,0,4,16,0,0,3,5,0.395220952,64,1.0,0,0.895198838,0.817954241,1,1,10.30595021,1,0.8503,0
4,1,0,3,25,3,0,5,4,0.149412671,504,1.0,1,0.012105588,0.626123566,0,0,71.064864032,15,4.3474,0
2,1,0,3,5,5,1,3,4,2.0,148,0.0,0,0.008466412,0.855285474,0,0,4.006997361,1,0.3368,0
15,1,0,6,64,247,2,2,27,0.741591448,743,0.855242535,0,0.0,0.363612385,0,0,23.881287667,3,2.1399,1
5,1,5,12,11,8,11,2,5,0.841471305,63,1.0,0,0.0,0.695501148,0,0,6.031288604,5,1.5639,0
11,3,0,5,12,11,0,2,6,0.476369048,93,1.0,0,0.864754645,0.413566218,2,2,18.627232054,1,0.6932,0
5,3,0,4,25,5,1,4,4,0.712842962,159,0.810360108,0,0.883926085,0.490434181,0,0,27.035048843,2,1.1474,0
2,1,0,1,2,0,1,0,3,0.966251036,3,1.0,0,1.3985e-05,0.866629384,0,0,3.473011577,1,0.9901,0
8,5,0,6,22,4,0,4,9,0.64087055,115,1.0,0,0.85600751,0.316511068,1,2,18.509430872,5,1.0877,0
21,1,0,25,34,48,24,5,13,0.78625737,442,0.888025029,0,0.0,0.376224513,0,0,19.659703496,8,1.4042,1
5,1,0,51,16,14,51,0,4,0.263693731,132,0.761227519,1,0.660053175,0.587045116,0,0,12.492098124,2,0.6153,0
3,3,0,2,17,1,0,3,3,0.222299475,83,0.98189683,0,0.92352983,0.720706486,0,1,7.016387747,1,0.5538,0
8,1,0,4,15,6,0,53,4,1.907972612,171,0.0,0,0.0,0.907064391,0,0,77.85777918,8,3.2006,0
8,4,0,7,32,10,1,6,6,0.754923189,126,0.93615835,0,0.921632637,0.442438838,2,2,71.707959597,2,0.8957,3
4,3,0,9,33,4,1,7,7,0.796050341,83,0.019203054,0,0.899763098,0.354660234,0,0,24.376022605,1,0.6178,0
4,1,0,3,10,4,4,2,3,2.0,9,0.012346471,0,0.0,0.564771939,0,0,1.454552152,1,0.7757,0
24,1,0,5,65,234,1,15,31,0.726998521,741,1.0,1,0.002311441,0.217436505,1,3,29.262177256,4,0.923,0
4,1,0,5,26,3,1,6,4,0.860524051,344,0.441285768,0,0.988813739,0.490652558,0,0,78.134025515,10,5.0335,0
4,1,0,1,21,1,5,5,1,0.155169905,283,1.0,1,0.0,0.614401644,0,0,91.794749414,13,5.2528,0
4,3,0,6,32,3,1,6,6,0.671734774,235,0.979352906,0,0.922836669,0.276530103,1,1,47.623303907,2,0.9935,0
10,3,0,6,60,1,1,8,7,0.713581291,535,0.996834855,1,0.860933662,0.43680687,0,1,43.106868069,3,1.0962,0
8,3,0,10,40,1,2,9,9,0.505271875,157,1.0,1,0.852977087,0.29656797,3,5,11.686865035,4,1.017,0
18,1,0,20,72,113,12,7,5,0.713527968,491,0.949047044,4,0.038688709,0.122023655,0,0,25.443287228,2,1.0274,3
10,3,0,5,69,20,1,5,5,0.827750652,152,0.507419172,0,0.726423353,0.260049282,0,0,35.033540727,1,0.8712,0
3,2,0,1,17,8,0,1,8,0.031108168,234,0.038875601,1,0.84094529,0.645273422,1,1,32.201098644,6,1.9092,0
7,2,0,1,13,2,2,2,1,0.064795845,61,1.0,1,0.466792889,0.51893215,1,1,15.387985799,1,1.0013,0
10,1,4,8,11,18,1,9,3,0.686321477,125,1.0,1,0.992436843,0.298294236,0,1,9.874810169,1,0.9901,0
9,3,0,8,18,8,0,8,6,0.72968327,162,1.0,0,0.821675505,0.433293357,2,2,20.264428608,1,0.9952,0
4,5,0,6,19,0,1,5,4,0.501125251,86,0.176601076,0,0.918572695,0.619585972,1,1,18.508186361,1,0.7622,0
5,1,1,5,10,16,0,4,4,0.090561117,47,1.0,0,0.0,0.431733716,0,0,12.402269036,1,0.4657,0
6,1,0,10,50,2,1,7,5,0.651957027,186,0.998998476,0,0.0,0.70062117,0,7,12.735997849,3,1.2542,0
15,1,2,22,54,11,17,7,2,0.807420103,1405,0.752221766,0,0.316435762,0.272065333,0,1,26.230743538,3,1.1898,1
23,4,0,19,96,157,9,8,42,0.898314847,564,1.0,1,0.617930816,0.22022744,3,3,49.64150054,7,1.1868,0
4,1,1,3,17,0,1,3,3,0.154064282,92,0.993603618,1,0.0,0.942493988,0,0,49.228046981,4,1.1582,0
8,2,0,9,24,5,1,7,2,0.960550622,149,0.231625883,0,0.909150809,0.506521883,0,0,12.500389472,1,0.7022,0
3,1,1,2,9,0,2,0,3,0.162534711,92,0.998275065,0,0.075775759,0.609201896,0,0,29.016921678,2,0.9726,0
9,5,1,8,34,25,0,7,3,0.813868226,163,1.0,0,0.906265575,0.270739488,3,3,18.263761443,2,1.2883,0
4,1,0,14,3,9,4,1,7,2.0,7,0.0,0,0.0,0.984819053,0,0,0.0,1,0.7241,0
19,3,0,10,56,70,5,7,14,0.634387974,443,0.997153629,0,0.653622121,0.327548926,1,1,20.828972251,6,2.5144,1
4,1,0,2,9,6,0,1,3,2.0,8,0.0,0,0.089046401,0.884101567,0,0,9.720113642,1,0.7436,0
4,1,0,2,4,5,1,0,3,2.0,11,0.0,0,0.091954269,0.906869983,0,0,0.691463854,0,0.9806,0
21,4,1,9,42,62,7,3,40,0.82785878,714,1.0,0,0.001001739,0.217462306,3,3,41.866817972,4,1.1933,0
7,4,0,14,35,2,0,11,7,0.691397436,123,1.0,1,0.868214662,0.348853589,3,3,38.261718572,5,1.3015,1
5,1,0,4,2,1,4,2,5,2.0,15,0.0,0,0.146481179,0.587204646,2,0,0.429175611,1,0.749,0
20,2,0,21,74,167,0,17,17,0.662247142,1039,1.0,0,0.811250667,0.202909546,1,3,20.115392723,4,0.8012,0
4,3,0,3,25,0,3,4,5,0.485450327,86,0.191981773,2,0.988746648,0.795268342,1,1,22.591557764,1,0.7632,0
5,3,0,3,24,1,2,5,4,0.468230585,99,1.0,0,0.841131527,0.980384942,0,0,25.425051162,1,0.8355,0
5,1,0,1,6,1,2,0,3,0.990461351,110,1.0,0,0.0,0.468293879,0,0,16.124957689,2,0.8849,0
7,2,0,8,10,110,1,11,9,0.414223521,194,0.981441264,1,0.428050836,0.284679952,1,1,9.098082814,2,0.5402,0
3,5,0,5,15,0,1,5,4,0.212505008,87,0.981693712,0,0.50765485,0.871974999,1,1,21.694590949,1,0.9378,0
3,1,0,4,15,3,3,2,3,0.437646553,48,1.0,0,0.0,0.667967019,0,0,1.58876432,1,0.6777,0
9,1,5,9,49,1,2,1,6,0.77751023,160,1.0,0,0.0,0.690991801,0,0,25.88902241,4,1.8964,0
11,2,0,9,67,76,7,7,8,0.778302383,693,0.619071694,2,0.816465585,0.341475146,1,3,43.573846557,9,1.8161,2
9,1,0,10,21,49,4,3,10,0.692587463,91,0.924812051,0,0.0,0.280910681,0,0,8.722194277,1,1.6285,2
6,1,0,6,27,5,1,6,5,0.775383004,144,0.997704649,0,0.061310687,0.779696856,0,0,16.271259213,1,0.8548,0
4,2,0,6,3,5,1,1,4,2.0,22,0.217677132,0,0.0,0.87607733,0,0,9.5892139,1,1.0133,0
12,3,0,13,34,2,0,9,5,0.864014223,376,0.970401749,1,0.838136247,0.448298799,0,0,20.458458654,2,1.607,0
13,4,0,11,28,8,0,11,12,0.625644963,203,1.0,1,0.84615195,0.47056945,0,0,17.425117871,2,1.3946,0
38,4,1,18,76,87,7,13,40,0.940836688,368,1.0,4,0.680434793,0.202271025,0,0,20.4684652,3,1.2635,0
4,3,0,6,7,5,2,2,4,1.848416873,59,0.0,0,0.020728332,0.964581381,0,0,9.385948161,1,1.1002,0
14,3,0,5,21,0,1,4,5,0.915266589,103,0.967991751,0,0.844311108,0.598590605,2,2,21.092551085,1,0.84,0
20,1,0,24,75,90,13,20,3,0.841710072,865,0.966535427,1,0.0,0.159418706,0,0,88.116990563,3,2.8986,2
6,3,0,4,36,1,1,4,8,0.68794459,92,1.0,0,0.918028551,0.496706307,3,3,31.288236765,5,1.3545,0
40,4,1,11,72,152,1,15,40,0.830504741,1183,1.0,0,0.802771221,0.435133609,3,3,31.689460819,4,1.0599,0
4,1,0,2,4,5,4,1,4,2.0,19,0.0,0,0.0,0.895995121,0,0,4.8285768,1,0.8286,0
2,2,0,9,25,6,6,5,2,1.906318262,117,0.0,0,0.964013211,0.974683919,0,0,42.210651084,0,0.6424,0
19,1,0,19,20,97,13,7,4,0.793673311,168,1.0,1,0.0,0.155129367,0,0,28.384635572,2,1.2281,2
4,3,0,5,5,0,3,0,3,0.435335859,140,1.0,0,0.0,0.962605862,0,0,34.814723772,2,1.0872,0
10,1,4,29,82,178,10,16,14,0.837083996,550,0.651037986,0,0.0,0.182849542,0,0,29.788553597,2,2.9436,1
8,3,0,7,15,5,4,2,8,0.706981662,376,0.876275575,0,0.962291304,0.74032851,1,1,35.892152663,1,0.9309,0
6,6,1,4,32,6,1,1,6,0.797323105,164,1.0,0,0.92846533,0.493239939,3,6,18.345024469,2,0.9627,0
7,1,0,0,7,8,1,1,3,2.0,16,0.0,0,0.0,0.963186205,0,0,0.104821975,1,1.081,0
3,1,0,3,4,4,2,1,2,2.0,10,0.0,0,0.0,0.745472488,0,0,0.0,1,1.0,0
5,1,0,5,18,3,2,4,3,0.227696586,5,0.993082097,0,0.0,1.0,0,0,2.952878267,1,1.0109,0
11,4,34,100,28,0,102,0,6,0.835103711,54,0.98811458,1,0.898349702,0.349651961,1,5,11.032575535,2,1.1287,0
4,2,0,3,8,1,0,1,5,0.284512791,59,0.837683871,0,0.628143618,0.649344849,1,1,11.4008719,2,1.548,0
2,1,5,1,12,24,6,1,4,0.827050645,57,0.916766188,0,0.012825908,0.960773702,0,0,11.779045099,5,1.1956,0
4,2,0,3,13,14,1,3,4,0.326957241,65,1.0,0,0.865143271,0.907750645,3,1,12.774180181,5,1.7971,0
