wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
12,1,0,17,47,48,3,13,4,0.83175045,113,0.582988221,5,0.0,0.310513234,0,0,6.566172351,2,1.1218,0
6,1,0,9,28,15,7,3,3,1.985872744,85,0.0,0,0.0,0.305009204,0,0,12.020537239,2,1.1653,0
7,3,0,7,18,23,1,3,8,0.640018292,71,1.0,1,0.658245641,0.349320882,1,1,7.885080688,2,0.9384,0
6,3,0,7,22,9,7,1,3,1.576078886,62,0.931485732,0,0.02509661,0.414920857,0,0,12.703422195,2,0.7781,0
6,2,0,5,21,3,1,4,3,0.592401695,71,1.0,0,0.931472099,0.682218283,1,1,7.432408649,3,1.1027,0
9,3,0,17,23,62,6,10,14,0.79824457,101,1.0,2,0.622965754,0.193361203,1,1,5.262555757,1,1.0462,0
2,1,0,4,17,1,1,6,2,0.0,16,0.956951721,1,0.0,0.75,0,0,28.608122334,1,1.0105,0
1,5,0,3,6,0,1,1,0,1.751524079,6,0.965849397,0,1.0,0.996502728,0,0,4.118054036,0,0.0,0
81,1,1,22,140,2853,4,13,76,0.947780854,964,0.770844251,1,0.010392288,0.106365401,0,0,9.586585042,26,1.482,0
15,2,0,8,19,120,6,6,12,0.803233793,92,1.0,1,0.642501969,0.274056073,1,3,4.074529265,1,0.8785,0
7,2,0,12,14,19,4,12,5,0.652509116,44,1.0,0,0.698171944,0.305283213,1,1,5.050514619,1,0.8467,0
15,2,0,15,52,104,1,13,11,0.770172851,290,0.965155983,4,0.311391686,0.181034057,1,1,14.397690441,3,1.0152,0
5,5,0,4,9,4,4,5,4,0.541159382,24,0.312109884,2,0.874690189,0.467412856,0,0,6.904213374,1,0.7557,0
3,5,0,1,9,0,1,3,3,0.464458788,36,1.0,2,0.892497175,0.555555556,0,0,9.012901359,1,0.7076,0
4,1,0,5,3,3,4,1,2,1.99962481,3,0.0,0,0.0,0.833165737,0,0,0.04882916,1,1.0,0
4,3,0,10,8,1,1,4,3,2.0,33,0.0,0,0.906779557,0.663572462,1,1,6.418126501,1,0.75,0
3,5,0,2,6,3,3,1,3,1.72452073,8,1.0,0,1.0,0.782309264,0,0,4.29903341,0,0.0,0
7,1,0,14,13,17,6,8,7,0.913676071,55,0.391492112,2,0.0,0.280894102,0,0,7.367991386,2,1.1523,0
1,4,0,2,0,0,18,1,0,2.0,3,0.001098021,0,0.0,0.0,0,0,0.0,0,0.0,0
3,2,0,4,7,1,0,3,1,2.0,24,0.023878854,0,0.807641926,0.666666667,1,1,10.075724004,1,0.4924,0
2,1,1,2,4,0,5,4,2,2.0,87,0.181806941,0,0.0,0.752785876,0,0,15.403349715,1,0.5,0
12,2,0,4,20,6,1,10,9,0.595349947,99,1.0,0,0.354759349,0.406870822,1,0,7.355966059,2,1.0696,0
4,3,0,10,21,0,2,10,1,0.544106875,63,0.99991594,1,0.837408924,0.379626429,1,1,13.191556867,1,0.588,0
10,2,0,14,37,42,7,14,8,0.853256583,121,1.0,0,0.574825877,0.197012216,1,1,8.971150578,3,0.8086,0
5,3,0,11,21,2,1,11,2,0.212805419,81,1.0,2,0.81819287,0.408464471,1,1,18.06286448,1,0.7544,0
9,3,2,10,25,32,3,6,2,0.543346671,91,1.0,1,0.012965346,0.473266505,0,0,9.499387898,1,0.91,0
3,1,0,7,8,1,4,5,3,0.0,26,1.0,2,0.0,0.509145975,0,0,6.757540595,1,0.3253,0
1,1,0,2,1,0,4,0,1,2.0,2,0.0,0,0.0,0.949385811,0,0,0.0,1,1.0,0
7,2,2,3,8,11,2,1,7,0.764746462,40,1.0,0,0.351245904,0.630717884,0,0,8.340814236,2,1.1622,0
6,3,0,5,17,4,1,6,4,0.60044861,80,1.0,0,0.846679137,0.351981799,1,1,11.908168837,3,1.1667,0
8,1,0,6,25,10,2,1,9,1.970814854,100,0.70249201,0,0.013851963,0.606103705,0,0,24.966156661,4,2.7067,0
11,1,0,16,48,53,2,14,14,0.766249967,364,0.863799689,1,0.0,0.302724352,0,0,25.960064405,1,2.6686,0
6,1,0,1,12,15,5,2,5,0.606008529,68,1.0,1,0.0,0.474591948,0,0,8.111998813,2,0.8634,0
2,1,0,1,2,1,1,0,2,2.0,1,0.002848504,0,0.000324685,1.0,0,0,3.573252371,1,1.0,0
6,1,0,15,62,3,1,11,4,0.954208215,53,0.387549263,0,0.0,0.362369043,0,0,7.057287751,6,2.7179,0
9,3,0,4,9,26,2,7,10,0.402299009,35,1.0,0,0.693943515,0.424883362,1,1,4.089418671,1,0.8417,0
2,4,1,4,3,0,2,2,2,0.0,15,1.0,1,0.0,0.666666667,0,0,6.801203484,2,1.0232,0
12,1,0,4,19,47,0,5,14,0.765253674,77,0.997721034,2,0.0,0.270627361,0,0,2.883599902,1,0.9121,0
9,0,0,11,32,53,4,7,12,0.923927654,82,1.0,1,0.019470634,0.259223095,0,0,7.67101285,2,1.1029,0
2,3,0,3,4,0,1,4,2,0.0,14,0.988616347,0,0.981463971,0.666666667,1,1,7.66999073,1,0.5,0
2,3,0,3,4,1,1,3,2,0.0,19,0.998480361,0,0.988154472,0.666666667,1,1,6.409642209,1,0.5192,0
2,1,0,2,1,0,3,1,0,1.839404417,1,0.0,0,0.002205046,0.01259569,0,0,0.0,0,0.1013,0
13,3,0,6,30,31,1,7,13,0.130359796,133,1.0,0,0.553781799,0.325115386,2,8,10.440607439,2,1.0602,0
9,2,0,7,16,10,0,6,9,0.660731634,71,0.03230476,2,0.556475213,0.328464124,0,0,7.369421396,1,0.8251,0
7,3,0,8,8,16,4,8,5,0.286044357,52,1.0,1,0.758565225,0.422170993,0,0,6.946592928,1,0.5234,0
25,1,1,18,62,36,1,16,15,0.679989666,115,0.990396924,0,0.0,0.124607977,0,0,12.216129261,9,1.0449,1
7,2,0,5,24,3,0,6,5,0.5,139,1.0,2,0.541703734,0.254736225,1,2,18.684952908,2,1.3128,0
25,2,0,14,35,85,8,14,11,0.728465308,303,1.0,3,0.226498878,0.178422923,1,1,9.491936779,5,1.4409,0
9,1,2,9,25,25,3,5,6,0.751577863,73,0.867635033,2,0.0,0.268002158,0,0,7.185145113,2,1.1757,0
7,2,0,8,17,0,8,5,4,0.174503143,144,1.0,1,0.470741149,0.359563833,1,1,18.078657006,4,1.2773,0
7,2,0,6,13,17,2,13,8,0.678965239,70,1.0,0,0.908900897,0.302388149,1,1,5.417921267,2,0.8834,0
13,2,1,16,28,75,6,14,9,0.780444444,197,0.83190962,0,0.535925746,0.194010084,1,3,16.447838311,3,1.0116,0
2,1,0,3,2,1,6,2,2,2.0,7,0.0,0,0.029443673,0.75,0,0,2.564175989,1,0.9991,0
2,3,0,4,2,0,1,4,2,0.0,17,1.0,1,0.921515248,0.653396322,1,1,8.631362092,1,0.5064,0
1,1,0,4,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,0.9994,0
3,3,0,5,17,3,5,4,3,2.0,57,0.065776642,0,0.907999697,0.537190727,0,0,12.232199607,2,1.7625,0
11,1,0,9,44,5,4,10,11,0.826963432,389,0.973951197,1,0.0,0.310381119,0,0,25.144251205,5,2.811,0
16,2,1,12,42,71,1,13,4,0.740710029,299,0.709806271,1,0.403044319,0.24122616,1,1,14.190700908,4,0.9938,0
5,3,0,5,10,1,2,4,3,0.541393174,31,1.0,0,0.840219151,0.365953932,1,1,6.551687426,0,0.7418,0
6,4,0,12,28,8,1,10,4,0.524156187,86,1.0,0,0.592653857,0.445123973,1,1,13.868759403,2,0.8751,0
14,2,0,14,30,43,3,13,14,0.859525067,80,0.907306108,0,0.505834427,0.209783187,1,1,7.01661044,1,0.8008,0
1,1,0,2,2,0,0,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
19,2,0,13,29,170,6,9,15,0.797469667,132,1.0,1,0.43056039,0.251501466,1,2,5.400613781,1,0.885,0
2,2,0,9,9,0,1,12,6,0.644693522,34,1.0,0,0.790635767,0.272364698,1,1,3.756399722,1,0.8708,0
12,1,0,18,36,10,4,18,1,0.884692437,371,0.729937972,1,0.016826744,0.38429073,1,0,74.532755562,10,5.2917,0
13,3,0,10,27,37,1,10,9,0.653486601,112,1.0,2,0.694545163,0.249813966,1,1,14.741010614,4,1.7178,0
10,1,0,11,16,22,2,1,5,0.741947227,81,1.0,1,0.0,0.449803223,0,0,6.500255699,1,0.8039,0
