wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
18,2,0,15,45,110,2,13,11,0.753391087,253,0.717922482,0,0.346850941,0.246524514,1,1,13.822884974,4,1.0299,0
3,5,0,12,8,1,4,0,2,0.0,15,1.0,1,0.90335604,0.689306667,0,0,4.608987681,1,0.3924,0
2,6,0,3,7,0,1,1,2,0.129362363,26,1.0,0,0.960076392,0.655157316,0,0,8.899418488,1,0.5,0
7,3,0,7,27,6,1,8,5,0.169162085,127,0.983878058,1,0.761284991,0.320385804,1,1,5.711120231,1,1.2937,0
21,1,0,23,46,106,5,15,9,0.764139625,178,0.998072039,2,0.090100861,0.302761882,0,0,11.180541705,3,1.0326,0
6,2,0,8,15,0,3,5,4,0.0,61,0.976979769,1,0.525100979,0.429129009,1,1,8.521613431,1,0.7042,0
0,1,0,2,0,0,1,2,0,1.947295957,2,0.0,0,0.056650024,0.041300572,0,0,1.438413116,0,0.1505,0
6,2,0,12,13,4,1,10,1,0.583140775,45,1.0,1,0.531913249,0.286791278,1,1,14.97823129,1,1.0505,0
2,1,0,6,10,1,1,4,2,0.13817089,56,0.999536473,1,0.0,0.596533968,0,0,16.41884746,2,1.0051,0
1,1,0,5,2,3,3,1,2,2.0,2,0.0,0,0.0,0.826896193,0,0,0.0,1,1.0,0
5,1,0,6,27,2,2,9,5,0.395925778,155,0.998601594,1,0.0,0.427686348,0,0,32.181237537,5,1.8545,0
4,2,0,5,8,17,4,0,2,0.470408052,28,0.414255899,0,0.158164,0.6683776,0,0,9.903630067,1,0.6632,0
8,3,0,15,22,46,2,7,5,0.563718033,90,1.0,0,0.676392904,0.253828166,1,1,8.690471569,1,0.6591,0
2,3,0,3,6,0,2,4,2,0.863143753,16,1.0,1,0.995733901,0.655886226,0,0,6.971574049,1,0.5025,0
3,1,0,4,11,0,1,3,3,0.0,31,1.0,1,0.0,0.507918722,0,0,4.853202065,1,0.5033,0
15,2,1,15,31,87,9,11,11,0.83500298,123,1.0,0,0.400020276,0.210529759,1,1,10.775959484,3,0.9978,0
27,1,0,24,47,287,1,13,22,0.852278899,187,1.0,0,0.062342304,0.130885111,0,0,11.156930304,1,1.1595,1
3,3,0,5,6,6,1,5,2,2.0,70,0.0,7,0.888596961,0.429547376,1,1,4.368889667,1,0.4675,0
5,1,0,6,11,11,2,2,4,0.660278703,168,0.692640564,0,0.040719414,0.378222678,0,0,25.73515565,3,0.6349,0
2,1,0,4,3,1,1,4,2,1.903328421,26,0.000439873,1,0.0,0.762270145,0,0,9.522019593,1,0.5,0
5,3,0,1,4,3,2,4,1,1.558929803,16,0.0,0,0.933187054,0.65963657,1,1,4.882813491,1,0.3234,0
2,3,0,4,7,12,2,4,2,0.0,14,1.0,1,0.915183999,0.667920184,1,1,6.295595964,1,0.4553,0
2,3,1,6,3,3,2,5,6,0.00433531,41,0.949550393,1,0.84091595,0.673836965,1,1,7.92169215,1,0.6972,0
8,1,0,6,33,2,5,7,3,1.961705648,163,0.043731872,0,0.0,0.304246796,0,0,19.075075874,6,2.2127,0
21,3,0,14,32,138,6,11,8,0.780091724,283,1.0,2,0.396909043,0.228071838,1,1,8.066105247,3,1.1027,0
5,3,0,3,17,3,0,13,5,0.503547837,85,1.0,0,0.677941805,0.490865077,0,0,5.239788754,0,0.7216,0
5,2,0,12,18,5,1,7,6,2.0,38,0.0,0,0.882063166,0.535711283,1,1,6.224688359,1,0.663,0
6,3,0,6,25,3,0,5,4,2.0,16,0.045772238,0,0.885007942,0.667456707,1,1,5.862248078,1,0.7884,0
19,2,0,10,33,19,3,12,11,0.787708718,224,0.995463259,1,0.362394816,0.212746487,1,2,16.71577751,8,0.8686,0
2,1,0,3,19,1,0,1,3,2.0,216,0.029750708,0,0.009558317,0.648311618,0,0,71.784531707,1,0.4533,0
1,1,0,10,1,0,63,1,1,1.999988031,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
7,4,0,6,25,5,1,6,4,0.586804335,221,0.99826126,0,0.740210396,0.28607948,2,2,18.576133906,3,1.0407,0
14,3,0,5,24,4,1,4,10,0.199569042,127,1.0,0,0.750761271,0.347268063,2,8,4.528429927,2,0.9364,0
26,2,0,14,39,370,2,1,20,0.816225181,272,1.0,3,0.050357403,0.262655012,0,0,7.359540491,6,1.0766,0
5,3,0,11,22,1,1,10,1,0.535857918,84,0.973938151,0,0.874829145,0.412421173,1,1,6.56085232,1,0.4072,0
1,5,0,0,2,0,1,1,1,2.0,4,1.0,0,0.965546431,0.984453278,0,0,5.175397409,0,0.024,0
19,1,0,41,25,41,3,4,8,1.989414615,171,1.0,3,0.582267438,0.516875607,0,0,20.329107762,1,0.948,0
2,1,0,6,10,0,2,6,2,0.248233406,35,1.0,1,0.0,0.475869499,0,0,10.995227852,1,0.3296,0
10,3,0,5,30,36,1,0,9,0.221516012,51,0.987052988,0,0.740703531,0.620864807,2,5,16.267268402,2,0.9307,0
16,2,0,6,29,96,2,8,19,0.530758833,170,1.0,5,0.0,0.391983507,0,0,3.473023395,1,0.8689,0
11,1,0,5,27,8,4,6,1,0.426755177,360,0.913137194,1,0.0,0.420409319,0,0,32.967895134,0,3.4164,0
14,1,0,11,27,0,1,14,4,0.857751529,118,1.0,1,0.337277545,0.193354946,1,1,7.373033497,3,1.2047,0
6,1,0,11,10,9,0,1,5,0.348820742,64,0.788050815,2,0.0,0.385663484,0,0,11.30948345,2,0.9805,0
1,2,0,8,0,0,1,2,2,2.0,22,0.250216819,0,0.0,0.760126041,0,0,0.02001298,1,0.0,0
3,3,0,4,4,5,1,2,2,0.0,16,1.0,1,0.999675877,0.680396108,1,1,6.429886616,1,0.5066,0
25,2,0,18,36,217,8,17,24,0.862423805,212,0.996299925,2,0.309703843,0.20668156,1,2,10.14192485,2,0.8829,0
14,1,17,14,25,38,19,9,7,1.130692465,82,1.0,1,0.451395196,0.199244637,1,1,5.730656001,5,0.9971,0
3,1,0,4,2,1,2,0,2,2.0,2,0.0,0,0.0,0.785950814,0,0,0.298708529,1,1.0,0
15,2,0,14,30,48,4,16,13,0.90256743,81,1.0,2,0.436920652,0.192325475,1,2,4.849202125,2,0.9726,0
9,4,0,8,40,18,0,9,10,0.175371187,228,1.0,1,0.628928545,0.652860418,2,7,9.481448862,1,1.1141,0
9,3,0,6,17,13,2,6,9,0.627205089,95,0.415774673,2,0.00476018,0.333484642,0,0,4.621933804,5,1.3936,0
21,3,0,15,29,0,0,17,3,0.248724095,136,0.997485434,1,0.753891359,0.328731374,1,1,84.219320887,0,0.8568,0
5,1,0,4,7,0,4,2,4,0.064457912,42,1.0,0,0.0,0.448689137,0,0,7.459605009,1,0.6765,0
15,1,0,9,24,7,4,7,7,0.703557205,78,1.0,1,0.077758917,0.298765233,0,0,7.467219741,3,1.1719,0
1,4,0,1,9,0,0,1,4,1.971034568,22,1.0,0,0.952270012,0.78682979,0,0,4.286484782,0,0.0,0
2,3,1,6,5,1,2,4,2,0.113685306,18,1.0,1,0.965172885,0.642335572,1,1,4.819932761,1,0.4911,0
14,3,0,4,27,37,2,8,10,0.267857817,67,0.959819666,0,0.801370273,0.595894549,2,8,7.561996589,1,0.83,0
1,1,0,126,7,6,94,2,2,2.0,1,0.0,0,0.0,0.579446801,0,0,0.0,1,1.0,0
4,3,0,9,6,0,1,8,4,0.265759523,73,1.0,1,0.850785945,0.478825855,1,1,7.329904405,1,0.7085,0
2,1,0,3,10,0,1,5,2,0.0,38,1.0,0,0.0,0.585046954,0,0,21.450828416,1,0.5,0
2,2,0,10,7,18,10,3,2,0.032256597,15,1.0,0,0.914678393,0.66793874,0,0,4.451204923,1,0.6673,0
2,1,0,6,2,1,4,1,2,2.0,2,0.0,0,0.0,0.745833761,0,0,0.051811586,1,1.0,0
10,3,0,16,28,18,3,15,7,0.806433225,68,0.664709314,0,0.749442034,0.232222918,1,1,9.09127295,1,0.6598,0
1,2,0,4,2,0,1,2,1,2.0,5,0.0,0,0.946106125,1.0,0,0,3.448248272,0,0.0,0
12,1,0,6,44,24,0,8,10,0.923102455,117,1.0,0,0.002887237,0.249794226,0,0,8.268923276,1,1.0011,0
4,2,3,1,15,8,1,7,6,0.649024526,52,0.266104171,1,0.276226275,0.488493188,0,0,6.036718844,1,0.7653,0
3,1,0,3,8,1,1,2,2,0.607824617,30,0.0,0,0.0,0.639388452,0,0,3.34935059,1,0.6667,0
4,5,0,3,10,0,1,1,2,0.838096805,48,0.959210392,0,0.803788813,0.579046405,0,0,11.053472651,1,0.9345,0
1,1,0,18,1,0,14,8,1,2.0,1,0.0,0,0.0,0.848715873,0,0,0.000138236,1,1.0,0
9,2,2,9,7,25,3,4,7,0.735216011,93,1.0,0,0.006645817,0.382707788,0,0,4.868039358,2,1.1895,0
16,2,0,15,21,164,4,5,15,0.920716431,177,1.0,1,0.462906664,0.168374595,1,2,3.218925765,1,0.9956,0
4,2,0,7,9,2,1,3,3,0.037500163,23,0.989818353,1,0.912110927,0.589927349,0,0,14.929337939,1,1.0,0
20,2,0,11,46,83,2,27,5,0.786303662,300,0.995835882,2,0.372181497,0.297708298,1,1,16.011170379,4,1.5313,0
1,1,0,18,1,1,17,1,2,2.0,2,0.0,0,0.0,0.980915053,0,0,0.0,1,1.0,0
2,5,0,9,9,0,1,1,3,0.306591159,23,0.954572486,0,0.942695883,0.612994768,0,0,9.861104843,1,0.3985,0
2,1,0,6,2,1,4,2,2,2.0,2,0.002840943,0,0.002494421,0.642138918,0,0,0.078110598,1,1.0215,0
51,2,0,13,43,1193,3,17,44,0.706369346,529,0.96320165,3,0.347892968,0.072406929,1,0,10.214326396,2,1.1894,0
2,1,0,7,11,1,1,1,3,2.0,56,0.0,0,0.0,0.511819015,0,0,25.672668394,6,3.0045,0
8,3,0,7,12,5,1,6,6,0.555631683,25,0.331297553,2,0.855574779,0.425787399,1,1,12.379817779,1,0.6933,0
3,1,0,8,17,7,1,3,2,1.047168,60,0.974596462,0,0.0,0.591731928,0,0,9.459874588,2,1.0888,0
10,2,0,8,14,15,3,7,7,0.39811478,69,0.99926006,2,0.558272361,0.352799506,1,1,8.70120936,1,0.808,0
17,2,0,12,40,76,4,19,15,0.718573044,252,0.97315857,0,0.311580227,0.22447279,1,1,7.540755998,4,1.0018,0
27,1,4,20,34,85,7,14,20,0.647600003,134,1.0,1,0.031058732,0.246643319,1,1,9.552406517,5,0.9242,0
14,4,0,14,17,46,2,12,11,1.581856708,90,0.97278014,1,0.003151385,0.415119955,0,0,4.878034252,1,1.0,0
3,3,0,4,8,11,1,6,3,1.981776108,20,0.105829583,0,0.833717503,0.489848206,1,1,5.842882141,1,0.3415,0
19,2,0,9,58,246,4,23,28,0.73656928,307,1.0,5,0.372684067,0.158157362,1,1,9.433355571,5,0.9935,0
1,1,0,12,1,0,12,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,3,0,8,21,0,1,8,4,0.242569105,64,1.0,2,0.557689685,0.356152017,1,1,9.209643358,2,0.5852,0
1,1,0,0,1,0,0,0,1,1.980697656,1,0.0,0,0.006923389,1.0,0,0,0.0,1,1.0,0
7,2,0,8,21,1,1,5,4,0.027749582,68,1.0,1,0.60464922,0.408636201,1,1,17.949897219,1,0.8718,0
8,1,3,5,12,14,11,1,7,0.514707888,57,1.0,1,0.125055759,0.462367477,0,0,5.439214828,1,0.6649,0
13,3,0,10,35,23,1,6,3,0.637322383,189,1.0,0,0.736557341,0.311863457,1,1,25.349495841,4,1.6963,0
16,1,0,57,9,141,66,0,9,2.0,2,0.00715954,0,0.0,0.420861914,0,0,0.002748934,1,0.9206,0
3,3,0,4,7,9,1,6,2,0.126954125,31,0.929486196,0,0.988518314,0.490561033,1,1,6.873531935,1,0.5272,0
5,3,0,12,20,8,1,12,2,0.53396798,64,1.0,0,0.903510584,0.472313924,0,0,12.83438653,1,0.4265,0
8,3,0,12,33,0,2,18,5,0.66568093,87,1.0,0,0.758429978,0.367157485,1,1,24.515365576,2,1.1662,0
1,1,0,8,1,0,70,23,1,1.998628485,1,1.2816e-05,0,0.0,1.0,0,0,0.0,1,1.0,0
5,1,0,4,11,1,5,2,3,0.486099815,60,1.0,0,0.0,0.592334696,0,0,13.903909313,2,0.9958,0
2,1,0,6,1,0,4,0,1,1.998542752,2,0.0,0,0.0,1.0,0,0,0.08670362,1,1.0,0
2,4,0,3,4,0,3,0,3,1.986036433,16,0.844710808,0,0.990137047,0.838814863,0,0,6.383915854,0,0.0,0
2,4,0,3,11,0,2,1,2,0.187783493,20,0.703215109,2,0.964135077,0.731317062,0,0,11.126178308,1,0.5074,0
6,1,0,16,24,14,1,3,2,1.056368545,89,0.002223424,0,0.0,0.294566751,0,0,14.589908436,2,6.5822,0
11,1,0,15,50,4,4,27,7,0.56653573,403,0.921104767,2,0.232699116,0.189313084,0,0,33.178791185,4,2.1199,0
2,1,0,6,9,0,0,6,2,0.040590765,32,1.0,3,0.0,0.609332946,0,0,27.924831453,1,0.4762,0
7,3,0,16,39,20,3,5,6,0.654148892,164,1.0,2,0.060975028,0.328550109,0,0,29.593362977,1,1.3355,0
2,3,0,4,10,0,1,6,3,0.18440149,62,0.155265523,1,0.884376196,0.453607234,0,0,12.687584683,1,1.0013,0
