wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
10,4,1,13,67,28,1,12,3,0.697219663,583,1.0,3,0.685863428,0.237741821,2,4,38.382816475,11,1.9519,0
8,4,0,17,31,169,1,7,7,0.748235644,201,1.0,0,0.885059324,0.375900351,1,1,30.262208397,4,1.381,0
21,4,0,7,68,17,2,8,12,0.67345358,526,1.0,1,0.808683724,0.166990294,1,3,25.664437994,1,1.2354,1
3,1,0,2,2,1,1,2,2,1.977460267,32,0.0,0,0.0,0.716638984,0,0,13.754972702,1,0.7705,0
6,3,0,8,26,14,2,2,5,0.728393729,162,1.0,1,0.087584745,0.315444932,0,0,10.757847141,2,0.9874,0
8,4,0,7,25,3,1,7,4,0.669507064,149,1.0,1,0.906114192,0.546000586,0,4,25.654843759,1,0.9401,0
5,3,0,9,21,1,1,8,5,0.578717149,166,1.0,1,0.851456288,0.358864296,0,0,19.387927213,2,1.996,0
6,5,2,3,30,30,1,6,7,0.728327386,322,0.973004996,1,0.813605303,0.383304617,3,6,35.36849529,1,1.0462,0
10,3,0,7,26,11,2,5,9,0.69495647,156,0.853761888,0,0.872344574,0.355334796,2,0,49.351134946,1,0.9849,0
7,4,0,5,34,5,1,6,3,0.70458063,589,1.0,0,0.869399614,0.478051174,2,2,51.347777524,1,1.3828,0
22,4,1,19,71,93,7,18,19,0.741040393,1078,0.927159684,4,0.797648008,0.114059725,0,3,32.085945849,2,1.1375,3
8,1,0,4,25,5,12,2,7,0.580403783,59,0.956852019,0,0.0,0.277057394,0,0,27.233377986,6,2.1333,0
7,1,0,8,8,15,7,1,5,2.0,99,0.0,1,0.0,0.590229829,0,0,1.522532368,1,1.6008,0
9,3,0,25,62,22,1,9,9,0.818728127,795,0.432275733,2,0.297430415,0.350623635,0,0,57.002968093,3,1.926,2
2,1,0,1,3,1,1,0,2,2.0,45,0.0,0,0.0,0.76956572,0,0,19.864243694,8,3.7903,0
14,3,0,18,30,12,0,9,13,0.333493086,155,1.0,1,0.758823711,0.454070426,0,0,16.000921618,2,1.3936,0
6,1,0,2,9,17,1,0,7,1.983709022,242,0.010656903,0,0.0,0.381604068,0,0,21.865420755,7,2.7579,0
26,4,0,17,83,167,3,16,15,0.891369042,664,0.849168261,1,0.615207573,0.239058201,3,3,19.035884987,5,1.2516,1
8,3,0,6,51,25,1,6,7,0.769475739,422,0.874852934,0,0.825138925,0.406798059,1,1,45.368658808,2,1.2802,0
3,1,0,1,17,95,1,0,13,1.007827271,105,0.982848568,0,0.007818133,0.500769595,0,0,8.526519943,7,1.2638,0
3,3,0,3,6,2,0,5,4,0.305930258,78,1.0,0,0.0,0.88232039,0,0,12.873494496,1,1.2224,0
2,1,0,5,3,3,15,0,3,2.0,11,0.064100182,0,0.0,1.0,0,0,0.0,1,0.9792,0
3,5,0,2,16,1,0,1,1,0.060162631,83,1.0,0,0.911422481,0.672634786,1,1,27.047914615,1,0.8253,0
4,1,0,4,2,6,2,1,2,1.463774129,8,0.295585905,0,0.0,0.561390438,0,0,1.787564287,1,0.8178,0
22,3,0,17,77,87,1,17,19,0.782208024,442,1.0,1,0.654481077,0.10272194,1,1,19.084473465,2,1.0624,0
4,4,0,7,46,7,0,8,4,0.8132926,210,1.0,0,0.940439054,0.60060437,2,5,50.894435464,7,2.0458,0
6,3,0,3,32,1,0,4,5,0.812116156,108,0.878742964,1,0.882988964,0.794838933,1,1,21.559313547,1,0.7716,0
9,3,0,13,20,14,0,11,12,0.866973662,109,1.0,0,0.799756807,0.416654655,0,0,8.373958466,6,1.4618,0
2,2,0,6,4,2,1,8,1,1.998155549,144,0.066764127,0,0.925579829,0.774090634,1,1,60.377467755,0,0.777,0
5,1,0,6,24,3,2,1,7,0.61313454,84,1.0,0,0.0,0.463019348,0,0,34.098635386,4,2.8857,0
4,3,0,6,41,24,0,9,4,0.775454641,398,1.0,0,0.98039533,0.620814585,2,5,55.2978515,12,0.7679,0
19,1,34,78,22,122,73,5,16,0.834062503,114,0.978037187,4,0.09819449,0.277204935,0,0,7.944174126,3,1.0083,0
5,1,0,7,18,0,0,7,5,0.535972904,85,1.0,0,0.0,0.802905782,0,0,16.174058947,1,1.0959,0
4,4,0,6,35,11,0,5,1,1.997306155,321,0.992547839,0,0.98223686,0.730759468,3,5,31.891810406,9,4.9615,0
19,1,1,18,55,52,5,13,11,0.778809521,425,1.0,2,0.762521132,0.178563338,0,1,18.615804567,3,1.0506,0
5,2,0,3,12,12,2,1,8,0.876327065,66,1.0,0,0.969396448,0.425262729,1,5,10.753949002,4,1.5053,0
8,3,0,4,44,8,5,3,8,0.729228973,167,0.988498317,0,0.867609882,0.39545558,1,1,49.704732829,1,0.7683,0
8,3,0,7,31,41,2,6,3,0.657542197,232,0.919169602,0,0.863397258,0.254844449,1,1,30.925596602,1,0.757,0
10,3,0,28,20,178,1,8,11,0.613220469,112,0.986778087,0,0.939358258,0.630389713,2,4,18.245544115,12,1.3863,0
3,1,0,3,13,6,0,7,5,0.520570401,69,0.97190705,0,0.0,0.825588327,1,0,10.797400462,3,1.8432,0
4,5,0,5,18,8,4,5,4,0.05063775,199,0.988392239,0,0.966735475,1.0,1,1,27.469965731,3,1.3684,0
11,1,0,6,16,22,0,2,9,0.655241884,117,1.0,0,0.201198049,0.848726546,0,0,2.152956591,3,0.6341,0
10,3,0,7,49,12,0,6,7,0.81748984,330,0.998584295,1,0.908072757,0.307767201,1,1,32.958309755,2,1.001,0
18,2,0,7,49,52,7,7,9,0.770106031,696,0.966522155,2,0.675357576,0.326246203,1,3,37.749810028,10,1.6968,2
19,2,1,5,56,2,1,10,16,0.649780646,405,1.0,1,0.629109284,0.274268809,1,1,14.140592901,1,1.0221,0
7,3,0,8,64,89,7,2,7,0.756871759,737,0.992674802,2,0.79892178,0.332466174,1,1,31.694157692,9,1.453,2
20,1,0,19,76,85,2,8,16,0.750748221,589,0.998072854,4,0.807390376,0.309392771,0,2,24.92001082,7,1.1547,1
6,1,0,8,45,0,0,3,6,0.447045193,102,1.0,4,0.063653997,0.900100278,0,0,9.77508225,5,1.1144,0
3,3,0,2,18,9,0,2,3,0.621640103,86,1.0,0,0.868661259,0.657532636,0,0,27.143991722,1,0.9325,0
19,3,1,8,44,52,2,13,12,0.825789903,380,1.0,2,0.000891836,0.139287555,0,0,15.365788204,6,1.6351,0
11,1,0,5,37,71,3,1,13,1.991415951,366,0.084217518,0,0.005867514,0.384990047,0,0,25.971193013,1,0.6823,0
5,1,0,1,18,0,7,0,3,0.273678937,92,1.0,0,0.0,0.656488006,0,0,15.118086978,0,1.0218,0
11,1,5,4,12,42,11,1,11,0.376142666,280,0.986949113,0,0.0,0.695113141,0,0,11.257509332,7,1.4391,0
19,4,0,13,36,4,3,8,10,0.706405304,453,0.673991731,1,0.728599052,0.446117451,1,3,34.380541192,11,2.0905,0
2,2,0,9,24,1,1,7,2,1.911887898,67,0.820745774,0,0.982749691,0.983730473,0,0,29.03053564,1,0.4982,0
7,1,0,7,81,159,12,6,4,0.869150188,495,0.998544197,1,0.0,0.158675368,0,0,87.809539239,4,2.1049,3
6,2,1,3,11,9,1,1,1,0.069028008,69,0.977796582,0,0.721445986,0.556944413,1,1,14.139641401,2,1.8131,2
10,2,0,6,43,29,3,0,5,0.714673259,52,1.0,0,0.919944532,0.591445392,4,5,29.185179128,3,1.5782,0
3,2,0,5,20,1,1,7,3,0.99623661,82,0.830743485,0,0.954291304,0.964594552,0,0,100.510338042,1,0.7836,0
3,3,0,6,4,3,6,3,5,2.0,23,0.985828042,0,0.990375643,0.708029651,0,0,46.558377967,1,0.6557,0
14,4,0,47,24,3,87,6,16,0.389451302,196,1.0,1,0.097548592,0.342385157,0,0,9.09383313,2,1.2183,0
4,1,0,2,16,2,2,2,4,0.845619864,160,1.0,0,0.0,0.662341623,0,0,25.083487503,5,2.0916,0
4,1,0,5,5,7,11,1,4,2.0,6,0.004848007,0,0.0,0.985105693,0,0,0.934608098,1,1.0,0
25,1,1,24,48,57,20,20,16,0.368831221,476,1.0,0,0.046704863,0.304175435,0,0,26.686336671,32,1.1345,0
4,2,0,3,17,13,1,4,4,0.293479927,69,0.971677782,0,0.789152553,0.926159758,1,1,15.117032751,5,2.2888,0
15,2,0,3,13,6,4,1,16,0.333523765,60,0.99431155,1,0.407704929,0.49092336,1,7,29.993991185,1,1.011,0
3,1,0,2,15,3,2,2,2,0.925118052,38,0.034246515,0,0.002503692,0.666666667,0,0,28.26181008,2,0.7432,0
4,3,0,4,25,3,6,7,4,1.929233348,97,1.0,0,0.935939783,0.743182698,0,0,43.576888995,1,0.6634,0
13,1,0,7,26,15,6,1,5,0.730354747,133,1.0,1,0.0,0.264542992,0,0,6.331255154,6,1.7874,2
11,3,2,24,60,86,15,7,11,0.596514438,245,0.667802355,1,0.790397416,0.213112889,1,1,17.351759148,5,1.8996,1
