wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
31,3,1,22,95,636,2,16,25,0.958887606,816,0.976897419,1,0.480224546,0.133439106,0,0,22.590880517,14,1.5374,1
2,3,0,2,8,1,0,4,2,2.0,28,0.0,0,0.99099123,0.97217948,0,0,20.589711819,1,0.5,0
11,3,0,11,71,40,0,11,16,0.607132932,681,0.999507973,0,0.767119245,0.290256478,1,0,43.077726009,19,3.5373,0
8,1,0,6,9,17,2,0,7,0.36848308,89,0.468150986,0,0.0,0.395518999,1,1,8.371094977,4,1.0371,0
8,4,2,4,8,0,21,1,4,0.512549117,113,1.0,0,0.841052969,0.710592877,2,4,6.632685445,1,0.6381,0
7,3,0,6,40,26,0,3,5,0.695388297,125,1.0,0,0.867422873,0.44613528,1,1,24.442522721,4,0.8906,0
9,2,0,5,17,47,3,1,4,0.534741006,88,1.0,0,0.439231053,0.42749026,0,0,14.511081337,1,0.8841,1
14,1,0,9,37,152,10,6,13,0.746482327,388,0.862714374,8,0.0,0.222928514,0,0,9.09837446,4,1.048,0
2,1,0,13,3,3,1,6,2,1.984784686,3,0.054319301,0,0.0,1.0,0,0,7.245886712,1,0.75,0
2,3,0,3,9,1,1,3,2,2.0,21,0.0,0,0.942020855,1.0,0,0,20.649923146,1,0.5126,0
22,1,0,5,44,63,1,5,18,0.865429491,375,0.958736932,0,0.002995099,0.315331022,0,0,16.079955501,8,1.728,0
9,1,26,50,12,20,26,2,4,0.702216835,96,1.0,0,0.0,0.707043082,0,0,8.515302757,5,1.5314,0
6,1,0,3,16,33,9,1,8,0.877045471,147,0.990746788,0,0.0,0.183427877,0,0,18.430978537,2,1.1753,0
2,1,0,2,2,0,2,1,4,1.906463178,1984,0.0,0,0.016402914,0.891694688,0,0,1.011000179,1,0.1375,0
3,1,0,6,2,4,4,1,3,1.858912147,22,0.0,0,0.009501545,0.560572877,0,0,60.718050022,1,1.5244,0
4,2,0,4,15,7,1,5,3,1.905972658,95,0.0,0,0.614859918,0.414490709,0,0,16.930543236,2,0.7482,0
5,1,1,4,8,6,0,1,4,0.859883292,145,0.960702115,0,0.0,0.902233598,0,0,25.594749591,4,1.7763,0
20,1,0,24,92,218,11,15,4,0.692067065,888,0.944798269,6,0.155848146,0.34406103,0,0,47.386839607,11,3.7951,1
22,2,3,19,67,237,14,20,12,1.392355602,297,0.970714691,0,0.000296885,0.138279093,0,0,18.946241146,7,2.0175,0
3,4,2,1,9,13,25,4,2,2.0,21,0.0,0,0.985925937,0.93682917,3,4,26.096863652,2,0.4549,0
6,3,0,9,33,7,0,10,4,0.609932951,314,1.0,0,0.792346286,0.340276821,2,2,20.067829967,1,0.8652,0
4,1,1,5,4,5,5,3,6,0.095736945,23,0.0,0,0.157998357,0.508321496,0,0,0.015262179,1,0.737,0
6,1,0,2,8,3,1,1,3,0.590614326,38,1.0,0,0.0,0.694535224,0,0,10.847604177,1,0.8219,0
6,4,0,3,30,10,1,10,8,0.671612507,245,0.988800784,0,0.972620898,0.98938622,1,1,225.742083026,4,0.7925,0
22,1,0,33,79,352,2,4,8,0.916163539,367,0.982477709,2,0.0,0.273201774,0,1,33.181580785,8,2.68,0
7,6,0,9,28,13,1,8,6,0.758294569,164,0.989288414,0,0.920803432,0.393739095,4,9,18.500665953,2,0.9989,1
3,1,0,19,3,3,20,0,3,2.0,4,0.0,0,0.000809967,1.0,0,0,0.0,1,1.0,0
