wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
6,1,0,4,5,16,2,1,5,0.205231619,13,0.999250251,0,0.0,0.666666667,0,0,27.41081046,1,0.6626,1
5,1,2,4,54,10,22,18,5,0.570640698,146,0.038546855,0,0.0,0.286341061,0,0,30.405037476,2,2.0792,0
86,1,0,74,173,540,15,47,71,1.009269048,3910,0.969387879,4,0.0,0.090352395,0,0,28.045932338,13,2.162,35
6,1,0,5,7,5,4,3,3,0.705099384,45,1.0,1,0.0,0.419190241,0,0,4.581746624,1,0.651,0
6,1,0,7,8,5,9,4,7,0.5,31,1.0,1,0.00112419,0.43439629,0,0,4.025155324,1,0.8153,0
11,1,0,43,27,34,5,2,10,0.310969138,154,1.0,1,0.010335163,0.346080881,1,1,10.726288003,6,1.99,3
3,1,0,6,3,1,5,4,1,1.999111055,11,0.207407657,0,0.0,0.934431868,0,0,41.813775591,1,0.3453,1
11,2,0,7,31,27,1,6,6,0.228208955,84,0.914376112,1,0.109369965,0.372758203,0,0,15.830543961,2,0.9164,1
10,1,0,4,5,15,1,4,4,2.0,177,0.000935689,0,0.036001481,0.488537876,0,0,0.772554012,7,1.0326,2
6,1,0,4,10,0,2,0,6,0.142249502,85,1.0,0,0.0,0.436715592,1,1,13.469615956,4,1.3576,2
82,1,0,75,314,117,39,48,72,0.990835896,4035,0.877251813,4,0.0,0.223760489,0,0,32.924519782,13,2.0893,36
11,2,0,8,19,3,1,10,8,0.496501594,162,1.0,1,0.38551202,0.570212163,0,0,7.498847082,2,1.3475,1
80,1,0,73,165,2991,14,49,51,0.895494193,540,0.974403194,4,0.0,0.111480697,0,0,23.044422238,13,2.2054,35
4,1,0,5,2,4,3,3,10,2.0,11,0.0,0,0.0,0.509992738,0,0,0.0,1,1.0,1
9,1,0,7,42,37,6,3,11,0.295800732,131,0.854805095,2,0.0,0.297852992,1,1,10.195692339,4,1.298,1
9,1,0,42,17,16,3,1,10,0.978660866,142,1.0,1,0.450234708,0.280697757,1,1,13.826249755,2,1.3038,0
6,1,3,6,8,14,4,2,6,0.481000946,51,0.983242739,1,0.0,0.437698368,0,0,2.996051882,1,0.7526,0
3,1,0,2,4,0,2,0,2,0.5,7,1.0,0,1.7964e-05,0.657034612,0,0,2.459089317,1,0.6979,0
17,1,2,7,27,2,2,15,7,0.376706046,240,1.0,1,0.893363331,0.314284849,3,7,24.808028279,2,0.9593,6
23,3,1,14,70,123,1,14,9,0.630424725,474,0.962971129,0,0.710140453,0.182615251,1,8,19.757230946,4,1.5328,2
9,2,0,8,18,6,4,4,9,0.820347494,115,1.0,2,0.234289949,0.434046111,1,4,11.643275649,2,1.007,0
5,1,0,1,4,1,10,1,3,0.115542969,17,1.0,1,0.030463011,0.392442508,0,0,4.488934436,1,0.7553,0
3,1,0,2,5,1,15,1,3,0.64090084,19,0.962121427,1,0.0,0.673633457,0,0,2.27531346,12,0.6523,0
66,1,0,4,47,101,8,1,4,1.567941367,2016,0.363985616,1,0.0,0.318831455,0,1,29.415478993,9,1.9258,3
23,3,1,16,67,124,1,14,8,0.625260275,464,1.0,0,0.649531796,0.166081086,1,8,18.851810897,4,1.5082,2
10,1,0,7,20,26,9,2,10,0.705011513,124,0.841538605,1,0.010482544,0.295431078,1,1,9.747314334,2,1.161,1
6,1,0,20,81,14,0,4,2,2.0,668,0.0,0,0.0,0.248983625,0,0,122.763831137,19,4.4014,2
5,1,0,7,31,1,5,2,13,0.257936186,88,0.087231398,1,0.0,0.337983068,0,0,1.956194908,2,0.7915,2
20,6,0,14,45,119,3,8,15,0.87956732,1466,0.904698795,0,0.484571724,0.366072198,2,2,77.817974562,9,1.7564,3
12,1,0,13,13,12,11,1,9,0.499579732,125,1.0,2,0.0,0.333427296,0,0,1.174440643,1,0.6534,1
3,1,0,4,2,1,13,2,3,1.961397513,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
38,6,4,6,4,15,1,3,7,0.545045506,160,0.898250318,1,0.0,0.340127882,0,0,14.85134155,1,0.9454,3
15,1,0,31,48,1,32,3,15,0.927261726,447,0.512941713,0,0.0,0.296614029,0,0,20.502502049,6,0.9913,4
3,1,0,4,3,1,6,0,3,0.5,16,1.0,1,0.0,0.66318169,0,0,2.548092758,1,0.6137,0
4,1,0,6,8,6,5,4,7,0.673750807,29,1.0,1,0.0,0.377841998,0,0,10.135307512,4,0.7472,1
4,1,0,8,10,8,8,1,5,2.0,10,0.0,0,0.022303424,0.561848787,0,0,0.0,1,1.0,1
4,1,0,5,8,67,3,2,6,0.952710894,33,1.0,1,0.0,0.501406294,0,0,14.09637309,4,1.0386,0
28,2,1,33,146,413,2,19,21,0.893459081,1446,0.865529122,1,0.282665021,0.111888693,1,8,43.660070559,5,1.6604,12
7,4,0,7,30,6,8,6,6,0.489117568,34,1.0,1,0.894825008,0.354633949,0,0,24.212861926,1,0.761,0
6,1,0,7,9,4,4,4,5,0.863621361,38,1.0,1,0.020656599,0.493312207,0,0,7.396559558,1,0.6757,0
