wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
3,2,0,9,7,1,1,4,2,2.0,120,0.0,0,0.903133708,1.0,0,0,14.625124147,2,3.7754,0
5,5,0,3,7,1,0,3,1,2.0,3,0.075663965,0,0.861684399,0.942394421,4,0,4.068354682,1,1.0163,1
5,1,0,19,11,10,3,3,6,0.229513117,61,0.954562403,0,8.038e-06,0.525561941,0,0,10.127791525,3,1.2643,0
13,1,4,4,18,5,6,2,7,0.666830971,105,0.978682261,0,0.0,0.549079091,0,0,9.15423089,1,0.894,1
5,1,0,5,3,3,10,1,1,2.0,8,0.0,0,0.001437921,0.913132839,0,0,0.0,1,1.0,0
2,2,0,4,9,5,1,3,2,1.992870397,37,0.0,0,0.940128881,0.667142827,0,0,15.10385253,1,0.5926,0
3,1,0,7,3,0,3,4,3,1.495096136,18,0.048180492,0,0.0,0.700380295,0,0,0.0,1,1.0142,1
5,3,0,4,20,4,0,4,4,0.644659347,146,0.0,0,0.890997,0.483483102,1,0,24.998214213,1,0.7329,0
5,1,0,1,18,0,1,4,4,0.314445286,135,0.993144926,0,0.0,0.894471878,0,0,25.180051203,4,2.0185,0
8,3,0,9,39,4,3,9,9,0.700406301,287,1.0,0,0.829695672,0.260585851,1,1,21.554436243,5,1.4473,0
8,4,0,2,46,62,5,7,7,0.577720532,389,1.0,0,0.02636935,0.18734259,1,1,46.627368015,4,0.9986,0
3,2,0,8,18,41,1,7,11,0.806603127,95,0.994168195,0,0.923865508,0.498652325,0,0,33.666968115,1,0.7945,0
8,3,0,5,40,79,2,7,12,0.697980488,395,0.980029977,2,0.573427426,0.3576269,2,1,22.19034648,2,1.2944,0
3,1,0,7,10,6,2,2,3,2.0,2,0.0,0,0.0,0.679545163,0,0,0.704909934,1,1.0076,1
2,2,0,6,11,1,1,4,2,2.0,37,0.057366722,0,0.957688891,0.62619693,0,0,17.91908557,1,0.5,0
11,2,0,12,16,13,11,4,9,0.747952283,104,1.0,3,0.192868182,0.206847317,0,0,8.604483543,1,0.7423,0
10,1,1,22,80,7,8,15,4,0.799581244,733,0.893161465,7,0.0,0.374395624,0,0,82.566771433,23,4.8542,1
47,4,0,19,89,818,8,14,39,0.911264635,624,0.962941294,2,0.71313069,0.15659355,3,1,13.61268849,4,1.1318,0
8,1,0,10,64,15,0,1,2,1.949786147,179,0.085596754,1,0.0,0.793738695,0,0,86.654474059,11,4.971,1
15,3,2,10,53,12,1,9,12,0.747874886,301,0.994630083,1,0.79005296,0.184195584,0,0,32.317537151,1,1.3142,1
13,3,0,22,42,22,12,7,14,0.46420124,174,1.0,1,0.807881433,0.441416467,0,0,28.597797417,3,1.7347,0
5,2,0,9,15,1,3,7,1,1.86642143,89,0.0,0,0.823784927,0.425750856,0,0,50.306201465,1,0.7445,1
8,3,0,9,40,9,0,18,6,0.920876813,249,0.703389499,0,0.662823171,0.336456014,1,1,24.46923752,3,1.5911,0
8,3,0,7,41,29,1,6,5,0.718056618,385,1.0,0,0.820643992,0.470286774,0,1,32.126036043,2,0.8983,0
9,3,0,4,40,9,1,2,8,0.738819599,214,1.0,0,0.840384331,0.329002572,1,1,47.893021757,3,0.9526,0
5,1,0,5,7,6,2,1,4,1.999442685,17,0.0,0,0.0,0.875,0,0,3.868605307,1,0.7274,0
8,3,0,6,59,23,20,9,7,0.885725139,394,0.98718879,3,0.695341336,0.252883715,0,0,23.969298387,13,1.9946,0
5,3,0,3,26,2,0,5,2,0.797393853,206,1.0,0,0.984752295,0.49761735,1,5,28.835316742,1,0.843,0
3,2,0,7,21,2,1,6,1,1.0,113,0.0,0,0.837983792,0.713824381,0,0,27.959534204,1,2.765,1
4,1,0,2,5,0,1,1,4,2.0,393,0.0,0,0.086488936,0.87683374,0,0,4.692405148,1,0.7426,0
8,3,0,7,38,3,3,2,8,0.681278947,299,1.0,0,0.820046179,0.335073364,1,1,27.077017427,2,0.9984,0
18,3,0,11,56,88,1,9,15,0.909846505,392,0.981245829,3,0.692210938,0.347973104,0,0,22.927278213,5,1.5492,0
2,3,0,12,34,31,1,4,0,1.971340854,27,0.070453918,0,0.904846074,0.423923366,0,0,21.023142761,1,0.6675,1
3,3,0,4,8,1,1,3,2,2.0,38,0.0,0,0.915679257,0.996666769,0,0,15.179845536,1,0.5183,1
6,3,0,4,21,2,0,3,7,0.755464779,134,0.917340826,0,0.90141139,0.462306482,2,2,22.280424682,1,0.8448,0
5,2,0,10,20,9,1,6,2,1.003567818,153,0.078902695,0,0.983446156,0.486607418,0,0,47.141644388,1,0.6331,1
2,1,1,7,25,2,1,2,7,0.675309335,250,1.0,0,0.049646407,0.603368967,0,0,76.280449165,8,5.5539,0
77,1,0,129,178,2293,115,29,64,0.977168179,1407,0.612183708,1,0.055017508,0.166203969,3,0,27.553106966,19,1.0774,0
5,1,0,3,16,0,0,1,4,0.226597298,137,1.0,0,0.0,0.895641943,0,0,14.366930646,5,2.0311,0
9,3,0,1,57,6,9,7,8,0.52562713,515,1.0,0,0.015279649,0.797397392,0,0,47.936937599,2,2.7457,1
7,1,0,11,5,23,10,1,7,1.776187608,6,0.0,0,0.0,0.946291357,0,0,0.0,1,1.0123,0
6,3,0,10,37,21,0,6,6,0.608954057,342,0.996156929,0,0.882203626,0.483760072,0,0,34.743759402,2,0.8295,0
8,3,0,13,38,4,3,8,6,0.672820526,239,0.957599911,1,0.830289429,0.324019143,1,4,28.766259969,3,0.8188,0
4,1,0,1,5,3,4,1,2,2.0,32,0.0,0,0.0,0.857582958,0,0,0.994109462,1,0.9256,0
10,2,1,6,9,1,8,1,4,0.635762272,145,1.0,1,0.519353817,0.456116577,1,1,10.537205239,1,0.7492,0
5,1,11,18,13,0,20,8,5,0.512780983,69,1.0,0,0.0,0.786048313,0,0,11.246409232,2,0.7887,0
3,1,0,2,14,0,1,0,3,0.406441518,98,1.0,0,0.006798216,0.874863491,0,0,25.729721497,1,1.9299,1
2,3,0,0,8,1,1,3,2,2.0,13,0.0,0,0.901527053,0.748287612,0,0,10.381665456,2,0.5065,1
2,2,0,7,13,1,1,5,2,2.0,97,1.0,0,0.926778284,1.0,0,0,28.856939923,1,0.5,0
5,2,0,7,20,10,1,6,4,1.004983189,157,0.0,0,0.837173731,0.46810468,1,0,16.839039773,1,0.8083,1
16,1,0,8,44,115,1,3,6,0.912389882,536,0.590822532,0,0.0,0.188225337,0,0,76.586488076,6,2.0358,0
3,1,0,3,9,7,1,2,5,0.5,15,1.0,0,0.0,0.635777639,0,0,6.906390115,3,0.6853,1
8,1,0,5,35,17,1,3,2,0.772561428,382,0.252026181,0,0.0,0.154495843,0,0,15.651502205,3,1.0737,0
6,1,0,5,11,0,2,0,7,0.046860878,86,0.982128961,0,0.0,0.31726198,1,1,6.97855548,3,0.9265,0
3,1,0,2,9,7,3,1,0,1.459296192,28,0.0,0,0.0,0.840282728,0,0,4.862247343,1,1.0,0
4,1,0,3,5,1,1,2,4,1.981466115,25,0.066253395,0,0.0,0.89706976,0,0,3.629780257,1,0.7847,0
17,4,0,11,12,10,0,7,15,0.815206586,642,1.0,0,0.830945586,0.315626385,2,2,25.179844263,3,1.2683,0
10,3,0,0,21,0,0,1,4,0.691109055,418,1.0,2,0.72390847,0.272946696,2,0,13.939838162,1,0.9352,0
20,4,0,13,73,117,2,13,14,0.835649856,709,1.0,1,0.766836969,0.313638861,0,3,34.675023504,2,0.8959,3
2,2,0,9,18,1,1,8,1,2.0,105,0.0,0,0.957751274,1.0,1,1,57.142494497,1,0.4392,0
8,3,0,6,40,3,0,4,7,0.295278905,287,1.0,0,0.854043666,0.289018402,1,1,24.406233988,5,2.0688,0
2,2,0,14,9,2,1,6,2,2.0,29,0.0,0,0.922731166,0.712995251,0,0,10.543083473,1,0.5,0
9,3,0,5,27,0,0,0,9,0.654208649,171,0.311480798,2,0.0,0.544836778,0,0,10.357643415,7,1.9447,0
18,4,0,23,70,148,1,10,8,0.844330022,741,0.983979468,2,0.814728429,0.303178844,2,4,33.784774724,2,0.9394,0
14,3,12,20,42,0,13,7,13,0.469803511,183,1.0,1,0.869606179,0.377358894,0,0,23.620482317,3,1.294,0
2,1,0,58,7,6,59,0,5,0.141446759,61,0.745393395,1,0.0,0.620256409,0,0,75.624902741,2,0.6297,0
5,3,0,8,26,10,1,4,9,0.585511372,127,0.01728394,0,0.881670749,0.396833979,1,1,20.430338253,1,0.7461,0
11,1,0,21,64,85,9,10,2,0.901923843,953,0.899321697,7,0.0,0.284083983,0,0,103.805410902,8,2.0561,0
2,3,0,3,8,1,0,3,2,2.0,22,0.0,0,0.94433147,1.0,0,0,11.349968413,1,0.4827,1
3,1,0,4,17,3,2,1,3,1.115256597,96,0.997280377,0,0.0,0.529938798,0,0,33.018984372,2,1.0162,0
9,1,0,4,54,0,0,3,7,0.813457761,449,0.290130144,0,0.0,0.169379598,0,0,70.020358992,7,1.616,0
12,3,0,8,29,15,3,2,9,0.831068918,402,0.948365156,3,0.753320307,0.274338253,1,1,41.074572024,12,1.9836,0
5,1,0,1,14,0,1,1,3,0.705250849,71,0.989493341,0,0.0,0.535006617,0,0,14.751410652,2,1.0784,0
14,3,12,21,26,105,13,7,10,0.470441476,179,1.0,1,0.698466422,0.401592246,0,0,10.050523025,6,1.4532,0
6,3,0,3,23,10,0,2,4,0.803373363,150,1.0,0,0.837241519,0.396028171,1,1,23.129565869,1,0.9439,0
4,1,0,6,6,21,12,1,4,2.0,7,0.07498771,0,0.0,0.960455508,0,0,3.405598819,1,0.6555,0
7,2,0,12,18,9,9,4,11,0.586291223,58,0.998705667,0,0.656292178,0.167949939,0,0,6.313810877,0,0.7975,1
4,1,0,1,2,8,0,0,0,2.0,13,0.0,0,0.0,0.050584905,0,0,0.0,0,0.0,0
13,3,0,8,35,12,2,7,10,0.756539012,410,1.0,2,0.735450592,0.378094133,1,1,25.430938278,4,1.6879,0
2,2,0,6,11,1,1,5,2,2.0,34,0.0,0,0.951505627,1.0,0,0,16.412316847,1,0.5,0
26,3,0,12,68,119,6,48,71,0.804363925,625,0.997110099,4,0.644676909,0.485438972,0,0,20.295289463,22,2.2915,0
1,3,0,4,7,1,2,0,2,1.954593589,6,0.0,0,0.895129711,1.0,0,0,6.308395805,0,0.0044,0
18,3,0,13,59,96,0,10,14,0.840193654,756,1.0,0,0.813092726,0.473357805,3,0,27.55852317,15,2.3006,2
1,3,0,3,2,2,4,1,1,2.0,5,0.0,0,0.985627651,1.0,0,0,3.129078768,0,0.0555,0
2,3,0,4,7,1,1,3,2,1.976285706,26,0.132319399,0,0.989220066,0.968169412,0,0,10.87105979,1,0.5046,1
7,3,0,12,33,4,3,9,6,0.648292473,247,1.0,0,0.843128012,0.323004002,0,0,28.202773696,1,0.8585,0
3,2,0,7,19,9,1,6,5,1.026153525,102,0.010343709,0,0.874650158,0.503637733,0,0,32.751860193,1,0.7348,1
20,1,0,23,45,113,17,16,7,0.846997135,368,0.922214046,0,0.0,0.141608848,0,0,14.050256993,4,0.9029,0
3,1,0,7,4,6,1,11,3,2.0,112,0.0,0,0.0,0.59867364,0,0,14.731248689,1,1.0,1
22,2,0,13,39,102,0,4,18,0.819538689,462,0.500116363,0,0.400019315,0.162607873,0,0,14.809838872,7,1.4826,0
5,1,2,57,5,2,56,2,5,0.032207413,34,0.999804975,1,0.0,0.647752367,0,0,5.866139922,2,0.7081,0
5,3,0,4,29,1,3,4,4,0.42524899,152,0.828295078,0,0.900485019,0.285473989,1,1,22.927593205,1,0.6848,0
1,1,0,9,24,3,7,4,5,0.236831784,311,1.0,2,0.0,0.436910942,0,0,70.354307337,14,5.2686,0
3,2,0,7,15,0,1,2,3,0.063404663,28,1.0,0,0.889031636,0.923244274,0,0,48.077920054,1,0.4775,0
13,4,0,9,29,4,0,8,9,0.699621901,533,0.735255427,0,0.746649732,0.624548075,2,7,8.42815836,3,1.2044,2
3,1,0,1,23,4,0,0,6,0.029344386,103,1.0,0,0.00843993,0.501759946,0,0,31.166255354,3,1.1901,0
10,1,0,5,26,12,5,14,5,0.005742968,1023,0.860464948,1,0.0,0.271139952,0,3,48.354728987,23,4.1952,0
5,1,0,6,12,0,4,1,3,0.016725381,67,1.0,0,0.0,0.33198861,0,1,15.18735549,1,0.439,0
10,1,2,59,9,20,55,1,5,0.051636714,52,1.0,1,0.0,0.495916029,0,0,6.290733151,2,1.4273,0
5,1,0,16,3,1,16,0,7,2.0,50,0.001594401,0,0.021417951,0.876226237,0,0,0.0,1,1.0013,1
3,2,0,5,15,1,0,1,1,0.27853436,52,1.0,1,0.629618154,0.60195891,1,1,21.78639976,1,0.785,0
25,3,2,25,61,131,26,8,9,0.781896709,510,1.0,2,0.789127773,0.290816595,1,7,22.789448429,5,2.8223,0
5,1,0,10,5,10,11,0,4,2.0,12,0.0,0,0.0,0.528382603,0,0,0.0,1,1.0,0
2,2,0,10,11,1,4,8,2,2.0,123,0.0,0,0.958565507,1.0,1,1,16.620528989,1,0.5767,0
8,3,2,30,22,4,3,8,16,0.621611953,286,1.0,1,0.734208828,0.252002268,1,1,20.776259011,5,1.5029,1
18,1,0,24,88,616,11,9,3,0.848602616,1468,0.721763263,1,0.532315661,0.137975127,1,5,33.712227876,12,1.8923,0
4,1,0,2,4,6,1,1,4,1.986854704,7,0.0,0,0.0,0.937877181,0,0,1.279855692,1,0.9794,0
6,1,0,6,19,3,1,2,4,0.59408499,155,1.0,0,0.0,0.571815176,0,0,24.767781305,1,0.9054,0
5,2,0,7,19,2,1,7,2,0.907931504,97,0.0,0,0.934770526,0.5,0,0,32.234066901,1,0.6711,1
8,3,0,3,37,21,1,3,8,0.635973866,468,0.346082281,0,0.011903218,0.249489693,0,0,43.8467947,7,1.2972,0
14,3,4,10,27,1,1,10,9,0.534590497,155,1.0,1,0.81531028,0.314261505,0,6,3.101555805,1,1.2549,0
3,2,0,7,14,4,1,6,5,1.0,87,0.0,0,0.829713243,0.446114833,0,0,30.987952031,3,0.683,1
1,1,0,8,1,6,8,1,1,2.0,4,0.0,0,0.056834713,0.842949352,0,0,0.0,1,1.0,1
10,4,0,4,38,11,1,12,8,0.712567509,221,0.23295189,0,0.115587008,0.327469726,1,5,19.389738084,9,2.1582,1
12,1,0,12,11,35,4,2,6,0.698917365,148,0.954573885,1,0.0,0.387939998,0,0,2.35945701,2,1.1573,0
16,3,0,11,40,115,3,10,19,0.753785344,309,0.672508899,2,0.702183683,0.304192621,1,0,19.644631706,4,2.4613,0
8,3,0,8,32,8,0,9,7,0.67664632,207,1.0,0,0.876530776,0.302508658,1,1,24.324305548,5,2.0666,0
3,2,0,3,16,0,0,1,4,0.341833291,48,1.0,0,0.29108253,0.93970639,1,1,14.783968916,5,1.0958,0
13,3,2,31,65,6,23,8,10,0.639982473,297,1.0,1,0.646022776,0.209931138,1,1,21.831221404,4,1.3415,0
12,1,0,24,79,156,5,9,6,0.675706667,320,1.0,1,0.0,0.257853929,0,0,13.766172124,3,1.2134,1
7,1,0,11,1,7,7,1,7,2.0,6,0.0,0,0.036293429,0.999208845,0,0,0.0,1,1.0,0
3,1,0,5,8,4,1,2,2,2.0,3,0.0,0,0.0,0.896607347,0,0,15.97481076,1,0.6694,0
5,1,0,1,12,3,9,4,5,0.395459801,8,1.0,0,0.0,0.521933491,0,0,0.0,2,1.1993,0
8,1,0,1,14,4,1,4,9,0.597190361,344,0.208790918,1,0.0,0.515834984,0,0,34.097447815,6,1.83,0
9,1,0,7,31,3,1,7,6,0.76250538,281,0.956626366,0,0.0,0.271563933,0,1,31.71894374,3,0.866,1
9,3,0,7,62,41,1,7,3,0.774089181,612,0.460084346,0,0.826363218,0.273460925,0,0,75.704926741,7,1.0788,1
8,3,0,9,23,8,0,9,6,0.518282169,182,0.994389857,2,0.86233504,0.286318869,1,1,27.828376143,4,1.4156,1
