wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2,2,0,6,9,18,11,5,2,2.0,55,0.000652724,0,0.641610557,0.62132076,0,0,7.140721563,4,2.0261,2
15,2,0,18,54,69,2,20,19,0.758126146,223,1.0,2,0.50853202,0.252974816,1,1,7.20078893,6,1.0496,0
6,3,0,8,15,14,2,7,6,1.99204305,44,0.0,0,0.973392963,0.379946168,2,3,5.808792187,1,0.4804,3
1,1,0,3,1,0,3,0,2,1.999981479,0,3.1955e-05,0,0.0,1.0,0,0,3.9435e-05,1,1.0,0
4,3,0,4,5,2,2,2,1,0.335634756,29,1.0,0,0.989658806,0.524355378,1,1,6.91595391,1,0.75,0
43,1,0,21,92,1096,2,8,37,0.907119575,805,0.953990843,3,0.007589522,0.138551355,0,0,12.928748442,4,0.8708,0
2,3,0,8,13,4,1,12,2,0.493115341,43,0.944238266,1,0.928917247,0.991769653,0,0,8.392803414,1,0.5784,0
6,2,0,2,14,10,1,1,7,0.71711544,40,1.0,0,0.574941727,0.348740851,0,0,5.760581818,2,0.8336,0
3,1,0,5,11,1,1,4,2,2.0,23,0.0,0,0.0,0.776179397,0,0,19.308639942,1,0.6533,0
1,5,0,2,2,0,1,1,1,2.0,14,1.0,0,1.0,1.0,0,0,11.835139234,0,0.0,0
4,1,0,4,18,10,0,1,2,2.0,61,0.000208985,0,0.0,0.440685613,0,0,21.514935187,3,0.7875,0
11,1,0,16,62,30,1,17,1,0.438641562,481,1.0,0,0.389549722,0.295298794,1,4,26.047572344,7,2.3179,0
9,1,2,10,23,2,5,6,3,0.39917707,48,1.0,1,0.0,0.759302252,0,0,8.950535426,2,0.8333,0
1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,0.90776411,0,0,0.0,1,1.0,2
17,3,0,8,35,37,0,9,23,0.078165984,102,0.997831062,0,0.568912238,0.379556518,2,6,8.638576993,4,0.971,0
10,0,2,22,49,61,2,13,1,1.034632301,215,0.282223923,0,0.017792344,0.529907608,0,0,29.091881709,2,1.0333,0
11,3,0,5,41,15,1,10,2,0.342493588,170,1.0,0,0.776550815,0.337114661,0,0,18.943417264,1,1.4238,0
27,1,0,9,51,457,3,15,21,1.063112,213,1.0,5,0.0,0.128441848,0,0,11.562058312,2,1.0394,3
7,1,4,5,19,9,5,0,5,0.610107119,22,0.992977167,0,0.0,0.490043294,0,0,13.590790382,1,0.6435,0
15,1,0,128,8,41,94,1,18,1.706876038,18,0.001974253,0,0.0,0.207995043,0,0,15.315917131,1,1.0783,1
4,1,0,4,9,30,0,1,4,0.223243443,59,1.0,0,0.0,0.490707991,0,0,4.644916936,1,0.7761,1
23,1,0,98,52,131,102,0,14,1.920705307,26,0.028789503,0,0.0,0.372136261,0,0,21.742706502,1,1.024,0
7,2,4,11,6,9,5,1,6,0.593008901,40,1.0,0,0.734879323,0.482752844,0,0,5.33778913,2,0.8041,0
21,2,0,13,23,156,4,8,15,0.841945221,200,1.0,1,0.387944691,0.200139384,1,3,2.8389301,1,0.8956,0
46,1,0,22,64,820,4,6,38,0.870519418,529,0.994272642,1,0.000769005,0.252038967,1,0,10.557204959,1,1.0937,2
