wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2,1,0,3,9,0,1,2,2,0.0,29,1.0,0,0.0,0.733793743,0,0,14.475393401,1,0.5,0
4,1,0,8,17,6,1,11,3,2.0,23,0.0,0,0.0,0.248342342,0,0,15.214038386,3,0.7485,0
7,1,0,7,14,10,7,5,4,0.353900934,87,1.0,1,0.652012145,0.347601257,1,1,5.947741516,1,1.2565,0
28,2,0,24,59,372,7,9,21,0.832183835,342,0.931564217,1,0.130623127,0.207913126,1,2,9.647817225,1,1.0009,0
2,1,0,6,6,0,1,4,2,0.0,26,1.0,0,0.0,0.616433834,0,0,16.974074791,1,0.5337,0
2,4,0,2,4,1,2,3,2,1.981640771,11,0.0,0,1.0,0.9957385,0,0,4.719078258,0,0.0,0
3,5,0,1,9,0,0,3,3,0.5,31,0.436722835,0,0.894343293,0.562995956,0,0,8.183327774,1,0.6625,0
6,4,0,6,18,1,1,3,2,0.051505183,83,1.0,0,0.801707192,0.416822743,1,2,22.224462262,3,1.2127,0
13,4,0,12,59,0,5,10,2,0.506208608,95,0.972364093,1,0.841812121,0.397848801,2,5,18.369593635,1,0.7647,0
4,4,0,14,18,31,1,10,3,2.0,72,0.000279157,0,0.013147471,0.594550149,0,0,8.916682209,1,0.75,0
1,1,0,6,1,0,5,1,1,2.0,1,0.00023963,0,0.0,1.0,0,0,0.0,1,1.0,0
5,2,0,4,18,67,4,5,1,2.0,28,0.272404266,4,0.672637794,0.273999368,1,3,14.295333562,1,0.8814,1
3,4,0,7,16,2,1,7,2,1.697974079,48,0.011668392,0,0.946087771,0.465975951,2,2,6.57778971,1,0.5856,0
4,1,0,7,5,6,1,7,4,1.92394801,40,0.00035118,0,0.0,0.293013865,0,0,4.686167191,1,0.7584,0
2,4,0,8,16,10,2,7,4,2.0,65,0.0,0,0.978106139,0.263718813,0,0,8.667238033,1,0.2758,0
15,5,0,22,49,53,8,14,11,0.69276861,272,0.808368895,1,0.560246264,0.211981987,1,1,25.446380824,3,0.8593,2
7,4,0,8,13,10,6,8,5,2.0,44,0.0,0,0.928214586,0.445316349,2,4,4.630211841,1,0.5624,1
5,1,0,5,9,2,0,1,6,0.646121466,34,0.9786625,0,0.0,0.468561355,0,0,5.368441834,1,0.8033,0
3,3,0,12,17,1,0,13,1,2.0,66,0.002112682,0,0.930991169,0.671239041,1,3,21.169514444,1,0.6939,1
1,1,0,1,1,0,1,0,1,2.0,1,0.0,0,0.0,0.999997047,0,0,0.0,1,1.0,0
1,1,0,10,1,0,2,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.002478231,1,0.9866,0
7,2,0,5,13,40,1,2,6,0.930454874,78,1.0,1,0.110387744,0.454080264,0,0,5.412032457,1,0.8486,0
6,0,2,18,19,22,1,13,1,1.233157384,143,0.987718283,0,0.0,0.591260781,0,0,22.358249703,1,2.4363,0
2,1,0,6,2,1,1,4,2,2.0,2,0.000174632,0,0.004013284,0.633688313,0,0,0.0,1,1.0,0
6,2,0,2,22,10,0,2,4,0.568519139,74,1.0,0,0.083790983,0.340283523,0,0,18.403245134,3,1.1116,0
9,3,0,13,38,15,1,10,2,0.681154532,243,0.993438331,1,0.779792929,0.248582698,0,2,30.162649999,6,2.2033,0
6,1,0,2,14,13,4,2,4,0.630325819,96,1.0,0,0.007699345,0.535248046,0,0,10.441352285,4,1.252,0
10,1,0,14,26,16,1,14,2,0.666666667,93,0.9809644,1,0.0,0.83715311,0,0,21.684836473,0,1.3547,0
3,1,0,7,16,4,0,0,2,1.206709081,75,0.0,0,0.0,0.520982517,0,0,18.772757979,1,0.6859,0
14,4,0,4,30,41,2,9,14,1.049232101,176,0.957914141,0,0.967220803,0.311384002,1,0,11.123978909,5,0.8298,0
2,1,0,7,2,1,2,1,2,2.0,7,0.0,0,0.016966005,0.703633269,0,0,0.174235198,1,0.9927,0
8,3,0,11,24,0,1,10,6,0.594651798,126,0.990560661,3,0.637033307,0.33029925,1,1,9.96600577,2,0.9457,0
13,2,0,2,17,120,0,7,7,0.662064314,69,1.0,2,0.340210513,0.397401268,0,0,6.430410583,2,0.9592,0
23,2,0,22,41,102,11,23,25,0.76523579,122,1.0,2,0.0,0.130454167,0,0,3.809467923,1,1.2136,0
2,4,1,1,2,0,0,4,1,1.959653306,14,1.0,0,1.0,1.0,0,0,5.335640505,0,0.0,0
8,3,0,9,42,6,1,9,8,0.643041899,225,1.0,1,0.74746426,0.329113333,2,2,26.417196837,1,0.8316,0
2,3,20,6,16,1,0,6,1,2.0,36,0.0,0,0.967967622,0.77228722,1,2,19.109680218,1,0.69,0
24,1,0,41,49,273,11,22,23,1.144340147,123,1.0,3,0.0,0.15551969,0,0,5.687608442,1,0.9455,0
10,4,0,5,13,10,2,4,9,0.670571161,120,1.0,0,0.779807226,0.428403887,1,1,10.107153273,2,0.8362,3
5,1,0,55,4,18,61,0,5,1.967253481,5,0.0,0,0.0,0.387165168,0,0,0.0,1,0.9981,0
16,1,0,4,36,61,5,4,16,0.748491643,86,0.980094,0,0.354489361,0.263602544,0,0,13.484272543,1,0.8242,0
6,1,0,5,10,2,1,3,6,0.719175687,39,1.0,0,0.167323744,0.442345146,0,0,3.225242378,1,0.8409,0
29,3,20,13,35,192,15,16,20,0.856078024,337,0.99255861,0,0.916767181,0.174675063,2,3,8.371237914,1,1.0859,0
2,3,0,8,5,1,4,2,3,0.390947651,17,1.0,3,0.904246921,0.647734664,0,0,3.408447112,2,1.0,0
1,1,0,1,3,0,0,2,1,1.994158277,7,0.008836736,0,1.0,0.970290447,0,0,6.089121022,0,0.0,0
24,1,0,22,42,243,10,23,24,1.037246689,146,1.0,4,0.008413244,0.159925531,0,0,3.883512605,1,0.9693,0
1,1,0,4,1,0,5,3,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
9,1,0,8,32,26,3,11,9,0.653657276,140,1.0,2,0.000518299,0.25075652,0,0,16.400344156,3,1.2099,0
28,3,0,21,75,254,4,9,26,0.870250771,286,1.0,0,0.868106534,0.109627849,0,6,9.741062771,3,1.0817,0
8,3,0,8,24,17,3,8,7,0.144160333,108,1.0,0,0.880659661,0.3453738,2,3,20.974862927,1,0.6961,0
9,1,0,5,14,18,1,3,5,0.399955028,46,0.976331964,0,0.0,0.348338421,0,0,8.668860512,1,0.489,0
5,5,0,2,6,10,1,2,7,0.973540142,68,0.73799278,0,0.924680027,0.376358099,0,0,11.780324571,2,0.8232,0
2,3,0,4,11,0,2,3,3,0.0,37,1.0,1,0.879263372,0.666666667,0,0,16.208365783,1,0.5549,0
3,1,0,20,5,0,15,0,17,2.0,2,0.0,0,0.0,0.992732521,0,0,0.492188964,1,0.8711,1
6,1,2,12,8,11,2,1,6,0.888069039,38,1.0,1,0.0,0.439304445,0,0,3.241674182,1,0.8702,0
3,2,0,1,5,3,0,1,3,2.0,12,0.0,0,0.955988298,0.663486839,1,2,2.948992707,1,0.3333,0
6,3,0,14,19,0,1,7,5,0.512006692,77,1.0,0,0.580163062,0.349287269,1,1,17.106894712,2,1.0,0
12,1,0,14,45,137,5,13,0,0.735210091,420,1.0,1,0.66183819,0.217297685,2,4,40.008951214,1,0.7898,0
3,3,0,8,5,3,1,3,2,1.497266026,28,0.059535704,0,0.9909779,0.47314869,1,2,7.954231035,1,0.6266,1
3,6,0,3,6,0,1,2,3,0.836940677,30,0.234616309,4,0.873920639,0.449273298,0,0,10.360918103,1,0.6508,0
6,2,0,3,18,4,264,3,4,0.316458768,57,1.0,0,0.776600618,0.360787503,1,1,11.067646069,2,0.9957,0
15,1,2,7,18,97,3,2,8,0.263059299,136,0.918913285,1,0.0,0.385506511,0,0,4.01816739,1,0.9258,0
9,3,0,8,26,18,3,8,6,0.703478934,116,0.998979439,2,0.872620038,0.343670789,0,0,8.539793968,4,1.5356,0
6,5,0,7,15,1,1,7,1,0.010523253,49,1.0,1,0.886682536,0.261802362,1,1,8.188143184,1,0.848,0
3,1,0,2,16,4,1,3,4,0.5,29,1.0,0,0.01766995,0.636194435,0,0,7.950426918,1,0.9664,0
7,3,0,7,26,0,1,6,5,0.671847459,84,1.0,2,0.78421223,0.281164361,1,1,10.497191881,8,0.8185,2
4,1,2,6,5,6,3,5,1,2.0,91,0.0,1,0.0,0.435492624,0,0,32.016174525,3,1.5312,0
15,1,0,19,45,34,0,18,13,0.758487442,184,1.0,2,0.083573174,0.198206624,0,0,7.698820094,5,1.3496,0
3,1,0,9,7,10,0,0,5,0.660292449,32,0.507291017,0,0.0,0.451475555,0,0,6.47455508,1,0.8302,0
9,1,0,9,7,13,14,8,8,0.825952635,44,0.989788259,3,0.0,0.372702451,0,0,4.987014705,1,0.8547,0
3,1,0,1,7,4,1,6,2,0.510639313,45,0.0,9,0.000393025,0.469812628,1,1,12.466996436,1,0.5456,0
3,2,0,1,5,15,2,1,3,2.0,12,0.0,0,0.968310787,0.666666667,1,2,6.491984596,1,0.5132,0
14,1,0,14,31,29,1,11,13,0.850179792,119,0.995655701,4,0.094340223,0.149351688,0,0,6.695571577,1,1.242,0
13,2,0,20,20,89,4,8,15,0.542618846,71,1.0,0,0.636456393,0.259531514,0,0,4.748320363,1,0.9359,0
4,1,0,8,12,15,4,4,5,1.988996472,41,0.0,0,0.0,0.383565168,0,0,7.800554564,1,0.792,0
