wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
5,1,0,3,14,7,7,2,5,0.397432161,47,1.0,1,0.024428475,0.371878737,0,4,6.763890428,1,0.6797,0
5,3,0,4,23,3,0,4,4,0.452478085,141,0.997978558,0,0.941363286,0.523905771,0,0,30.380879418,1,0.75,0
17,4,0,3,37,99,0,3,9,0.938689061,351,0.405593182,1,0.79140413,0.378744043,2,6,11.904541863,4,1.4072,0
30,1,0,9,94,443,9,9,18,0.92169957,956,0.997082844,2,0.021877302,0.221217753,0,0,43.248627865,49,4.6269,6
8,1,0,5,36,10,0,7,8,0.470572091,454,0.195466482,0,0.005372945,0.266066455,0,0,32.204939449,5,2.9406,1
15,4,0,13,34,33,6,14,10,0.762706223,380,0.7472934,2,0.783395462,0.296087115,1,4,35.447805241,17,2.3107,0
16,3,3,13,64,222,6,7,12,0.633468964,552,0.929778191,0,0.600246526,0.193516501,0,0,21.953402663,10,1.9976,1
7,1,0,13,5,45,8,4,5,1.137288548,3,0.196148071,1,0.0,0.481470777,0,0,2.308734015,1,1.004,0
22,3,0,13,72,17,1,10,10,0.799699433,717,1.0,5,0.785180025,0.200455079,1,1,52.188299117,1,2.4998,3
3,1,0,4,2,2,3,2,2,1.999145302,2,3.614e-06,0,0.0,0.658967643,0,0,0.0,1,1.0,0
6,5,0,7,26,0,0,6,7,0.611450435,207,1.0,0,0.83245157,0.392189889,2,5,33.590506479,4,0.8604,0
3,1,0,4,6,0,1,3,3,0.0,15,0.997010053,0,0.837261796,0.611913853,0,0,8.606620889,2,0.9104,0
9,1,0,5,25,4,1,2,7,0.53799509,137,1.0,0,0.0,0.323039229,4,0,31.083298838,4,1.8623,0
1,4,0,1,2,0,0,1,1,2.0,5,0.0,0,1.0,1.0,0,0,1.57501308,0,0.0,0
28,2,0,15,129,432,2,14,12,0.881165697,773,0.551192441,2,0.503273331,0.214932956,1,5,41.462352686,10,1.6481,0
6,3,0,5,8,1,0,6,4,0.717548568,83,0.936357593,0,0.930707224,0.783154442,0,0,11.394157481,1,0.7409,0
25,5,0,10,48,160,1,4,18,0.710406524,434,1.0,1,0.769513277,0.206037239,2,13,16.855519885,7,1.9474,0
3,2,0,10,28,3,1,9,2,2.0,148,0.0,0,0.843444599,0.996369263,0,0,28.281356864,6,3.8443,0
12,1,0,3,21,44,1,1,4,0.662880594,149,0.754594058,0,0.0,0.578354555,0,0,10.718447014,4,0.8788,0
3,2,0,8,14,3,1,6,2,2.0,80,0.0,0,0.924477572,0.981314946,1,0,73.580154733,1,0.4892,0
12,1,4,13,24,81,2,8,10,0.832184078,78,0.96379511,2,0.446792144,0.370718867,0,0,18.782318174,2,1.6817,0
6,3,0,5,17,1,3,7,7,0.927531528,61,0.986749506,1,0.819525846,0.420195733,0,0,14.465094141,1,0.8309,1
2,4,0,2,6,1,1,2,1,2.0,11,0.0,0,0.965677089,0.75,1,1,5.115885464,0,0.5,1
22,4,10,21,108,136,1,15,2,0.889462443,382,0.947091177,5,0.855304182,0.313508427,0,2,36.158787542,26,3.0328,1
3,2,0,1,15,6,0,1,1,0.51017586,49,1.0,0,0.811102347,0.98237284,0,0,28.056066845,1,0.4951,0
10,4,0,15,36,3,5,8,6,0.624767824,141,0.999087042,4,0.848574812,0.299685002,0,3,24.650219051,6,2.378,0
4,3,0,5,2,4,2,2,4,0.880671011,35,0.504409678,0,0.902966681,0.574746411,0,0,0.295243633,1,0.8968,1
3,3,0,6,27,0,1,6,1,1.228882589,173,0.0,0,0.99670254,0.603416811,0,3,83.933539684,9,4.3106,0
21,3,1,12,97,306,0,18,9,0.605054758,610,1.0,4,0.567143505,0.277895107,2,2,41.671218719,1,1.3823,0
13,1,2,12,31,56,4,10,3,0.768783421,282,1.0,2,0.0,0.19711094,0,0,19.903822222,7,1.4565,0
15,1,0,16,33,2,5,10,12,0.753494495,313,0.278839676,7,0.0,0.949781033,0,0,36.149387516,10,2.6674,0
10,1,59,60,14,21,2,3,9,0.857255228,120,0.965829907,1,0.026718786,0.437782357,0,0,13.756868412,1,0.6932,0
7,1,0,8,15,7,1,7,5,0.627646803,67,0.180084535,0,0.0,0.328348951,0,0,19.141033903,2,0.8819,0
2,4,1,17,14,1,12,5,2,0.0,102,0.997189536,1,0.881022733,0.666666667,0,0,49.516004806,1,0.5022,0
1,1,0,23,1,0,21,2,2,2.0,1,0.0,0,0.0,1.0,0,0,7.71e-06,1,1.0,0
7,1,0,4,17,1,3,6,6,0.594484968,185,0.954930873,1,0.057106074,0.585237636,0,0,24.86538888,9,1.6286,0
4,1,0,5,19,3,1,4,4,0.75468292,72,1.0,1,0.0,0.631790392,0,0,9.21584949,1,1.7576,0
1,1,0,0,2,0,0,0,0,2.0,26,5.127e-06,0,0.0,1.0,0,0,3.0,0,0.0,2
3,2,0,16,26,0,1,4,1,2.0,122,0.003474413,1,0.877640669,0.705608386,0,0,67.961105307,2,0.4866,0
34,3,0,16,133,9,7,15,29,0.954134508,711,0.850747618,0,0.498544826,0.173860217,3,4,24.21141425,6,2.4504,4
4,4,0,9,36,0,2,10,3,0.892895975,173,0.781930682,1,0.869456805,0.508723388,0,0,41.259418174,6,1.9924,1
6,3,0,4,15,3,0,4,5,0.520215065,76,1.0,0,0.865670318,0.524914092,0,0,17.616530521,2,0.9825,0
23,6,0,4,37,12,5,5,15,0.684998376,243,0.85429074,0,0.856803686,0.219109892,1,7,8.485678084,3,1.3877,0
25,1,0,7,76,103,8,8,22,0.696463318,912,1.0,1,0.0,0.19112582,0,0,17.695374786,11,2.5257,0
5,3,0,7,26,2,1,7,4,0.411406711,272,1.0,0,0.911131085,0.303037439,0,0,20.374359119,1,0.7059,0
5,4,0,3,18,0,0,3,3,0.5,56,1.0,1,0.929254813,0.993923355,1,0,14.640649995,4,0.6266,0
44,3,3,16,121,636,2,14,33,0.973823838,1251,0.921395543,2,0.537342553,0.11997117,0,5,20.653022021,39,1.4536,1
40,1,2,24,154,754,2,27,24,0.902103914,1709,0.896075267,1,0.484431755,0.195024044,0,0,38.711214931,6,1.2064,6
4,2,0,4,12,0,1,3,4,0.434612298,74,1.0,0,0.740607465,0.497186156,0,0,20.393437667,1,0.7195,0
7,5,0,8,38,14,1,7,6,0.248329622,204,0.461544108,0,0.740133601,0.317372027,3,5,16.890686394,5,1.4014,0
23,6,0,4,41,202,0,4,15,0.937105713,277,0.998113097,0,0.80497162,0.209168688,1,7,9.258884146,3,1.4487,0
7,3,1,14,53,1,2,9,8,0.687932727,283,1.0,0,0.687183921,0.324444355,2,3,44.529643816,1,1.0107,1
2,1,0,3,8,15,2,1,7,1.953076328,72,0.0,0,0.0,0.482319272,0,0,4.850230745,1,0.8352,0
42,3,4,18,111,741,2,12,31,0.889938641,1349,0.949893255,2,0.478035464,0.141064915,0,18,26.422942682,7,1.7313,1
8,2,1,6,31,7,0,4,5,1.006925853,157,0.985074206,0,0.462077939,0.569755018,0,0,19.430957273,5,1.4278,0
9,2,0,12,53,22,1,3,6,0.588078038,120,0.957041913,0,0.0,0.315737341,0,0,12.20686898,3,1.3043,1
3,2,0,1,9,3,1,3,3,2.0,27,0.0,0,0.942430206,0.712937635,0,0,8.200735965,4,1.0118,0
4,1,0,4,11,801,3,1,4,0.333333333,25,1.0,1,0.0,0.362351904,0,0,6.888965234,1,1.0092,0
18,1,0,31,66,88,11,2,10,0.884398508,900,0.282885827,1,0.434749358,0.195675025,0,0,63.263164987,11,2.5092,1
9,1,0,4,14,18,1,1,5,0.631765544,58,1.0,0,0.004990298,0.608687103,0,0,5.529056239,5,0.8484,0
3,2,0,2,9,1,0,3,3,0.0,16,1.0,0,0.861336017,0.657991918,0,0,9.105022029,3,0.7531,0
33,2,2,10,71,363,8,12,28,0.88578371,699,0.958477727,2,0.607184687,0.249084487,1,4,10.40374002,22,1.9421,1
1,4,0,1,2,0,0,1,1,2.0,1,0.0,0,1.0,1.0,0,0,4.46362596,0,0.0,0
4,1,0,2,9,0,3,2,4,0.0,156,1.0,1,0.000102423,0.603311089,0,0,40.938074971,1,0.8127,0
11,3,0,6,36,17,1,7,6,0.98391477,362,0.981377071,1,0.881247829,0.329140778,0,9,17.580153698,1,0.7435,3
29,4,0,13,107,470,2,13,16,0.886551114,1061,0.969857043,0,0.707398493,0.246996251,0,0,34.733828944,3,1.3726,3
1,1,0,3,1,0,2,2,1,2.0,1,0.0,0,0.072348003,1.0,0,0,0.019883629,1,1.0,0
24,1,2,9,29,54,4,6,18,0.83913315,218,1.0,3,0.0,0.231367912,0,0,4.828520866,1,0.9394,0
10,1,0,3,11,18,8,1,10,0.262796713,166,1.0,0,0.0,0.4,1,1,12.114799268,4,0.9617,1
6,1,0,2,17,10,1,1,3,0.658420523,122,0.0,0,0.0,0.320488797,0,0,31.875729774,6,2.487,0
119,1,7,364,146,6777,369,30,103,0.968469217,2396,0.615931665,5,0.02299275,0.209000904,0,0,28.96505466,8,1.6091,10
10,3,0,8,29,28,6,8,9,0.774395507,190,0.8762003,2,0.905122665,0.991006549,1,1,22.695031296,3,0.9815,0
