wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
5,1,0,7,6,1,9,3,9,2.0,6,0.049513933,0,0.007396633,0.985262463,0,0,0.581571159,1,1.0,0
4,2,0,9,21,2,2,13,3,0.697651205,276,1.0,0,0.552683176,0.715232764,0,0,58.855162592,18,4.9812,0
4,1,0,5,21,1,1,11,3,0.081399207,89,1.0,0,9.7334e-05,0.332744932,0,0,19.716685361,10,1.9508,1
8,1,0,11,54,12,3,11,6,0.835922659,329,1.0,1,0.0,0.27675827,0,0,25.845752117,6,1.5276,0
5,1,0,14,21,0,6,5,4,0.839373978,132,0.993014075,0,0.024170706,0.663635184,0,0,24.090082681,3,1.3704,0
2,1,0,7,13,1,0,4,2,2.0,18,0.0,0,0.76653678,0.591049501,2,0,7.354080245,3,1.242,2
8,1,0,11,53,8,2,7,6,0.261884216,423,1.0,0,0.009454133,0.242753275,0,0,74.471351039,11,2.3799,0
7,1,0,8,17,14,4,2,3,2.0,44,0.0,0,0.0,0.751661764,0,0,6.929388122,1,1.0112,1
36,1,0,17,37,127,27,4,19,0.58693889,233,0.95029396,2,0.007843748,0.194396858,0,0,3.34000372,1,2.0854,1
1,1,0,12,7,1,8,2,1,1.994575244,40,0.0,0,0.046700303,0.705713868,0,0,14.603692715,1,0.4468,0
4,1,0,9,3,5,6,0,2,2.0,3,0.054768307,0,0.161958935,0.744920092,0,0,0.254257282,1,0.9588,0
8,3,0,11,32,3,0,14,3,0.654794341,137,1.0,0,0.77373087,0.65983449,0,3,20.005118481,10,1.7481,0
6,1,0,11,6,16,5,4,7,0.667514435,6,0.0,0,0.00112518,0.546546216,0,0,1.074882466,1,1.1855,0
9,1,0,9,13,26,7,4,10,0.51581874,75,0.029216371,1,0.0,0.275713697,0,0,4.00460778,2,0.8609,0
5,1,0,13,16,2,4,8,4,0.513233842,44,0.97423691,2,0.0,0.227295932,0,0,7.654105337,5,0.8933,1
8,2,0,4,33,4,1,10,3,0.620527261,141,1.0,0,0.770834168,0.688659359,3,4,39.882324025,6,1.5236,0
14,2,2,19,76,36,4,27,6,0.43776338,437,0.875276914,0,0.537400888,0.325833481,0,0,28.799719905,13,0.9278,0
3,3,0,7,5,3,0,4,3,2.0,50,0.0,0,0.806358145,0.558042569,0,0,12.965470765,3,0.8953,0
4,3,0,5,9,1,0,4,3,0.666666667,37,0.980341634,0,0.940978942,0.666835977,0,0,7.353094667,0,0.668,0
3,2,0,13,33,9,0,9,3,0.609270131,195,0.972426406,1,0.817711025,0.326747971,0,0,68.373781213,14,3.604,1
5,2,0,7,14,0,0,6,4,0.456403298,129,1.0,0,0.0,0.657092843,0,0,24.838125654,5,0.9939,1
10,1,0,15,57,4,4,11,8,0.633868763,565,0.365968411,0,0.059532051,0.303755196,0,0,50.682027044,10,3.0181,2
3,2,0,8,28,3,0,12,3,2.0,156,0.0,0,0.615379131,0.555555556,0,0,50.320344218,10,3.5555,0
10,1,0,4,23,21,3,8,7,0.940420484,53,0.855747001,1,0.014194026,0.429925304,0,0,0.344532363,2,1.2984,0
17,1,0,9,28,29,3,5,17,0.916419428,199,1.0,0,0.0,0.253661082,0,0,12.625231048,1,1.5719,5
6,1,0,7,23,8,2,4,5,0.669424768,271,1.0,0,0.0,0.407654468,0,0,26.419253094,10,2.3394,0
48,1,0,52,43,1108,87,10,57,1.839354368,136,0.044565117,0,0.001261348,0.766178605,0,0,0.824669301,3,0.9937,0
4,3,0,9,22,3,0,12,4,1.717221789,147,0.011212427,0,0.750976215,0.528635106,0,0,49.731986474,11,4.3669,0
3,2,0,9,31,11,9,9,3,1.991404413,151,0.0,0,0.72707528,0.555555556,0,0,49.532003774,9,2.9704,0
2,1,0,13,2,0,12,2,1,1.960136138,2,0.005731858,0,0.0,0.957743078,0,0,5.416408877,4,1.0,1
4,2,0,21,19,4,0,11,3,0.740002139,160,1.0,0,0.756090264,0.556989185,0,0,42.303350534,5,2.4137,0
10,1,0,8,10,2,1,0,10,0.687595147,53,1.0,0,0.0,0.50443663,0,0,13.880128798,2,1.4712,0
28,2,0,3,30,288,1,13,18,0.511347723,427,0.942808137,2,0.933245508,0.20176544,1,2,26.770908522,7,2.1609,0
2,1,0,3,4,1,2,2,3,1.676755835,2,0.0,0,0.062405585,0.714826756,0,0,3.142057819,1,1.0,0
5,3,0,8,9,3,11,2,4,1.986498318,49,0.0,0,0.0,0.594488227,0,0,0.0,1,0.9738,0
3,2,7,12,18,1,5,7,3,2.0,105,0.0,0,0.729082023,0.512972794,0,0,29.651454758,3,1.6438,0
13,1,0,11,26,35,1,1,13,0.889146811,161,0.984046651,2,0.042160609,0.226393782,0,0,14.141164163,2,1.5074,0
8,1,3,11,46,3,1,2,4,0.727170918,242,0.628409508,0,0.042153576,0.233577649,0,0,36.080121909,15,2.9655,0
1,2,0,17,17,1,10,6,1,2.0,42,0.0,0,0.918048168,0.497769506,0,0,18.050392192,1,1.3212,0
3,1,0,14,14,3,4,7,2,1.909025774,50,0.0,0,0.989650307,0.56019011,0,5,31.472097207,3,1.3814,0
1,1,0,1,2,0,0,0,1,1.84592458,9,0.0,0,0.0,1.0,0,0,12.929373688,1,0.9649,0
11,2,0,9,68,25,12,7,7,0.61055346,569,0.667291772,0,0.446434669,0.189809126,0,0,53.476098223,7,1.5549,0
26,1,17,16,33,241,11,9,15,1.028821733,208,1.0,0,0.009232983,0.175999177,0,0,8.579589945,3,1.5117,1
4,1,0,11,19,12,5,10,4,1.067472687,29,1.0,0,0.0,0.251552578,0,0,9.163937911,0,0.5984,1
7,1,0,5,18,1,1,8,5,0.4644435,125,1.0,0,0.0,0.468422839,0,0,31.635114409,5,3.1882,0
7,3,0,11,36,20,0,11,4,0.668936735,471,0.99698451,1,0.127575647,0.200870304,0,0,52.240295545,30,3.5832,0
10,2,0,27,45,37,3,9,10,0.718674923,256,0.660960364,1,0.123215665,0.337860215,0,0,30.852212867,10,2.3032,0
5,1,0,6,35,4,3,14,4,0.319886855,522,1.0,0,0.0,0.365676756,0,0,93.507299137,13,5.3555,1
5,1,0,17,35,19,2,12,2,0.614185953,105,0.775886622,2,0.0,0.321657863,0,0,13.497434852,8,0.9916,0
3,2,0,17,28,1,5,14,3,1.965825124,154,0.0,0,0.749999235,0.556288016,0,0,31.197122831,7,3.7136,0
15,1,0,25,56,21,1,26,7,0.381598608,242,0.840497207,0,0.0,0.356676226,0,0,38.223072866,3,2.1103,0
12,2,0,26,50,21,2,11,5,0.556261263,366,0.949403098,0,0.013384192,0.175859571,0,0,38.535969332,3,1.9098,0
6,2,0,12,36,7,2,6,7,0.728473044,394,1.0,1,0.618128748,0.295259283,0,0,25.828516826,30,2.941,0
4,1,0,10,4,13,8,2,4,2.0,3,0.153732649,0,0.326814349,0.775758629,0,0,0.0,1,0.9464,0
4,1,0,14,16,4,1,12,3,1.022289845,134,0.98273494,0,0.0,0.52358321,0,0,27.765159618,8,2.0747,0
8,2,0,40,92,3,1,20,6,0.575333468,573,0.985851853,0,0.033712489,0.367042546,0,0,77.048345766,2,1.4744,3
10,1,0,10,65,21,4,10,3,0.709102308,455,1.0,1,0.03309115,0.237209593,0,0,57.832091347,11,3.1133,3
7,1,0,47,48,4,65,4,2,1.974514076,29,0.995138141,0,0.035820258,0.087604941,0,0,2.130682481,0,1.0153,0
7,2,0,10,23,15,1,8,5,0.570401808,280,1.0,0,0.674688307,0.344343749,1,2,18.922943771,3,2.8156,1
1,1,0,10,10,1,1,12,2,0.159037252,75,1.0,0,0.051439898,0.504755065,0,0,20.492208777,7,2.4258,1
3,1,0,10,13,0,1,10,3,0.352095492,132,1.0,0,0.0,0.756728533,0,0,22.885698762,8,2.0905,1
4,3,0,9,29,4,3,7,3,1.467798276,190,0.0,0,0.75355455,0.534239037,0,0,62.750737289,13,4.4115,0
3,3,0,9,9,1,0,5,3,0.776860859,37,1.0,0,0.791912391,0.666666667,0,0,5.309657485,4,0.5932,0
3,2,0,12,28,3,1,8,2,2.0,108,0.0,0,0.75,0.555555556,0,0,37.234774893,8,3.4056,0
2,1,0,10,13,1,6,7,2,2.0,9,0.0,0,0.0,0.717056814,0,0,0.904882399,4,0.4669,0
3,2,0,11,15,22,0,10,3,2.0,44,0.243383386,0,0.912821184,0.578973514,0,0,9.24524775,2,1.371,0
3,2,0,8,28,3,0,9,3,2.0,108,0.0,0,0.796222195,0.556904444,0,0,38.727802372,10,4.0102,0
13,2,0,17,36,0,4,7,8,0.507163692,181,0.482145456,1,0.577140959,0.25592294,0,0,30.542605668,3,1.4745,0
