wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
1,1,0,4,5,5,4,1,2,2.0,2,0.036738286,0,0.0,1.0,0,0,0.0,1,0.995,1
6,1,0,10,36,4,3,4,2,0.541388359,101,0.120616258,0,7.5e-06,0.396597892,0,0,24.743458125,1,0.5248,7
17,1,4,16,30,132,4,2,16,0.7367898,133,0.558800648,1,0.0,0.206367158,0,0,7.699234011,2,1.1123,3
5,1,0,10,31,11,6,2,6,0.171804982,172,0.80324426,0,0.0,0.660170447,0,0,25.059321422,2,0.9854,2
5,1,0,4,16,7,2,2,2,0.583047297,82,0.375096768,0,0.0,0.416266958,0,0,20.60639136,3,0.5392,0
5,1,0,5,3,17,7,0,2,2.0,6,0.0,0,0.0,1.0,0,0,0.0,1,0.9629,0
2,1,0,8,2,4,8,1,1,1.950544234,8,0.0,0,0.0,0.696945948,0,0,0.0,1,1.0215,1
17,1,0,6,58,73,2,14,9,0.651824019,370,1.0,2,0.0,0.237770942,0,0,35.151910689,4,1.883,3
7,1,11,6,12,67,11,4,2,0.359592243,113,0.676068847,1,0.006475196,0.395783678,0,0,6.580958911,4,0.6687,0
8,1,0,8,7,569,3,37,52,0.985308101,7143,0.0,0,0.034134177,1.0,0,0,47.394864496,1,0.5876,25
4,2,0,6,40,7,0,6,6,1.976091717,444,0.989105536,0,0.694583591,0.707595134,0,0,21.404900675,1,0.5726,1
3,1,0,2,4,1,1,0,3,0.553323738,7,0.989046988,0,0.0,0.632573626,0,0,2.853540268,1,0.6673,0
5,1,0,7,17,6,2,3,1,0.45050691,429,0.028995296,0,0.020489023,0.382931763,0,0,9.474164968,2,0.9485,3
7,4,0,6,7,1,0,3,5,0.578963995,99,1.0,0,0.918730945,0.364206241,0,0,11.530576029,1,1.0152,0
3,1,0,6,3,1,5,1,1,2.0,18,0.0,0,0.0,0.997648518,0,0,0.0,1,1.0,1
8,1,0,7,1,14,5,2,5,2.0,6,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,1,0,3,2,5,5,1,3,2.0,38,0.00035323,0,0.0,1.0,0,0,0.159000878,1,1.0118,1
17,1,4,16,22,120,4,4,16,0.829471494,149,1.0,1,0.0,0.198460845,0,0,10.632802799,2,1.1607,3
2,1,0,7,5,45,5,3,4,2.0,5,0.0,0,0.0,0.467972361,0,0,6.865483583,1,0.9348,2
2,1,0,9,1,3,8,1,2,2.0,1,0.0,0,0.0,0.646575684,0,0,0.0,1,1.0439,0
31,1,1,72,322,3057,38,48,72,0.932611296,3976,0.843365262,4,0.071715533,0.098269357,0,0,42.643078205,13,2.239,36
32,1,0,14,147,120,2,20,19,0.974068028,1439,0.830285099,6,0.014250622,0.09652292,1,1,79.691684883,4,1.4884,14
3,1,0,5,114,14,3,3,4,0.589389407,498,0.0,0,0.0,0.671813724,0,0,4.924028651,1,1.1895,32
5,1,0,6,44,4,3,2,4,0.519056124,231,0.0,0,0.0,0.513135207,0,0,24.219052922,2,0.6056,6
14,3,11,15,54,69,11,7,3,0.855188353,200,1.0,0,0.646438989,0.307355057,0,0,13.068756414,2,1.9858,1
13,1,0,2,13,9,2,1,10,0.955453442,51,1.0,0,0.0,0.535755969,0,0,22.745877043,1,0.8269,2
11,1,0,4,13,11,3,1,11,0.406679282,90,1.0,0,0.045395657,0.368986786,0,0,7.370587802,2,0.8131,0
10,1,0,2,32,24,6,2,9,0.763949809,106,1.0,2,0.0,0.231068856,0,0,23.861782325,1,1.4294,3
1,1,0,2,3,1,4,0,4,2.0,3,0.189340077,0,0.0,0.666666667,0,0,0.0,1,0.9605,0
4,1,0,10,2,2,10,1,5,2.0,1,0.0,0,0.048614327,0.666666667,0,0,0.915046839,1,1.0,0
6,1,0,8,8,15,8,3,6,2.0,2,0.0,0,0.201162998,1.0,0,0,0.0,1,1.0,1
23,1,0,32,86,188,16,12,59,0.972249174,523,0.978468116,4,0.0,0.155365888,0,0,48.003159718,13,2.2714,6
5,1,0,4,17,4,6,0,7,0.972957029,27,0.990971914,0,0.0,0.339571533,0,0,6.242306373,1,0.4536,0
13,6,0,7,47,74,1,11,10,0.667162421,181,0.444739756,1,0.60406875,0.145492742,1,1,10.828849465,2,1.1107,6
22,4,0,11,79,91,1,13,20,0.813051614,411,1.0,0,0.687509788,0.345898564,1,1,14.972415104,1,0.9825,3
3,1,0,6,1,6,4,1,5,2.0,12,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
13,1,0,17,13,16,15,3,13,1.980812227,39,0.0,0,0.0,0.487913482,0,0,0.0,1,1.0,0
9,2,0,10,35,2,2,10,6,0.62608113,167,1.0,1,0.557649971,0.383977632,0,0,16.687666103,4,1.4776,1
15,1,0,19,50,140,2,15,5,1.11728783,998,0.993524212,0,0.0,0.362145448,0,0,132.57111951,18,2.8661,3
3,1,0,6,22,6,4,4,5,1.904176772,236,0.045137858,0,0.0,0.398571657,0,0,48.359607137,2,0.2475,2
2,2,0,5,12,1,1,2,2,1.720452655,10,0.0,0,0.844396453,0.666666667,0,0,23.329514839,1,0.4449,0
14,4,0,7,21,44,1,4,12,0.786460168,213,1.0,0,0.770308042,0.380554078,2,4,13.773570857,1,0.8317,4
6,4,0,8,26,6,1,8,6,0.872430413,193,0.977810317,2,0.868060349,0.348919456,0,0,13.950568381,1,1.0517,0
3,1,0,5,6,22,7,0,6,2.0,3,0.246970214,1,0.0,0.63093786,0,0,0.0,1,1.4368,1
17,6,0,15,45,35,2,12,17,0.337683411,287,1.0,0,0.746408988,0.487632839,1,1,15.541327927,5,1.2569,0
13,2,0,10,33,17,2,11,8,0.315943563,206,0.978312794,1,0.595864152,0.2330528,0,0,16.489904702,2,1.2163,2
1,2,0,3,6,1,2,2,2,1.954323694,11,0.104011688,0,0.845398072,0.666666667,0,0,4.47219891,1,0.5056,0
10,2,0,5,26,5,2,4,10,0.336789679,114,1.0,2,0.004450067,0.251597451,1,1,13.139962842,2,0.974,2
