wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
4,3,0,5,10,4,0,5,3,0.666666667,32,1.0,0,0.656610786,0.661385603,0,0,5.889183451,1,0.5244,0
6,1,0,9,38,1,4,7,3,1.002573399,254,0.747527607,1,0.639341573,0.307129939,0,0,22.630341446,13,2.9704,0
15,2,0,17,61,103,2,15,10,0.832516901,439,0.810395229,0,0.319402566,0.291038924,0,0,28.424733651,22,2.0604,1
8,1,0,7,24,16,5,3,8,0.953866512,34,0.689146223,0,0.0,0.363376048,0,0,0.0,1,1.0032,0
18,3,0,25,58,84,9,13,14,0.912980097,358,0.86451473,0,0.437149744,0.30225501,3,3,27.515821197,24,2.1538,1
15,2,0,17,51,48,2,9,9,0.929553163,483,0.416052372,0,0.271820884,0.256252351,0,0,26.978835667,6,1.5442,1
8,2,0,11,30,14,0,13,2,0.859157342,160,0.327289861,0,0.6,0.404770885,1,2,28.468443308,9,2.6513,0
6,3,0,10,37,13,0,9,3,0.866666667,138,0.333333333,0,0.692307692,0.4,1,2,21.758290062,3,1.7188,0
5,2,0,12,35,2,0,14,3,0.828363251,298,0.617745141,0,0.246171534,0.416666667,0,0,39.37816825,14,2.9667,2
6,3,0,13,23,13,0,13,3,0.866666667,122,0.333333333,0,0.692307692,0.4,1,2,12.709562796,3,1.3197,0
4,1,0,11,7,10,9,6,8,2.0,13,0.0,0,0.0,0.627359208,0,0,3.384645225,1,0.9463,0
6,1,0,12,32,12,0,13,3,0.866666667,174,0.333333333,0,0.640109676,0.4,1,2,22.516374144,6,1.6531,0
11,1,0,10,67,28,1,13,2,0.710321072,598,0.692158462,1,0.0,0.309085227,0,0,94.833736533,41,6.4415,1
6,2,0,12,34,13,0,12,3,0.866666667,176,0.333333333,0,0.6,0.4,1,2,26.323412191,9,2.1858,0
16,2,0,17,68,114,2,8,10,0.825341509,452,0.665962604,0,0.260016165,0.197234076,0,0,23.382064521,10,1.8347,1
7,1,0,43,7,37,46,1,3,2.0,13,0.0,0,0.0,0.513711795,0,0,0.0,1,1.0,0
8,1,0,18,40,35,1,17,7,0.848573504,219,0.755061564,0,0.0,0.248293328,0,0,22.750221898,8,1.281,0
2,1,0,9,8,0,3,3,2,0.853111471,33,0.934729655,1,0.0,0.511461903,0,0,5.601398502,4,1.434,0
1,1,0,13,3,0,11,2,1,2.0,6,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
17,3,0,23,68,72,3,12,15,0.863764692,308,0.487613203,1,0.012891172,0.241202343,2,0,34.176794133,26,1.9308,0
4,2,0,4,25,0,0,3,2,0.537429762,153,0.668757476,0,0.511330426,0.623834422,0,0,6.141857267,4,1.7527,1
5,2,0,13,18,8,0,9,5,0.85730067,82,0.666666667,0,0.167814619,0.416666667,0,0,27.696510394,3,0.772,0
7,2,0,12,26,6,1,12,3,0.815735364,114,0.8,0,0.448596953,0.289485351,0,0,16.790905359,4,1.0178,0
30,2,0,18,61,98,2,32,11,0.880503882,624,0.737132046,0,0.240712368,0.34634712,0,0,30.40768917,12,1.9248,1
