wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
18,4,0,10,50,66,0,10,14,0.829526086,229,1.0,0,0.790204631,0.361480253,2,4,11.227357178,1,0.8778,2
13,3,0,17,9,1,9,3,2,0.685746528,97,1.0,0,0.0,0.293460969,0,0,4.590835644,1,1.3622,1
5,1,0,7,18,5,2,2,7,2.0,3,0.392703855,0,0.056523403,0.463224744,0,0,14.858372439,1,0.9199,2
37,2,0,39,154,575,1,38,21,0.87658776,1515,0.920489096,1,0.481433084,0.095977435,1,1,35.205017462,1,1.6226,2
3,2,0,12,30,12,0,5,7,0.783485971,143,1.0,0,0.771600567,0.36585021,0,0,12.082370588,3,0.8379,2
23,1,0,7,24,135,4,10,12,0.963400713,105,0.550628136,2,0.16452506,0.151608323,0,0,6.924753675,4,1.7668,2
10,1,0,8,14,13,6,2,9,0.730567094,212,0.949771615,1,0.0,0.321406499,1,1,16.266148694,3,1.5598,1
5,1,0,2,17,12,4,1,3,0.5,30,0.995185407,0,0.0,0.669507617,0,0,3.542953268,1,0.7171,2
2,1,0,10,2,14,13,0,2,1.929185961,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0293,0
32,1,0,14,48,61,0,8,38,0.833040986,391,1.0,2,0.114641403,0.218628948,0,4,15.968320826,1,1.8228,0
5,1,0,6,33,47,1,4,2,2.0,234,0.0,0,0.005959532,0.539507676,0,0,13.699569376,7,1.8375,4
7,1,0,8,12,2,2,0,7,0.497148012,40,1.0,0,0.003230421,0.431002627,0,0,12.509007252,1,0.9619,0
13,6,0,12,57,109,2,4,13,0.969289423,187,0.937090626,0,0.830114985,0.213412205,1,1,14.6579652,4,0.9593,2
5,1,0,3,16,2,2,2,4,0.536754748,70,0.947422829,0,0.0,0.341462271,0,0,13.672011419,7,1.0196,2
25,3,1,14,90,159,1,15,15,0.830896971,448,0.987135697,0,0.640088552,0.335515993,1,8,20.80638101,3,0.9821,2
20,1,4,30,32,186,4,10,16,0.642340862,144,1.0,1,0.022256212,0.159736169,0,0,8.884057444,2,1.1516,2
16,4,2,6,30,19,2,3,9,0.526880299,184,1.0,1,0.157464886,0.20243778,0,0,7.420653613,3,1.0511,0
