wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
4,1,0,6,6,3,1,1,4,1.98152432,37,0.0,0,0.0,0.876577294,0,0,2.316439771,1,0.7175,0
12,1,0,14,30,18,7,4,8,0.696452243,141,0.814123594,1,0.511689345,0.234579249,0,0,10.500216024,4,1.4426,0
6,2,0,2,21,7,0,9,5,0.846328693,35,0.995681199,0,0.941020092,0.328296644,1,5,23.725759297,10,1.5792,0
14,1,1,9,78,29,4,5,16,0.79080411,546,0.883734767,5,0.005202813,0.139054909,0,9,30.6020211,9,1.8008,1
5,4,0,2,34,0,1,7,5,0.576128176,366,1.0,0,0.966229461,0.492018222,1,5,49.746571307,11,2.3337,1
8,4,0,14,63,70,0,12,6,0.914443396,615,0.182629213,0,0.919889884,0.35748994,2,2,74.729792409,3,1.2678,0
3,3,0,7,21,1,0,4,1,0.032698963,93,0.983185993,0,0.943978798,0.997497701,0,0,47.464352276,1,0.6493,0
4,1,0,9,6,10,8,1,6,1.983980342,15,0.244442659,0,0.0,0.415780475,0,0,0.0,1,1.0,0
4,1,0,5,15,0,1,1,4,0.471253175,152,1.0,0,0.0238952,0.90983946,0,0,28.271005981,4,1.7911,0
14,3,0,6,36,65,1,9,13,0.794979099,377,0.751624705,1,0.415791326,0.308024223,1,1,51.536026248,2,0.7983,0
6,6,0,4,26,11,0,4,4,0.797233784,160,1.0,0,0.872868621,0.480299856,4,2,21.542907044,1,1.02,0
3,1,0,2,3,6,4,0,3,1.518585892,3,0.0,0,0.0,0.671655777,0,0,22.232253288,1,0.728,0
9,1,0,2,14,0,1,0,3,0.804008403,70,1.0,0,0.0,0.669142321,0,0,31.412284942,1,0.884,1
8,3,0,9,38,1,6,4,8,0.761847017,402,0.646642887,0,0.834954049,0.349780866,1,1,18.665988382,6,2.0737,1
5,3,0,4,19,10,0,2,5,1.087319481,154,1.0,0,0.990590562,0.679768766,2,2,29.714084376,1,0.6369,0
21,1,0,3,36,77,1,7,17,0.842445999,592,0.991478961,0,0.594108454,0.277663945,2,7,32.521892117,1,0.9809,1
10,1,0,8,12,31,1,6,8,0.562730973,93,1.0,1,0.0,0.298697047,0,0,11.904083466,4,1.0222,0
5,1,0,4,23,1,20,1,4,0.431060129,139,1.0,0,0.0,0.936165426,0,0,25.518042541,4,1.7893,0
5,1,0,2,24,0,1,1,4,0.386738306,159,1.0,0,0.003359061,0.607145146,0,0,28.100230398,2,0.6195,0
21,1,0,2,50,198,29,6,16,0.664286165,299,1.0,0,0.022262801,0.258835226,0,0,27.851987494,4,2.419,0
19,4,0,15,73,57,2,9,15,0.900478915,664,1.0,4,0.729145041,0.336541371,0,2,22.18907643,5,1.4343,1
7,3,0,4,31,32,0,2,7,0.907889995,75,1.0,0,0.79303689,0.421946281,2,2,9.261007271,2,0.9047,0
