wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
4,3,0,4,6,2,1,3,2,2.0,30,0.0,0,0.867334197,0.451598803,1,1,10.768740594,1,0.8372,0
9,2,0,12,29,7,1,12,5,0.635319099,109,1.0,1,0.642562777,0.412423783,1,1,12.262924126,2,0.9814,0
2,1,0,6,3,1,4,1,2,2.0,2,0.001300316,0,0.0,0.064194485,0,0,0.168898677,1,1.0,0
16,2,0,9,20,109,2,7,12,0.912628751,92,0.026585011,1,0.612351794,0.275194665,0,0,8.403043013,1,0.6637,0
6,2,2,8,8,0,1,5,3,0.630904656,35,1.0,2,0.779186799,0.511629324,0,0,8.518324051,2,0.739,0
7,3,0,3,11,18,4,2,2,0.779614959,46,1.0,1,0.333024678,0.340131133,0,0,5.239270825,1,0.6,0
14,3,0,6,29,60,2,12,14,0.79615366,81,1.0,3,0.478478192,0.388862981,1,7,8.589232791,3,1.0844,0
1,4,2,7,4,0,3,2,1,2.0,5,0.008371045,0,0.359695767,0.996308838,0,0,4.831314619,0,0.2151,0
5,1,0,6,9,2,1,3,4,0.021168949,112,1.0,0,0.0,0.465356393,0,0,15.369286168,2,0.7072,0
4,2,0,7,19,17,0,3,6,1.751681271,12,0.0,0,0.651390524,0.710935029,0,0,5.448741804,1,0.6917,0
11,2,0,8,32,59,2,6,11,0.853437392,124,1.0,0,0.196208643,0.321954405,0,0,8.571618773,2,0.8468,0
16,2,11,2,49,327,0,5,33,0.902350063,218,0.98261364,2,0.037185269,0.118635571,0,0,6.598299072,6,1.1488,0
8,2,0,12,28,29,4,10,7,0.66606988,11,1.0,0,0.635536714,0.42266176,1,1,10.826820987,2,0.9983,0
12,3,4,8,28,40,2,7,13,0.497627113,99,0.999023781,0,0.63674689,0.293097977,1,1,8.93189883,3,0.9054,1
31,1,0,19,47,373,3,6,29,0.747517742,244,1.0,2,0.048508591,0.171068019,0,0,10.365688818,2,1.2754,0
13,2,0,17,29,75,6,17,12,0.760940199,163,0.850123374,0,0.369154442,0.183083467,1,2,6.391328939,2,0.8258,0
3,1,0,1,5,3,4,2,3,2.0,19,0.0,0,0.0,0.594486502,0,0,8.02775349,1,0.5448,0
20,2,0,13,24,88,3,6,16,0.819091442,97,1.0,1,0.522593324,0.186424425,1,3,7.642711813,3,1.1029,0
1,5,2,2,2,0,1,1,1,1.960942279,8,0.992554899,0,1.0,0.996206894,0,0,4.039137209,0,0.0,0
3,1,0,73,10,0,95,2,3,1.961781297,1,0.001447496,0,0.0,0.260809388,0,0,0.476412291,1,0.6657,0
2,1,0,1,10,1,2,0,8,0.716196977,36,1.0,0,0.265509143,0.745148623,0,0,25.54910207,4,2.5261,0
18,2,0,29,27,87,6,28,12,0.683830281,132,0.991561451,4,0.046386937,0.162558112,1,1,5.532265549,2,1.0417,0
19,2,1,10,25,98,5,5,23,0.81837631,254,1.0,1,0.129339314,0.271227752,1,2,7.949682286,2,1.0,0
4,2,0,2,6,3,2,1,0,2.0,15,0.0,0,0.867161182,0.798976455,0,0,5.208126172,0,0.0267,0
23,3,0,20,43,127,6,17,14,0.642367405,107,1.0,2,0.292248025,0.172553241,1,1,7.382357477,2,1.0142,0
6,1,0,5,15,34,5,1,12,1.686825337,40,0.869083851,0,0.0,0.197170236,0,0,8.099511617,1,1.5084,0
9,1,0,25,39,30,12,19,24,2.0,124,0.940189941,0,0.0,0.187314493,0,0,5.783701214,1,0.9895,0
15,1,9,11,12,115,0,1,12,0.824590143,180,1.0,3,0.0,0.480101143,0,0,7.399788317,1,0.9474,0
1,1,0,14,1,0,9,0,1,1.998575605,1,0.0,0,0.000167698,1.0,0,0,0.0,1,1.0,0
3,5,0,2,9,0,0,1,3,0.681780982,33,1.0,2,0.901975062,0.553325826,0,0,10.390841624,1,0.6494,0
2,5,0,2,10,9,1,1,3,1.006802343,19,1.0,0,0.881623802,0.573305932,0,0,9.409512791,1,0.6651,0
10,1,0,9,21,22,4,12,11,0.734062316,102,0.969155817,5,0.0,0.27311842,0,0,8.17358558,1,0.9602,0
3,1,0,33,3,3,32,4,3,1.821298934,5,0.003097698,0,0.0,0.664198439,0,0,0.254508923,1,1.0,0
19,1,0,9,55,127,4,15,9,0.738205564,313,0.989155315,2,0.669738489,0.249707529,2,1,12.723190871,5,0.8249,0
2,2,0,3,7,0,10,3,4,1.530849497,25,0.280210782,0,0.952548137,0.748055951,0,0,11.422133855,1,0.4879,0
3,1,0,1,5,3,0,1,3,2.0,16,0.0,0,0.0,0.528187589,0,0,2.578421158,1,0.6315,0
3,1,0,9,41,21,0,1,2,2.0,222,0.0,0,0.004550553,0.340968429,0,0,68.310717109,1,1.0943,0
9,2,0,16,14,0,2,7,9,0.64569689,58,1.0,0,0.559553142,0.40879005,1,1,8.476017693,1,0.9681,0
