wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
7,1,0,2,39,15,1,1,6,0.502630939,154,0.84249634,0,1.8757e-05,0.090586181,0,0,19.713462889,1,2.0595,0
4,1,0,4,7,5,1,1,4,2.0,17,0.0,0,0.0,0.87466361,0,0,2.403375908,1,0.7673,0
13,1,0,7,5,80,8,0,6,1.914566408,4,0.0,0,0.0,0.644635809,0,0,0.935018138,1,1.0,1
3,3,0,5,19,4,0,3,3,0.693766048,55,1.0,0,0.904480231,0.677842153,1,1,32.017738804,1,0.6064,0
2,2,0,5,17,1,1,7,2,2.0,57,0.875799881,0,0.951272068,0.952457386,0,0,41.759830683,1,0.5806,0
9,2,0,144,31,18,2,1,14,0.637137566,152,1.0,1,0.740309368,0.461052652,1,5,12.742398606,2,0.8293,0
10,3,0,8,72,8,0,7,10,1.003525738,1350,0.179368547,0,0.935531527,0.39105042,2,0,73.116890192,7,1.2544,3
6,3,0,6,35,8,1,5,6,0.225812197,142,1.0,3,0.846456778,0.960167757,0,0,46.360646357,1,1.0877,0
14,5,2,12,65,78,4,11,14,0.81014062,533,0.979233388,2,0.890871367,0.268572333,3,7,38.272834104,6,1.1393,0
9,1,0,6,30,4,1,4,7,0.729741424,278,0.340333476,0,0.0,0.605097024,0,0,32.539121797,5,2.7809,1
26,1,0,28,82,138,11,12,15,0.721104296,280,0.913803466,5,0.0,0.128275013,0,0,30.25059472,7,1.4811,1
27,1,3,14,62,58,2,13,24,0.64131344,656,1.0,1,0.019122359,0.259946594,0,0,13.7945924,10,1.541,0
9,1,0,10,25,9,7,4,9,0.753290544,203,0.33484168,0,0.0,0.216151401,0,0,13.015130986,5,1.771,0
3,2,0,6,22,0,1,6,2,1.0,95,0.0,0,0.852325102,0.482650765,0,0,34.470458428,1,0.6575,1
5,2,0,9,9,10,7,6,2,1.01931405,84,0.0,0,0.804618217,0.443605094,0,0,26.598070005,1,0.8334,0
1,3,0,9,26,0,2,6,3,0.104245219,162,1.0,0,0.9166325,0.975423273,0,1,53.057696097,2,0.6961,0
2,2,0,3,9,1,1,3,2,2.0,40,0.0,0,0.957641653,1.0,0,0,15.941065643,1,0.5,0
