wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
5,4,0,4,20,58,1,3,10,0.537300721,138,1.0,8,0.729905592,0.234330375,2,4,15.29325242,2,0.4323,0
91,4,0,35,212,2344,148,30,64,0.972469177,724,0.745870331,10,0.49043551,0.094872017,3,3,11.46219994,6,1.441,2
4,3,0,7,15,1,0,6,10,0.376802692,57,1.0,0,0.801471818,0.524769262,1,1,31.918221483,0,0.7588,0
6,1,0,6,18,3,5,1,6,0.679701886,81,0.98952906,0,0.0,0.666666667,0,0,7.84135216,1,1.0,0
9,6,0,6,37,20,1,6,6,0.815864439,331,1.0,1,0.727722618,0.431889927,0,0,42.967060682,3,1.181,0
15,3,0,13,32,3,1,9,13,0.676238992,150,1.0,1,0.873730973,0.402894981,2,4,15.446923409,1,1.3964,0
3,1,0,1,6,88,6,0,6,1.20705603,4,0.0,0,0.010046323,0.684146272,0,0,0.0,1,1.0,0
6,3,0,6,14,5,0,5,5,0.708289112,84,1.0,0,0.893654127,0.499175758,0,0,8.514737501,1,0.8784,0
8,5,0,7,26,0,1,6,5,0.597565276,158,1.0,0,0.819738191,0.372843069,2,5,19.258440208,4,1.1489,0
15,3,0,3,26,53,1,2,14,0.878998973,155,0.777002628,1,0.445907908,0.302194876,1,1,26.426783717,2,0.0381,0
16,1,3,15,32,124,15,5,13,0.698776583,364,0.995023802,0,0.0,0.235346373,0,0,30.680907821,5,1.95,0
7,5,0,6,22,0,1,4,5,0.755982743,128,1.0,0,0.732597825,0.480430787,2,5,24.135915909,7,1.3389,0
5,1,0,13,4,10,11,0,6,2.0,7,0.0,0,0.0,0.545182565,0,0,0.868791342,1,1.0,0
22,3,52,116,35,172,114,7,16,0.839933475,244,0.989568495,4,0.323972532,0.214311919,1,3,10.080666801,4,1.1967,0
3,2,0,6,9,0,1,2,3,0.327574209,29,1.0,0,0.729200516,0.508863656,0,0,19.296736106,1,0.7621,0
